"","State","year","tot_spending"
"1254","Oregon",1983,223
"1255","Oregon",1984,233
"1256","Oregon",1985,230
"1257","Oregon",1986,238
"1258","Oregon",1987,243
"1259","Oregon",1988,256
"1260","Oregon",1989,250
"1261","Oregon",1990,254
"1262","Oregon",1991,245
"1263","Oregon",1992,251
"1264","Oregon",1993,257
"1265","Oregon",1994,278
"1266","Oregon",1995,282
"1267","Oregon",1996,306
"1268","Oregon",1997,321
"1269","Oregon",1998,314
"1270","Oregon",1999,326
"1271","Oregon",2000,345
"1272","Oregon",2002,357
"1273","Oregon",2004,360
"1274","Oregon",2005,377
"1275","Oregon",2006,371
"1276","Oregon",2007,364
"1277","Oregon",2008,367
"1278","Oregon",2009,414
"1279","Oregon",2010,390
"1280","Oregon",2011,370
"1281","Oregon",2012,373
"1282","Oregon",2013,359
"1283","Oregon",2014,368
"1284","Oregon",2015,374
"1285","Oregon",2016,392
"1286","Oregon",2017,396
"1287","Oregon",2018,400
"1288","Oregon",2019,410
"1289","Oregon",2020,423
"1290","Pennsylvania",1980,184
"1291","Pennsylvania",1981,174
"1292","Pennsylvania",1982,181
"1293","Pennsylvania",1983,184
"1294","Pennsylvania",1984,184
"1295","Pennsylvania",1985,187
"1296","Pennsylvania",1986,192
"1297","Pennsylvania",1987,195
"1298","Pennsylvania",1988,193
"1299","Pennsylvania",1989,194
"1300","Pennsylvania",1990,199
"1301","Pennsylvania",1991,209
"1302","Pennsylvania",1992,215
"1303","Pennsylvania",1993,211
"1304","Pennsylvania",1994,214
"1305","Pennsylvania",1995,219
"1306","Pennsylvania",1996,265
"1307","Pennsylvania",1997,274
"1308","Pennsylvania",1998,289
"1309","Pennsylvania",1999,301
"1310","Pennsylvania",2000,307
"1311","Pennsylvania",2002,323
"1312","Pennsylvania",2004,291
"1313","Pennsylvania",2005,288
"1314","Pennsylvania",2006,294
"1315","Pennsylvania",2007,300
"1316","Pennsylvania",2008,309
"1317","Pennsylvania",2009,335
"1318","Pennsylvania",2010,334
"1319","Pennsylvania",2011,324
"1320","Pennsylvania",2012,325
"1321","Pennsylvania",2013,324
"1322","Pennsylvania",2014,340
"1323","Pennsylvania",2015,354
"1324","Pennsylvania",2016,353
"1325","Pennsylvania",2017,358
"1326","Pennsylvania",2018,346
"1327","Pennsylvania",2019,391
"1328","Pennsylvania",2020,374
"1329","Arkansas",1980,111
"1330","Arkansas",1981,109
"1331","Arkansas",1982,111
"1332","Arkansas",1983,116
"1333","Arkansas",1984,119
"1334","Arkansas",1985,135
"1335","Arkansas",1986,135
"1336","Arkansas",1987,136
"1337","Arkansas",1988,132
"1338","Arkansas",1989,136
"1339","Arkansas",1990,138
"1340","Arkansas",1991,140
"1341","Arkansas",1992,149
"1342","Arkansas",1993,152
"1343","Arkansas",1994,163
"1344","Arkansas",1995,175
"1345","Arkansas",1996,184
"1346","Arkansas",1997,205
"1347","Arkansas",1998,215
"1348","Arkansas",1999,223
"1349","Arkansas",2000,223
"1350","Arkansas",2002,242
"1351","Arkansas",2004,248
"1352","Arkansas",2005,240
"1353","Arkansas",2006,242
"1354","Arkansas",2007,237
"1355","Arkansas",2008,237
"1356","Arkansas",2009,244
"1357","Arkansas",2010,249
"1358","Arkansas",2011,246
"1359","Arkansas",2012,258
"1360","Arkansas",2013,272
"1361","Arkansas",2014,269
"1362","Arkansas",2015,282
"1363","Arkansas",2016,278
"1364","Arkansas",2017,271
"1365","Arkansas",2018,282
"1366","Arkansas",2019,270
"1367","Arkansas",2020,275
"1368","Rhode Island",1980,200
"1369","Rhode Island",1981,197
"1370","Rhode Island",1982,212
"1371","Rhode Island",1983,212
"1372","Rhode Island",1984,226
"1373","Rhode Island",1985,237
"1374","Rhode Island",1986,243
"1375","Rhode Island",1987,245
"1376","Rhode Island",1988,253
"1377","Rhode Island",1989,253
"1378","Rhode Island",1990,272
"1379","Rhode Island",1991,276
"1380","Rhode Island",1992,296
"1381","Rhode Island",1993,272
"1382","Rhode Island",1994,285
"1383","Rhode Island",1995,294
"1384","Rhode Island",1996,300
"1385","Rhode Island",1997,311
"1386","Rhode Island",1998,302
"1387","Rhode Island",1999,317
"1388","Rhode Island",2000,342
"1389","Rhode Island",2002,364
"1390","Rhode Island",2004,409
"1391","Rhode Island",2005,409
"1392","Rhode Island",2006,391
"1393","Rhode Island",2007,437
"1394","Rhode Island",2008,409
"1395","Rhode Island",2009,428
"1396","Rhode Island",2010,468
"1397","Rhode Island",2011,439
"1398","Rhode Island",2012,432
"1399","Rhode Island",2013,434
"1400","Rhode Island",2014,457
"1401","Rhode Island",2015,480
"1402","Rhode Island",2016,495
"1403","Rhode Island",2017,498
"1404","Rhode Island",2018,508
"1405","Rhode Island",2019,521
"1406","Rhode Island",2020,530
"1407","South Carolina",1980,137
"1408","South Carolina",1981,138
"1409","South Carolina",1982,132
"1410","South Carolina",1983,141
"1411","South Carolina",1984,141
"1412","South Carolina",1985,147
"1413","South Carolina",1986,162
"1414","South Carolina",1987,167
"1415","South Carolina",1988,166
"1416","South Carolina",1989,180
"1417","South Carolina",1990,185
"1418","South Carolina",1991,190
"1419","South Carolina",1992,188
"1420","South Carolina",1993,189
"1421","South Carolina",1994,201
"1422","South Carolina",1995,207
"1423","South Carolina",1996,220
"1424","South Carolina",1997,233
"1425","South Carolina",1998,246
"1426","South Carolina",1999,261
"1427","South Carolina",2000,276
"1428","South Carolina",2002,286
"1429","South Carolina",2004,269
"1430","South Carolina",2005,262
"1431","South Carolina",2006,285
"1432","South Carolina",2007,286
"1433","South Carolina",2008,294
"1434","South Carolina",2009,301
"1435","South Carolina",2010,300
"1436","South Carolina",2011,298
"1437","South Carolina",2012,288
"1438","South Carolina",2013,287
"1439","South Carolina",2014,285
"1440","South Carolina",2015,293
"1441","South Carolina",2016,307
"1442","South Carolina",2017,314
"1443","South Carolina",2018,307
"1444","South Carolina",2019,313
"1445","South Carolina",2020,313
"1446","South Dakota",1980,135
"1447","South Dakota",1981,138
"1448","South Dakota",1982,135
"1449","South Dakota",1983,149
"1450","South Dakota",1984,153
"1451","South Dakota",1985,149
"1452","South Dakota",1986,159
"1453","South Dakota",1987,162
"1454","South Dakota",1988,164
"1455","South Dakota",1989,162
"1456","South Dakota",1990,168
"1457","South Dakota",1991,163
"1458","South Dakota",1992,175
"1459","South Dakota",1993,168
"1460","South Dakota",1994,184
"1461","South Dakota",1995,191
"1462","South Dakota",1996,202
"1463","South Dakota",1997,185
"1464","South Dakota",1998,196
"1465","South Dakota",1999,204
"1466","South Dakota",2000,198
"1467","South Dakota",2002,226
"1468","South Dakota",2004,249
"1469","South Dakota",2005,251
"1470","South Dakota",2006,245
"1471","South Dakota",2007,245
"1472","South Dakota",2008,240
"1473","South Dakota",2009,259
"1474","South Dakota",2010,271
"1475","South Dakota",2011,257
"1476","South Dakota",2012,259
"1477","South Dakota",2013,261
"1478","South Dakota",2014,264
"1479","South Dakota",2015,283
"1480","South Dakota",2016,285
"1481","South Dakota",2017,291
"1482","South Dakota",2018,293
"1483","South Dakota",2019,287
"1484","South Dakota",2020,297
"1485","Tennessee",1980,144
"1486","Tennessee",1981,148
"1487","Tennessee",1982,154
"1488","Tennessee",1983,149
"1489","Tennessee",1984,146
"1490","Tennessee",1985,161
"1491","Tennessee",1986,166
"1492","Tennessee",1987,171
"1493","Tennessee",1988,176
"1494","Tennessee",1989,192
"1495","Tennessee",1990,191
"1496","Tennessee",1991,189
"1497","Tennessee",1992,199
"1498","Tennessee",1993,190
"1499","Tennessee",1994,203
"1500","Tennessee",1995,212
"1501","Tennessee",1996,227
"1502","Tennessee",1997,247
"1503","Tennessee",1998,260
"1504","Tennessee",1999,268
"1505","Tennessee",2000,280
"1506","Tennessee",2002,274
"1507","Tennessee",2004,286
"1508","Tennessee",2005,294
"1509","Tennessee",2006,289
"1510","Tennessee",2007,311
"1511","Tennessee",2008,321
"1512","Tennessee",2009,347
"1513","Tennessee",2010,354
"1514","Tennessee",2011,347
"1515","Tennessee",2012,321
"1516","Tennessee",2013,334
"1517","Tennessee",2014,336
"1518","Tennessee",2015,338
"1519","Tennessee",2016,331
"1520","Tennessee",2017,347
"1521","Tennessee",2018,373
"1522","Tennessee",2019,378
"1523","Tennessee",2020,374
"1524","Texas",1980,154
"1525","Texas",1981,158
"1526","Texas",1982,163
"1527","Texas",1983,178
"1528","Texas",1984,187
"1529","Texas",1985,199
"1530","Texas",1986,205
"1531","Texas",1987,215
"1532","Texas",1988,213
"1533","Texas",1989,213
"1534","Texas",1990,224
"1535","Texas",1991,227
"1536","Texas",1992,236
"1537","Texas",1993,241
"1538","Texas",1994,236
"1539","Texas",1995,239
"1540","Texas",1996,249
"1541","Texas",1997,255
"1542","Texas",1998,260
"1543","Texas",1999,265
"1544","Texas",2000,260
"1545","Texas",2002,280
"1546","Texas",2004,297
"1547","Texas",2005,302
"1548","Texas",2006,303
"1549","Texas",2007,311
"1550","Texas",2008,315
"1551","Texas",2009,346
"1552","Texas",2010,350
"1553","Texas",2011,341
"1554","Texas",2012,319
"1555","Texas",2013,316
"1556","Texas",2014,321
"1557","Texas",2015,329
"1558","Texas",2016,337
"1559","Texas",2017,345
"1560","Texas",2018,349
"1561","Texas",2019,349
"1562","Texas",2020,362
"1563","Utah",1980,178
"1564","Utah",1981,172
"1565","Utah",1982,193
"1566","Utah",1983,200
"1567","Utah",1984,195
"1568","Utah",1985,205
"1569","Utah",1986,213
"1570","Utah",1987,214
"1571","Utah",1988,201
"1572","Utah",1989,194
"1573","Utah",1990,199
"1574","Utah",1991,195
"1575","Utah",1992,202
"1576","Utah",1993,205
"1577","Utah",1994,217
"1578","Utah",1995,227
"1579","Utah",1996,239
"1580","Utah",1997,263
"1581","Utah",1998,274
"1582","Utah",1999,287
"1583","Utah",2000,288
"1584","Utah",2002,308
"1585","Utah",2004,303
"1586","Utah",2005,322
"1587","Utah",2006,322
"1588","Utah",2007,315
"1589","Utah",2008,324
"1590","Utah",2009,328
"1591","Utah",2010,313
"1592","Utah",2011,304
"1593","Utah",2012,299
"1594","Utah",2013,293
"1595","Utah",2014,301
"1596","Utah",2015,283
"1597","Utah",2016,265
"1598","Utah",2017,294
"1599","Utah",2018,297
"1600","Utah",2019,320
"1601","Utah",2020,309
"1602","Vermont",1980,134
"1603","Vermont",1981,130
"1604","Vermont",1982,145
"1605","Vermont",1983,160
"1606","Vermont",1984,158
"1607","Vermont",1985,164
"1608","Vermont",1986,165
"1609","Vermont",1987,162
"1610","Vermont",1988,177
"1611","Vermont",1989,183
"1612","Vermont",1990,189
"1613","Vermont",1991,186
"1614","Vermont",1992,198
"1615","Vermont",1993,193
"1616","Vermont",1994,188
"1617","Vermont",1995,197
"1618","Vermont",1996,212
"1619","Vermont",1997,199
"1620","Vermont",1998,210
"1621","Vermont",1999,181
"1622","Vermont",2000,217
"1623","Vermont",2002,243
"1624","Vermont",2004,286
"1625","Vermont",2005,324
"1626","Vermont",2006,317
"1627","Vermont",2007,319
"1628","Vermont",2008,303
"1629","Vermont",2009,326
"1630","Vermont",2010,342
"1631","Vermont",2011,359
"1632","Vermont",2012,388
"1633","Vermont",2013,399
"1634","Vermont",2014,402
"1635","Vermont",2015,422
"1636","Vermont",2016,399
"1637","Vermont",2017,362
"1638","Vermont",2018,375
"1639","Vermont",2019,381
"1640","Vermont",2020,386
"1641","Virginia",1980,164
"1642","Virginia",1981,171
"1643","Virginia",1982,176
"1644","Virginia",1983,180
"1645","Virginia",1984,183
"1646","Virginia",1985,195
"1647","Virginia",1986,208
"1648","Virginia",1987,220
"1649","Virginia",1988,227
"1650","Virginia",1989,235
"1651","Virginia",1990,260
"1652","Virginia",1991,243
"1653","Virginia",1992,245
"1654","Virginia",1993,252
"1655","Virginia",1994,247
"1656","Virginia",1995,245
"1657","Virginia",1996,252
"1658","Virginia",1997,262
"1659","Virginia",1998,273
"1660","Virginia",1999,278
"1661","Virginia",2000,281
"1662","Virginia",2002,292
"1663","Virginia",2004,312
"1664","Virginia",2005,320
"1665","Virginia",2006,329
"1666","Virginia",2007,347
"1667","Virginia",2008,348
"1668","Virginia",2009,353
"1669","Virginia",2010,332
"1670","Virginia",2011,326
"1671","Virginia",2012,324
"1672","Virginia",2013,328
"1673","Virginia",2014,332
"1674","Virginia",2015,342
"1675","Virginia",2016,342
"1676","Virginia",2017,351
"1677","Virginia",2018,350
"1678","Virginia",2019,341
"1679","Virginia",2020,355
"1680","Washington",1980,183
"1681","Washington",1981,191
"1682","Washington",1982,200
"1683","Washington",1983,209
"1684","Washington",1984,216
"1685","Washington",1985,214
"1686","Washington",1986,230
"1687","Washington",1987,225
"1688","Washington",1988,228
"1689","Washington",1989,231
"1690","Washington",1990,227
"1691","Washington",1991,241
"1692","Washington",1992,257
"1693","Washington",1993,270
"1694","Washington",1994,268
"1695","Washington",1995,266
"1696","Washington",1996,270
"1697","Washington",1997,278
"1698","Washington",1998,280
"1699","Washington",1999,287
"1700","Washington",2000,290
"1701","Washington",2002,293
"1702","Washington",2004,300
"1703","Washington",2005,309
"1704","Washington",2006,303
"1705","Washington",2007,309
"1706","Washington",2008,300
"1707","Washington",2009,317
"1708","Washington",2010,314
"1709","Washington",2011,310
"1710","Washington",2012,324
"1711","Washington",2013,316
"1712","Washington",2014,335
"1713","Washington",2015,343
"1714","Washington",2016,349
"1715","Washington",2017,330
"1716","Washington",2018,347
"1717","Washington",2019,352
"1718","Washington",2020,371
"1719","West Virginia",1980,104
"1720","West Virginia",1981,106
"1721","West Virginia",1982,108
"1722","West Virginia",1983,112
"1723","West Virginia",1984,110
"1724","West Virginia",1985,116
"1725","West Virginia",1986,115
"1726","West Virginia",1987,114
"1727","West Virginia",1988,110
"1728","West Virginia",1989,111
"1729","West Virginia",1990,112
"1730","West Virginia",1991,109
"1731","West Virginia",1992,110
"1732","West Virginia",1993,107
"1733","West Virginia",1994,126
"1734","West Virginia",1995,130
"1735","West Virginia",1996,136
"1736","West Virginia",1997,140
"1737","West Virginia",1998,143
"1738","West Virginia",1999,153
"1739","West Virginia",2000,161
"1740","West Virginia",2002,173
"1741","West Virginia",2004,186
"1742","West Virginia",2005,184
"1743","West Virginia",2006,188
"1744","West Virginia",2007,207
"1745","West Virginia",2008,230
"1746","West Virginia",2009,264
"1747","West Virginia",2010,247
"1748","West Virginia",2011,250
"1749","West Virginia",2012,250
"1750","West Virginia",2013,244
"1751","West Virginia",2014,245
"1752","West Virginia",2015,250
"1753","West Virginia",2016,258
"1754","West Virginia",2017,258
"1755","West Virginia",2018,263
"1756","West Virginia",2019,276
"1757","West Virginia",2020,289
"1758","California",1980,272
"1759","California",1981,282
"1760","California",1982,292
"1761","California",1983,295
"1762","California",1984,308
"1763","California",1985,326
"1764","California",1986,346
"1765","California",1987,372
"1766","California",1988,366
"1767","California",1989,336
"1768","California",1990,367
"1769","California",1991,381
"1770","California",1992,399
"1771","California",1993,390
"1772","California",1994,394
"1773","California",1995,388
"1774","California",1996,420
"1775","California",1997,433
"1776","California",1998,450
"1777","California",1999,426
"1778","California",2000,435
"1779","California",2002,470
"1780","California",2004,501
"1781","California",2005,499
"1782","California",2006,508
"1783","California",2007,539
"1784","California",2008,560
"1785","California",2009,583
"1786","California",2010,557
"1787","California",2011,524
"1788","California",2012,500
"1789","California",2013,495
"1790","California",2014,509
"1791","California",2015,524
"1792","California",2016,546
"1793","California",2017,572
"1794","California",2018,600
"1795","California",2019,597
"1796","California",2020,634
"1797","Wisconsin",1980,213
"1798","Wisconsin",1981,221
"1799","Wisconsin",1982,264
"1800","Wisconsin",1983,259
"1801","Wisconsin",1984,253
"1802","Wisconsin",1985,265
"1803","Wisconsin",1986,263
"1804","Wisconsin",1987,267
"1805","Wisconsin",1988,267
"1806","Wisconsin",1989,267
"1807","Wisconsin",1990,275
"1808","Wisconsin",1991,283
"1809","Wisconsin",1992,289
"1810","Wisconsin",1993,300
"1811","Wisconsin",1994,305
"1812","Wisconsin",1995,305
"1813","Wisconsin",1996,312
"1814","Wisconsin",1997,317
"1815","Wisconsin",1998,325
"1816","Wisconsin",1999,347
"1817","Wisconsin",2000,356
"1818","Wisconsin",2002,380
"1819","Wisconsin",2004,390
"1820","Wisconsin",2005,366
"1821","Wisconsin",2006,373
"1822","Wisconsin",2007,376
"1823","Wisconsin",2008,374
"1824","Wisconsin",2009,408
"1825","Wisconsin",2010,404
"1826","Wisconsin",2011,408
"1827","Wisconsin",2012,397
"1828","Wisconsin",2013,394
"1829","Wisconsin",2014,377
"1830","Wisconsin",2015,387
"1831","Wisconsin",2016,397
"1832","Wisconsin",2017,379
"1833","Wisconsin",2018,371
"1834","Wisconsin",2019,370
"1835","Wisconsin",2020,369
"1836","Wyoming",1980,262
"1837","Wyoming",1981,277
"1838","Wyoming",1982,310
"1839","Wyoming",1983,340
"1840","Wyoming",1984,382
"1841","Wyoming",1985,328
"1842","Wyoming",1986,352
"1843","Wyoming",1987,326
"1844","Wyoming",1988,309
"1845","Wyoming",1989,331
"1846","Wyoming",1990,322
"1847","Wyoming",1991,322
"1848","Wyoming",1992,393
"1849","Wyoming",1993,290
"1850","Wyoming",1994,279
"1851","Wyoming",1995,283
"1852","Wyoming",1996,297
"1853","Wyoming",1997,294
"1854","Wyoming",1998,300
"1855","Wyoming",1999,334
"1856","Wyoming",2000,340
"1857","Wyoming",2002,395
"1858","Wyoming",2004,420
"1859","Wyoming",2005,430
"1860","Wyoming",2006,460
"1861","Wyoming",2007,463
"1862","Wyoming",2008,424
"1863","Wyoming",2009,590
"1864","Wyoming",2010,537
"1865","Wyoming",2011,502
"1866","Wyoming",2012,469
"1867","Wyoming",2013,473
"1868","Wyoming",2014,460
"1869","Wyoming",2015,470
"1870","Wyoming",2016,489
"1871","Wyoming",2017,462
"1872","Wyoming",2018,445
"1873","Wyoming",2019,450
"1874","Wyoming",2020,453
"1875","Colorado",1980,224
"1876","Colorado",1981,219
"1877","Colorado",1982,226
"1878","Colorado",1983,243
"1879","Colorado",1984,251
"1880","Colorado",1985,260
"1881","Colorado",1986,291
"1882","Colorado",1987,304
"1883","Colorado",1988,291
"1884","Colorado",1989,290
"1885","Colorado",1990,275
"1886","Colorado",1991,276
"1887","Colorado",1992,289
"1888","Colorado",1993,269
"1889","Colorado",1994,291
"1890","Colorado",1995,286
"1891","Colorado",1996,286
"1892","Colorado",1997,295
"1893","Colorado",1998,327
"1894","Colorado",1999,323
"1895","Colorado",2000,326
"1896","Colorado",2002,388
"1897","Colorado",2004,372
"1898","Colorado",2005,386
"1899","Colorado",2006,370
"1900","Colorado",2007,384
"1901","Colorado",2008,394
"1902","Colorado",2009,425
"1903","Colorado",2010,421
"1904","Colorado",2011,411
"1905","Colorado",2012,383
"1906","Colorado",2013,391
"1907","Colorado",2014,408
"1908","Colorado",2015,404
"1909","Colorado",2016,403
"1910","Colorado",2017,403
"1911","Colorado",2018,421
"1912","Colorado",2019,423
"1913","Colorado",2020,445
"1914","Connecticut",1980,204
"1915","Connecticut",1981,196
"1916","Connecticut",1982,202
"1917","Connecticut",1983,216
"1918","Connecticut",1984,225
"1919","Connecticut",1985,238
"1920","Connecticut",1986,258
"1921","Connecticut",1987,271
"1922","Connecticut",1988,295
"1923","Connecticut",1989,301
"1924","Connecticut",1990,311
"1925","Connecticut",1991,313
"1926","Connecticut",1992,316
"1927","Connecticut",1993,286
"1928","Connecticut",1994,301
"1929","Connecticut",1995,301
"1930","Connecticut",1996,313
"1931","Connecticut",1997,323
"1932","Connecticut",1998,333
"1933","Connecticut",1999,342
"1934","Connecticut",2000,340
"1935","Connecticut",2002,367
"1936","Connecticut",2004,357
"1937","Connecticut",2005,358
"1938","Connecticut",2006,374
"1939","Connecticut",2007,365
"1940","Connecticut",2008,383
"1941","Connecticut",2009,378
"1942","Connecticut",2010,392
"1943","Connecticut",2011,389
"1944","Connecticut",2012,391
"1945","Connecticut",2013,390
"1946","Connecticut",2014,389
"1947","Connecticut",2015,401
"1948","Connecticut",2016,422
"1949","Connecticut",2017,390
"1950","Connecticut",2018,396
"1951","Connecticut",2019,396
"1952","Connecticut",2020,420
"1953","Delaware",1980,221
"1954","Delaware",1981,230
"1955","Delaware",1982,238
"1956","Delaware",1983,238
"1957","Delaware",1984,237
"1958","Delaware",1985,246
"1959","Delaware",1986,265
"1960","Delaware",1987,263
"1961","Delaware",1988,291
"1962","Delaware",1989,298
"1963","Delaware",1990,288
"1964","Delaware",1991,281
"1965","Delaware",1992,294
"1966","Delaware",1993,286
"1967","Delaware",1994,282
"1968","Delaware",1995,306
"1969","Delaware",1996,321
"1970","Delaware",1997,320
"1971","Delaware",1998,330
"1972","Delaware",1999,345
"1973","Delaware",2000,359
"1974","Delaware",2002,385
"1975","Delaware",2004,376
"1976","Delaware",2005,421
"1977","Delaware",2006,483
"1978","Delaware",2007,504
"1979","Delaware",2008,435
"1980","Delaware",2009,435
"1981","Delaware",2010,423
"1982","Delaware",2011,420
"1983","Delaware",2012,431
"1984","Delaware",2013,444
"1985","Delaware",2014,454
"1986","Delaware",2015,471
"1987","Delaware",2016,453
"1988","Delaware",2017,471
"1989","Delaware",2018,431
"1990","Delaware",2019,435
"1991","Delaware",2020,444
