"","year","state_abbr","state_name","population","violent_crime","property_crime","tot_crime"
"980",1997,"TN","Tennessee",5368000,42389,253484,295873
"981",1997,"TX","Texas",19439000,117126,948231,1065357
"982",1997,"UT","Utah",2059000,6878,116569,123447
"983",1997,"VA","Virginia",6734000,23249,237773,261022
"984",1997,"VT","Vermont",589000,705,15953,16658
"985",1997,"WA","Washington",5610000,24724,307742,332466
"986",1997,"WI","Wisconsin",5170000,13988,176145,190133
"987",1997,"WV","West Virginia",1816000,3971,40868,44839
"988",1997,"WY","Wyoming",480000,1225,18843,20068
"989",1998,"US","National",270248003,1533887,10951827,12485714
"990",1998,"AK","Alaska",614000,4015,25316,29331
"991",1998,"AL","Alabama",4352000,22286,177779,200065
"992",1998,"AR","Arkansas",2538000,12442,96271,108713
"993",1998,"AZ","Arizona",4669000,26984,280001,306985
"994",1998,"CA","California",32667000,229883,1188791,1418674
"995",1998,"CO","Colorado",3971000,15008,163189,178197
"996",1998,"CT","Connecticut",3274000,11993,111978,123971
"997",1998,"DC","District of Columbia",523000,8988,37222,46210
"998",1998,"DE","Delaware",744000,5672,34230,39902
"999",1998,"FL","Florida",14916000,140016,887107,1027123
"1000",1998,"GA","Georgia",7642000,43762,373717,417479
"1001",1998,"HI","Hawaii",1193000,2946,60677,63623
"1002",1998,"IA","Iowa",2862000,8916,91272,100188
"1003",1998,"ID","Idaho",1229000,3468,42185,45653
"1004",1998,"IL","Illinois",12045000,97291,487915,585206
"1005",1998,"IN","Indiana",5899000,25423,220529,245952
"1006",1998,"KS","Kansas",2629000,10972,117114,128086
"1007",1998,"KY","Kentucky",3936000,12909,109721,122630
"1008",1998,"LA","Louisiana",4369000,34057,232378,266435
"1009",1998,"MA","Massachusetts",6147000,38192,173011,211203
"1010",1998,"MD","Maryland",5135000,40903,234624,275527
"1011",1998,"ME","Maine",1244000,1566,36261,37827
"1012",1998,"MI","Michigan",9817000,60947,398773,459720
"1013",1998,"MN","Minnesota",4725000,14656,176541,191197
"1014",1998,"MO","Missouri",5439000,30222,232284,262506
"1015",1998,"MS","Mississippi",2752000,11302,109345,120647
"1016",1998,"MT","Montana",880000,1797,36564,38361
"1017",1998,"NC","North Carolina",7546000,43723,357892,401615
"1018",1998,"ND","North Dakota",638000,570,16535,17105
"1019",1998,"NE","Nebraska",1663000,7507,65752,73259
"1020",1998,"NH","New Hampshire",1185000,1270,27405,28675
"1021",1998,"NJ","New Jersey",8115000,35720,260810,296530
"1022",1998,"NM","New Mexico",1737000,16700,100011,116711
"1023",1998,"NV","Nevada",1747000,11244,81006,92250
"1024",1998,"NY","New York",18175000,115915,536287,652202
"1025",1998,"OH","Ohio",11209000,40628,444438,485066
"1026",1998,"OK","Oklahoma",3347000,18053,149426,167479
"1027",1998,"OR","Oregon",3282000,13778,171545,185323
"1028",1998,"PA","Pennsylvania",12001000,50470,342318,392788
"1029",1998,"RI","Rhode Island",988000,3084,31672,34756
"1030",1998,"SC","South Carolina",3836000,34647,186960,221607
"1031",1998,"SD","South Dakota",738000,1139,18227,19366
"1032",1998,"TN","Tennessee",5431000,38832,234588,273420
"1033",1998,"TX","Texas",19760000,111566,898496,1010062
"1034",1998,"UT","Utah",2100000,6599,109025,115624
"1035",1998,"VA","Virginia",6791000,22115,226461,248576
"1036",1998,"VT","Vermont",591000,628,17924,18552
"1037",1998,"WA","Washington",5689000,24380,309419,333799
"1038",1998,"WI","Wisconsin",5224000,13009,172084,185093
"1039",1998,"WV","West Virginia",1811000,4503,41627,46130
"1040",1998,"WY","Wyoming",481000,1191,17124,18315
"1041",1999,"US","National",272690813,1426044,10208334,11634378
"1042",1999,"AK","Alaska",619500,3908,23099,27007
"1043",1999,"AL","Alabama",4369862,21421,171398,192819
"1044",1999,"AR","Arkansas",2551373,10848,92283,103131
"1045",1999,"AZ","Arizona",4778332,26334,255401,281735
"1046",1999,"CA","California",33145121,207879,1053285,1261164
"1047",1999,"CO","Colorado",4056133,13811,151002,164813
"1048",1999,"CT","Connecticut",3282031,11342,99894,111236
"1049",1999,"DC","District of Columbia",519000,8448,33420,41868
"1050",1999,"DE","Delaware",753538,5534,30922,36456
"1051",1999,"FL","Florida",15111244,129044,808674,937718
"1052",1999,"GA","Georgia",7788240,41585,359383,400968
"1053",1999,"HI","Hawaii",1185497,2785,54539,57324
"1054",1999,"IA","Iowa",2869413,8034,84463,92497
"1055",1999,"ID","Idaho",1251700,3066,36363,39429
"1056",1999,"IL","Illinois",12128370,83621,463939,547560
"1057",1999,"IN","Indiana",5942901,22261,201547,223808
"1058",1999,"KS","Kansas",2654052,10159,107644,117803
"1059",1999,"KY","Kentucky",3960825,12212,104768,116980
"1060",1999,"LA","Louisiana",4372035,32033,219219,251252
"1061",1999,"MA","Massachusetts",6175169,34023,167437,201460
"1062",1999,"MD","Maryland",5171634,38447,215973,254420
"1063",1999,"ME","Maine",1253040,1404,34618,36022
"1064",1999,"MI","Michigan",9863775,56709,369887,426596
"1065",1999,"MN","Minnesota",4775508,13085,158717,171802
"1066",1999,"MO","Missouri",5468338,27353,223010,250363
"1067",1999,"MS","Mississippi",2768619,9671,108560,118231
"1068",1999,"MT","Montana",882779,2090,29103,31193
"1069",1999,"NC","North Carolina",7650789,41474,354497,395971
"1070",1999,"ND","North Dakota",633666,424,14748,15172
"1071",1999,"NE","Nebraska",1666028,7167,61277,68444
"1072",1999,"NH","New Hampshire",1201134,1159,26247,27406
"1073",1999,"NJ","New Jersey",8143412,33540,243333,276873
"1074",1999,"NM","New Mexico",1739844,14520,89220,103740
"1075",1999,"NV","Nevada",1809253,10311,73874,84185
"1076",1999,"NY","New York",18196601,107147,489596,596743
"1077",1999,"OH","Ohio",11256654,35616,414264,449880
"1078",1999,"OK","Oklahoma",3358044,17066,140220,157286
"1079",1999,"OR","Oregon",3316154,12432,153434,165866
"1080",1999,"PA","Pennsylvania",11994016,50431,323021,373452
"1081",1999,"RI","Rhode Island",990819,2840,32657,35497
"1082",1999,"SC","South Carolina",3885736,32920,173987,206907
"1083",1999,"SD","South Dakota",733133,1227,18159,19386
"1084",1999,"TN","Tennessee",5483535,38111,219302,257413
"1085",1999,"TX","Texas",20044141,112306,896261,1008567
"1086",1999,"UT","Utah",2129836,5869,100130,105999
"1087",1999,"VA","Virginia",6872912,21626,210260,231886
"1088",1999,"VT","Vermont",593740,676,16059,16735
"1089",1999,"WA","Washington",5756361,21716,280793,302509
"1090",1999,"WI","Wisconsin",5250446,12908,160154,173062
"1091",1999,"WV","West Virginia",1806928,6336,42825,49161
"1092",1999,"WY","Wyoming",479602,1115,15468,16583
"1093",2000,"US","National",281421906,1425486,10182584,11608070
"1094",2000,"AK","Alaska",626932,3554,23087,26641
"1095",2000,"AL","Alabama",4447100,21620,180539,202159
"1096",2000,"AR","Arkansas",2673400,11904,98115,110019
"1097",2000,"AZ","Arizona",5130632,27281,271811,299092
"1098",2000,"CA","California",33871648,210531,1056183,1266714
"1099",2000,"CO","Colorado",4301261,14367,156937,171304
"1100",2000,"CT","Connecticut",3405565,11058,99033,110091
"1101",2000,"DC","District of Columbia",572059,8626,33000,41626
"1102",2000,"DE","Delaware",783600,5363,29727,35090
"1103",2000,"FL","Florida",15982378,129777,780377,910154
"1104",2000,"GA","Georgia",8186453,41319,347630,388949
"1105",2000,"HI","Hawaii",1211537,2954,60033,62987
"1106",2000,"IA","Iowa",2926324,7796,86834,94630
"1107",2000,"ID","Idaho",1293953,3267,37961,41228
"1108",2000,"IL","Illinois",12419293,81196,445278,526474
"1109",2000,"IN","Indiana",6080485,21230,206905,228135
"1110",2000,"KS","Kansas",2688418,10470,108057,118527
"1111",2000,"KY","Kentucky",4041769,11903,107723,119626
"1112",2000,"LA","Louisiana",4468976,30440,211904,242344
"1113",2000,"MA","Massachusetts",6349097,30230,161901,192131
"1114",2000,"MD","Maryland",5296486,41663,213422,255085
"1115",2000,"ME","Maine",1274923,1397,32003,33400
"1116",2000,"MI","Michigan",9938444,55159,353297,408456
"1117",2000,"MN","Minnesota",4919479,13813,157798,171611
"1118",2000,"MO","Missouri",5595211,27419,225919,253338
"1119",2000,"MS","Mississippi",2844658,10267,103644,113911
"1120",2000,"MT","Montana",902195,2807,32198,35005
"1121",2000,"NC","North Carolina",8049313,40051,355921,395972
"1122",2000,"ND","North Dakota",642200,523,14171,14694
"1123",2000,"NE","Nebraska",1711263,5606,64479,70085
"1124",2000,"NH","New Hampshire",1235786,2167,27901,30068
"1125",2000,"NJ","New Jersey",8414350,32298,233637,265935
"1126",2000,"NM","New Mexico",1819046,13786,86605,100391
"1127",2000,"NV","Nevada",1998257,10474,74823,85297
"1128",2000,"NY","New York",18976457,105111,483078,588189
"1129",2000,"OH","Ohio",11353140,37935,420939,458874
"1130",2000,"OK","Oklahoma",3450654,17177,140125,157302
"1131",2000,"OR","Oregon",3421399,12000,153780,165780
"1132",2000,"PA","Pennsylvania",12281054,51584,316274,367858
"1133",2000,"RI","Rhode Island",1048319,3121,33323,36444
"1134",2000,"SC","South Carolina",4012012,33225,181290,214515
"1135",2000,"SD","South Dakota",754844,1259,16252,17511
"1136",2000,"TN","Tennessee",5689283,40233,237985,278218
"1137",2000,"TX","Texas",20851820,113653,919658,1033311
"1138",2000,"UT","Utah",2233169,5711,94247,99958
"1139",2000,"VA","Virginia",7078515,19943,194405,214348
"1140",2000,"VT","Vermont",608827,691,17494,18185
"1141",2000,"WA","Washington",5894121,21788,279144,300932
"1142",2000,"WI","Wisconsin",5363675,12700,159424,172124
"1143",2000,"WV","West Virginia",1808344,5723,41344,47067
"1144",2000,"WY","Wyoming",493782,1316,14969,16285
"1145",2001,"US","National",285317559,1439480,10437189,11876669
"1146",2001,"AK","Alaska",633630,3735,23160,26895
"1147",2001,"AL","Alabama",4468912,19582,173253,192835
"1148",2001,"AR","Arkansas",2694698,12190,99106,111296
"1149",2001,"AZ","Arizona",5306966,28675,293874,322549
"1150",2001,"CA","California",34600463,212867,1134189,1347056
"1151",2001,"CO","Colorado",4430989,15492,170887,186379
"1152",2001,"CT","Connecticut",3434602,11492,95299,106791
"1153",2001,"DC","District of Columbia",573822,9195,35232,44427
"1154",2001,"DE","Delaware",796599,4868,27399,32267
"1155",2001,"FL","Florida",16373330,130713,782517,913230
"1156",2001,"GA","Georgia",8405677,41671,347872,389543
"1157",2001,"HI","Hawaii",1227024,3117,62830,65947
"1158",2001,"IA","Iowa",2931967,7865,88634,96499
"1159",2001,"ID","Idaho",1320585,3211,38181,41392
"1160",2001,"IL","Illinois",12520227,79270,434648,513918
"1161",2001,"IN","Indiana",6126743,22734,211548,234282
"1162",2001,"KS","Kansas",2702125,10909,105537,116446
"1163",2001,"KY","Kentucky",4068816,10510,107356,117866
"1164",2001,"LA","Louisiana",4470368,30678,207693,238371
"1165",2001,"MA","Massachusetts",6401164,30585,167079,197664
"1166",2001,"MD","Maryland",5386079,42088,219512,261600
"1167",2001,"ME","Maine",1284470,1435,33154,34589
"1168",2001,"MI","Michigan",10006266,55424,352353,407777
"1169",2001,"MN","Minnesota",4984535,13145,165046,178191
"1170",2001,"MO","Missouri",5637309,30472,238411,268883
"1171",2001,"MS","Mississippi",2859733,10006,109609,119615
"1172",2001,"MT","Montana",905382,3187,30175,33362
"1173",2001,"NC","North Carolina",8206105,40465,363777,404242
"1174",2001,"ND","North Dakota",636550,505,14834,15339
"1175",2001,"NE","Nebraska",1720039,5214,68963,74177
"1176",2001,"NH","New Hampshire",1259359,2144,27089,29233
"1177",2001,"NJ","New Jersey",8511116,33094,240551,273645
"1178",2001,"NM","New Mexico",1830935,14288,83095,97383
"1179",2001,"NV","Nevada",2097722,12359,77486,89845
"1180",2001,"NY","New York",19084350,98022,458003,556025
"1181",2001,"OH","Ohio",11389785,40023,435115,475138
"1182",2001,"OK","Oklahoma",3469577,17726,141679,159405
"1183",2001,"OR","Oregon",3473441,10650,164524,175174
"1184",2001,"PA","Pennsylvania",12303104,50432,313408,363840
"1185",2001,"RI","Rhode Island",1059659,3278,35742,39020
"1186",2001,"SC","South Carolina",4062125,33114,186054,219168
"1187",2001,"SD","South Dakota",758324,1171,16473,17644
"1188",2001,"TN","Tennessee",5749398,42776,252992,295768
"1189",2001,"TX","Texas",21370983,122155,976654,1098809
"1190",2001,"UT","Utah",2278712,5314,90993,96307
"1191",2001,"VA","Virginia",7196750,20939,207506,228445
"1192",2001,"VT","Vermont",612978,644,16334,16978
"1193",2001,"WA","Washington",5993390,21258,287234,308492
"1194",2001,"WI","Wisconsin",5405947,12486,166924,179410
"1195",2001,"WV","West Virginia",1800975,5035,41085,46120
"1196",2001,"WY","Wyoming",493754,1272,16120,17392
"1197",2002,"US","National",287973924,1423677,10455277,11878954
"1198",2002,"AK","Alaska",641482,3627,24118,27745
"1199",2002,"AL","Alabama",4478896,19931,180400,200331
"1200",2002,"AR","Arkansas",2706268,11501,101171,112672
"1201",2002,"AZ","Arizona",5441125,30171,318296,348467
"1202",2002,"CA","California",35001986,208388,1176484,1384872
"1203",2002,"CO","Colorado",4501051,15882,180054,195936
"1204",2002,"CT","Connecticut",3458587,10807,93426,104233
"1205",2002,"DC","District of Columbia",569157,9322,36477,45799
"1206",2002,"DE","Delaware",805945,4836,26967,31803
"1207",2002,"FL","Florida",16691701,128721,777236,905957
"1208",2002,"GA","Georgia",8544005,39271,346559,385830
"1209",2002,"HI","Hawaii",1240663,3262,71976,75238
"1210",2002,"IA","Iowa",2935840,8388,92877,101265
"1211",2002,"ID","Idaho",1343124,3419,39128,42547
"1212",2002,"IL","Illinois",12586447,75759,430479,506238
"1213",2002,"IN","Indiana",6156913,22001,208965,230966
"1214",2002,"KS","Kansas",2711769,10229,100768,110997
"1215",2002,"KY","Kentucky",4089822,11101,108590,119691
"1216",2002,"LA","Louisiana",4476192,29690,198838,228528
"1217",2002,"MA","Massachusetts",6421800,31137,167753,198890
"1218",2002,"MD","Maryland",5450525,42015,217105,259120
"1219",2002,"ME","Maine",1294894,1396,32985,34381
"1220",2002,"MI","Michigan",10043221,54306,335060,389366
"1221",2002,"MN","Minnesota",5024791,13428,164026,177454
"1222",2002,"MO","Missouri",5669544,30557,230520,261077
"1223",2002,"MS","Mississippi",2866733,9858,109584,119442
"1224",2002,"MT","Montana",910372,3197,28751,31948
"1225",2002,"NC","North Carolina",8305820,39118,353708,392826
"1226",2002,"ND","North Dakota",633911,496,14762,15258
"1227",2002,"NE","Nebraska",1727564,5428,68178,73606
"1228",2002,"NH","New Hampshire",1274405,2056,26250,28306
"1229",2002,"NJ","New Jersey",8575252,32252,227715,259967
"1230",2002,"NM","New Mexico",1852044,13719,80477,94196
"1231",2002,"NV","Nevada",2167455,13856,83896,97752
"1232",2002,"NY","New York",19134293,95030,442091,537121
"1233",2002,"OH","Ohio",11408699,40128,428976,469104
"1234",2002,"OK","Oklahoma",3489700,17587,148128,165715
"1235",2002,"OR","Oregon",3520355,10298,161145,171443
"1236",2002,"PA","Pennsylvania",12328827,49578,300868,350446
"1237",2002,"RI","Rhode Island",1068326,3051,35342,38393
"1238",2002,"SC","South Carolina",4103770,33761,183808,217569
"1239",2002,"SD","South Dakota",760437,1350,15992,17342
"1240",2002,"TN","Tennessee",5789796,41562,249399,290961
"1241",2002,"TX","Texas",21736925,126018,1004274,1130292
"1242",2002,"UT","Utah",2318789,5488,97641,103129
"1243",2002,"VA","Virginia",7287829,21256,207783,229039
"1244",2002,"VT","Vermont",616408,658,14942,15600
"1245",2002,"WA","Washington",6067060,20964,288967,309931
"1246",2002,"WI","Wisconsin",5439692,12238,164749,176987
"1247",2002,"WV","West Virginia",1804884,4221,41099,45320
"1248",2002,"WY","Wyoming",498830,1364,16494,17858
"1249",2003,"US","National",290788976,1383676,10442862,11826538
"1250",2003,"AK","Alaska",648280,3877,24386,28263
"1251",2003,"AL","Alabama",4503726,19331,182241,201572
"1252",2003,"AR","Arkansas",2727774,12449,99084,111533
"1253",2003,"AZ","Arizona",5579222,28638,314335,342973
"1254",2003,"CA","California",35462712,205551,1215086,1420637
"1255",2003,"CO","Colorado",4547633,15757,179706,195463
"1256",2003,"CT","Connecticut",3486960,11045,92981,104026
"1257",2003,"DC","District of Columbia",557620,9061,32696,41757
"1258",2003,"DE","Delaware",818166,5525,27943,33468
"1259",2003,"FL","Florida",16999181,124280,757696,881976
"1260",2003,"GA","Georgia",8676460,39435,369589,409024
"1261",2003,"HI","Hawaii",1248755,3400,65867,69267
"1262",2003,"IA","Iowa",2941976,8175,87554,95729
"1263",2003,"ID","Idaho",1367034,3362,40042,43404
"1264",2003,"IL","Illinois",12649087,70376,415885,486261
"1265",2003,"IN","Indiana",6199571,21842,208039,229881
"1266",2003,"KS","Kansas",2724786,10831,109276,120107
"1267",2003,"KY","Kentucky",4118189,10232,103370,113602
"1268",2003,"LA","Louisiana",4493665,28622,193698,222320
"1269",2003,"MA","Massachusetts",6420357,30377,164543,194920
"1270",2003,"MD","Maryland",5512310,38778,209418,248196
"1271",2003,"ME","Maine",1309205,1422,32078,33500
"1272",2003,"MI","Michigan",10082364,51550,330565,382115
"1273",2003,"MN","Minnesota",5064172,13316,157663,170979
"1274",2003,"MO","Missouri",5719204,28067,233564,261631
"1275",2003,"MS","Mississippi",2882594,9336,106867,116203
"1276",2003,"MT","Montana",918157,3351,28428,31779
"1277",2003,"NC","North Carolina",8421190,38243,359660,397903
"1278",2003,"ND","North Dakota",633400,508,13364,13872
"1279",2003,"NE","Nebraska",1737475,5105,65189,70294
"1280",2003,"NH","New Hampshire",1288705,1937,26456,28393
"1281",2003,"NJ","New Jersey",8642412,31488,220350,251838
"1282",2003,"NM","New Mexico",1878562,12535,76816,89351
"1283",2003,"NV","Nevada",2242207,13813,96128,109941
"1284",2003,"NY","New York",19212425,89486,432079,521565
"1285",2003,"OH","Ohio",11437680,38185,417483,455668
"1286",2003,"OK","Oklahoma",3506469,17758,151208,168966
"1287",2003,"OR","Oregon",3564330,10506,169863,180369
"1288",2003,"PA","Pennsylvania",12370761,49210,300639,349849
"1289",2003,"RI","Rhode Island",1076084,3074,32231,35305
"1290",2003,"SC","South Carolina",4148744,33455,187592,221047
"1291",2003,"SD","South Dakota",764905,1329,15324,16653
"1292",2003,"TN","Tennessee",5845208,40409,256565,296974
"1293",2003,"TX","Texas",22103374,122246,1016735,1138981
"1294",2003,"UT","Utah",2352119,5889,100084,105973
"1295",2003,"VA","Virginia",7365284,20490,200449,220939
"1296",2003,"VT","Vermont",619343,707,13803,14510
"1297",2003,"WA","Washington",6131298,21272,291542,312814
"1298",2003,"WI","Wisconsin",5474290,12104,157684,169788
"1299",2003,"WV","West Virginia",1811440,4627,42370,46997
"1300",2003,"WY","Wyoming",502111,1314,16648,17962
"1301",2004,"US","National",293656842,1360088,10319386,11679474
"1302",2004,"AK","Alaska",657755,4159,22172,26331
"1303",2004,"AL","Alabama",4525375,19324,182340,201664
"1304",2004,"AR","Arkansas",2750000,13814,110911,124725
"1305",2004,"AZ","Arizona",5739879,28952,291203,320155
"1306",2004,"CA","California",35842038,189175,1227194,1416369
"1307",2004,"CO","Colorado",4601821,17121,180322,197443
"1308",2004,"CT","Connecticut",3498966,10113,93942,104055
"1309",2004,"DC","District of Columbia",554239,7590,26896,34486
"1310",2004,"DE","Delaware",830069,5105,27256,32361
"1311",2004,"FL","Florida",17385430,123754,727141,850895
"1312",2004,"GA","Georgia",8918129,40217,376656,416873
"1313",2004,"HI","Hawaii",1262124,3213,60525,63738
"1314",2004,"IA","Iowa",2952904,8499,85775,94274
"1315",2004,"ID","Idaho",1395140,3452,38799,42251
"1316",2004,"IL","Illinois",12712016,69365,403486,472851
"1317",2004,"IN","Indiana",6226537,20294,211929,232223
"1318",2004,"KS","Kansas",2733697,10330,109771,120101
"1319",2004,"KY","Kentucky",4141835,10152,105209,115361
"1320",2004,"LA","Louisiana",4506685,28844,199153,227997
"1321",2004,"MA","Massachusetts",6407382,29489,158150,187639
"1322",2004,"MD","Maryland",5561332,38961,202474,241435
"1323",2004,"ME","Maine",1314985,1364,31740,33104
"1324",2004,"MI","Michigan",10104206,49737,309805,359542
"1325",2004,"MN","Minnesota",5096546,13751,155019,168770
"1326",2004,"MO","Missouri",5759532,28226,224629,252855
"1327",2004,"MS","Mississippi",2900768,8568,100980,109548
"1328",2004,"MT","Montana",926920,2723,27215,29938
"1329",2004,"NC","North Carolina",8540468,38244,355328,393572
"1330",2004,"ND","North Dakota",636308,558,12493,13051
"1331",2004,"NE","Nebraska",1747704,5393,61512,66905
"1332",2004,"NH","New Hampshire",1299169,2202,26658,28860
"1333",2004,"NJ","New Jersey",8685166,30943,211313,242256
"1334",2004,"NM","New Mexico",1903006,13081,79895,92976
"1335",2004,"NV","Nevada",2332898,14379,98215,112594
"1336",2004,"NY","New York",19280727,84914,422734,507648
"1337",2004,"OH","Ohio",11450143,38787,419337,458124
"1338",2004,"OK","Oklahoma",3523546,17635,149472,167107
"1339",2004,"OR","Oregon",3591363,10724,166475,177199
"1340",2004,"PA","Pennsylvania",12394471,50998,299611,350609
"1341",2004,"RI","Rhode Island",1079916,2673,31166,33839
"1342",2004,"SC","South Carolina",4197892,33160,190456,223616
"1343",2004,"SD","South Dakota",770621,1319,14885,16204
"1344",2004,"TN","Tennessee",5893298,41113,254991,296104
"1345",2004,"TX","Texas",22471549,121554,1010702,1132256
"1346",2004,"UT","Utah",2420708,5647,97762,103409
"1347",2004,"VA","Virginia",7481332,20608,200368,220976
"1348",2004,"VT","Vermont",621233,713,14559,15272
"1349",2004,"WA","Washington",6207046,21330,300837,322167
"1350",2004,"WI","Wisconsin",5503533,11548,146710,158258
"1351",2004,"WV","West Virginia",1812548,5110,46326,51436
"1352",2004,"WY","Wyoming",505887,1163,16889,18052
"1353",2005,"US","National",296507061,1390745,10174754,11565499
"1354",2005,"AK","Alaska",663253,4194,23975,28169
"1355",2005,"AL","Alabama",4548327,19678,177393,197071
"1356",2005,"AR","Arkansas",2775708,14670,112914,127584
"1357",2005,"AZ","Arizona",5953007,30478,287345,317823
"1358",2005,"CA","California",36154147,190178,1200531,1390709
"1359",2005,"CO","Colorado",4663295,18498,188449,206947
"1360",2005,"CT","Connecticut",3500701,9542,90270,99812
"1361",2005,"DC","District of Columbia",582049,8032,26133,34165
"1362",2005,"DE","Delaware",841741,5332,26245,31577
"1363",2005,"FL","Florida",17768191,125957,712998,838955
"1364",2005,"GA","Georgia",9132553,40725,378534,419259
"1365",2005,"HI","Hawaii",1273278,3253,61115,64368
"1366",2005,"IA","Iowa",2965524,8697,84370,93067
"1367",2005,"ID","Idaho",1429367,3670,38556,42226
"1368",2005,"IL","Illinois",12765427,70496,394670,465166
"1369",2005,"IN","Indiana",6266019,20302,216778,237080
"1370",2005,"KS","Kansas",2748172,10701,104588,115289
"1371",2005,"KY","Kentucky",4172608,11134,105608,116742
"1372",2005,"LA","Louisiana",4507331,26889,166611,193500
"1373",2005,"MA","Massachusetts",6433367,29644,151727,181371
"1374",2005,"MD","Maryland",5589599,39369,198483,237852
"1375",2005,"ME","Maine",1318220,1483,31889,33372
"1376",2005,"MI","Michigan",10100833,55936,312892,368828
"1377",2005,"MN","Minnesota",5126739,15243,158301,173544
"1378",2005,"MO","Missouri",5797703,30477,227809,258286
"1379",2005,"MS","Mississippi",2908496,8131,95231,103362
"1380",2005,"MT","Montana",934737,2634,29407,32041
"1381",2005,"NC","North Carolina",8672459,40650,353855,394505
"1382",2005,"ND","North Dakota",634605,706,12848,13554
"1383",2005,"NE","Nebraska",1758163,5052,60348,65400
"1384",2005,"NH","New Hampshire",1306819,1761,24031,25792
"1385",2005,"NJ","New Jersey",8703150,30919,203391,234310
"1386",2005,"NM","New Mexico",1925985,12448,79575,92023
"1387",2005,"NV","Nevada",2412301,14654,102424,117078
"1388",2005,"NY","New York",19315721,85839,405990,491829
"1389",2005,"OH","Ohio",11470685,40162,420705,460867
"1390",2005,"OK","Oklahoma",3543442,18044,143406,161450
"1391",2005,"OR","Oregon",3638871,10444,160199,170643
"1392",2005,"PA","Pennsylvania",12405348,52761,300444,353205
"1393",2005,"RI","Rhode Island",1073579,2710,29287,31997
"1394",2005,"SC","South Carolina",4246933,32590,185606,218196
"1395",2005,"SD","South Dakota",774883,1387,13694,15081
"1396",2005,"TN","Tennessee",5955745,45104,256093,301197
"1397",2005,"TX","Texas",22928508,121091,990293,1111384
"1398",2005,"UT","Utah",2490334,5612,95546,101158
"1399",2005,"VA","Virginia",7564327,21434,200404,221838
"1400",2005,"VT","Vermont",622387,782,14749,15531
"1401",2005,"WA","Washington",6291899,21745,307661,329406
"1402",2005,"WI","Wisconsin",5527644,13367,147556,160923
"1403",2005,"WV","West Virginia",1814083,4968,47757,52725
"1404",2005,"WY","Wyoming",508798,1172,16070,17242
"1405",2006,"US","National",299398484,1435123,10019601,11454724
"1406",2006,"AK","Alaska",670053,4610,23975,28585
"1407",2006,"AL","Alabama",4599030,19553,181249,200802
"1408",2006,"AR","Arkansas",2810872,15538,112025,127563
"1409",2006,"AZ","Arizona",6166318,33456,294389,327845
"1410",2006,"CA","California",36457549,194483,1159988,1354471
"1411",2006,"CO","Colorado",4753377,18794,163439,182233
"1412",2006,"CT","Connecticut",3504809,10505,90638,101143
"1413",2006,"DC","District of Columbia",581530,8772,27064,35836
"1414",2006,"DE","Delaware",853476,5983,29670,35653
"1415",2006,"FL","Florida",18089888,129602,721101,850703
"1416",2006,"GA","Georgia",9363941,44754,362712,407466
"1417",2006,"HI","Hawaii",1285498,3608,54247,57855
"1418",2006,"IA","Iowa",2982085,8521,84202,92723
"1419",2006,"ID","Idaho",1466465,3666,35135,38801
"1420",2006,"IL","Illinois",12831970,69498,387478,456976
"1421",2006,"IN","Indiana",6313520,20303,217783,238086
"1422",2006,"KS","Kansas",2764075,11960,104260,116220
"1423",2006,"KY","Kentucky",4206074,11361,109428,120789
"1424",2006,"LA","Louisiana",4287768,30923,174975,205898
"1425",2006,"MA","Massachusetts",6437193,32217,153943,186160
"1426",2006,"MD","Maryland",5615727,38111,195484,233595
"1427",2006,"ME","Maine",1321574,1533,33658,35191
"1428",2006,"MI","Michigan",10095643,56981,325594,382575
"1429",2006,"MN","Minnesota",5167101,16042,159276,175318
"1430",2006,"MO","Missouri",5842713,31897,224007,255904
"1431",2006,"MS","Mississippi",2910540,9076,92853,101929
"1432",2006,"MT","Montana",944632,3564,26986,30550
"1433",2006,"NC","North Carolina",8856505,42088,364549,406637
"1434",2006,"ND","North Dakota",635867,1255,13359,14614
"1435",2006,"NE","Nebraska",1768331,5197,59411,64608
"1436",2006,"NH","New Hampshire",1314895,1785,26060,27845
"1437",2006,"NJ","New Jersey",8724560,30550,198820,229370
"1438",2006,"NM","New Mexico",1954599,12797,76000,88797
"1439",2006,"NV","Nevada",2495529,18687,102338,121025
"1440",2006,"NY","New York",19306183,84016,398577,482593
"1441",2006,"OH","Ohio",11478006,41491,423334,464825
"1442",2006,"OK","Oklahoma",3579212,17905,129728,147633
"1443",2006,"OR","Oregon",3700758,10534,137858,148392
"1444",2006,"PA","Pennsylvania",12440621,55028,304589,359617
"1445",2006,"RI","Rhode Island",1067610,2460,27914,30374
"1446",2006,"SC","South Carolina",4321249,33322,184712,218034
"1447",2006,"SD","South Dakota",781919,2071,13812,15883
"1448",2006,"TN","Tennessee",6038803,46043,249860,295903
"1449",2006,"TX","Texas",23507783,121602,959846,1081448
"1450",2006,"UT","Utah",2550063,5771,89572,95343
"1451",2006,"VA","Virginia",7642884,21683,190257,211940
"1452",2006,"VT","Vermont",623908,905,14920,15825
"1453",2006,"WA","Washington",6395798,22303,288456,310759
"1454",2006,"WI","Wisconsin",5556506,15899,156748,172647
"1455",2006,"WV","West Virginia",1818470,5113,47941,53054
"1456",2006,"WY","Wyoming",515004,1307,15381,16688
