"","year","state_abbr","state_name","population","violent_crime","property_crime","tot_crime"
"488",1988,"LA","Louisiana",4420000,31711,222913,254624
"489",1988,"MA","Massachusetts",5871000,36376,256639,293015
"490",1988,"MD","Maryland",4644000,37466,227457,264923
"491",1988,"ME","Maine",1206000,1898,41249,43147
"492",1988,"MI","Michigan",9300000,68980,496867,565847
"493",1988,"MN","Minnesota",4306000,12490,173302,185792
"494",1988,"MO","Missouri",5139000,28393,220578,248971
"495",1988,"MS","Mississippi",2627000,8544,85840,94384
"496",1988,"MT","Montana",804000,989,33318,34307
"497",1988,"NC","North Carolina",6526000,32753,284557,317310
"498",1988,"ND","North Dakota",663000,392,17695,18087
"499",1988,"NE","Nebraska",1601000,4374,61908,66282
"500",1988,"NH","New Hampshire",1097000,1622,34951,36573
"501",1988,"NJ","New Jersey",7720000,44993,363807,408800
"502",1988,"NM","New Mexico",1510000,9938,89817,99755
"503",1988,"NV","Nevada",1060000,8275,60128,68403
"504",1988,"NY","New York",17898000,196396,932845,1129241
"505",1988,"OH","Ohio",10872000,49144,455890,505034
"506",1988,"OK","Oklahoma",3263000,14179,168194,182373
"507",1988,"OR","Oregon",2741000,14959,178520,193479
"508",1988,"PA","Pennsylvania",12027000,43534,338486,382020
"509",1988,"RI","Rhode Island",995000,3947,47837,51784
"510",1988,"SC","South Carolina",3493000,25889,163164,189053
"511",1988,"SD","South Dakota",715000,813,17641,18454
"512",1988,"TN","Tennessee",4919000,26205,193647,219852
"513",1988,"TX","Texas",16780000,109499,1235870,1345369
"514",1988,"UT","Utah",1691000,4110,90223,94333
"515",1988,"VA","Virginia",5996000,17940,232496,250436
"516",1988,"VT","Vermont",556000,791,22786,23577
"517",1988,"WA","Washington",4619000,21543,307008,328551
"518",1988,"WI","Wisconsin",4858000,10414,182545,192959
"519",1988,"WV","West Virginia",1884000,2476,39703,42179
"520",1988,"WY","Wyoming",471000,1479,17206,18685
"521",1989,"US","National",246819230,1646037,12605412,14251449
"522",1989,"AK","Alaska",527000,2623,22567,25190
"523",1989,"AL","Alabama",4118000,24329,166244,190573
"524",1989,"AR","Arkansas",2406000,11397,98213,109610
"525",1989,"AZ","Arizona",3556000,21320,265284,286604
"526",1989,"CA","California",29063000,284136,1681516,1965652
"527",1989,"CO","Colorado",3317000,15636,184692,200328
"528",1989,"CT","Connecticut",3239000,16576,154119,170695
"529",1989,"DC","District of Columbia",604000,12937,49235,62172
"530",1989,"DE","Delaware",673000,3745,28998,32743
"531",1989,"FL","Florida",12671000,140575,975042,1115617
"532",1989,"GA","Georgia",6436000,47357,407868,455225
"533",1989,"HI","Hawaii",1112000,3004,66723,69727
"534",1989,"IA","Iowa",2840000,7563,108349,115912
"535",1989,"ID","Idaho",1014000,2582,37278,39860
"536",1989,"IL","Illinois",11658000,98611,558803,657414
"537",1989,"IN","Indiana",5593000,22735,225592,248327
"538",1989,"KS","Kansas",2513000,10073,115146,125219
"539",1989,"KY","Kentucky",3727000,13302,110328,123630
"540",1989,"LA","Louisiana",4382000,34257,239235,273492
"541",1989,"MA","Massachusetts",5913000,39912,263780,303692
"542",1989,"MD","Maryland",4694000,40152,220955,261107
"543",1989,"ME","Maine",1222000,1676,42116,43792
"544",1989,"MI","Michigan",9273000,65760,487682,553442
"545",1989,"MN","Minnesota",4353000,12549,178252,190801
"546",1989,"MO","Missouri",5159000,32634,231874,264508
"547",1989,"MS","Mississippi",2621000,8156,83980,92136
"548",1989,"MT","Montana",806000,935,31285,32220
"549",1989,"NC","North Carolina",6571000,35902,309323,345225
"550",1989,"ND","North Dakota",660000,417,16485,16902
"551",1989,"NE","Nebraska",1611000,4503,61413,65916
"552",1989,"NH","New Hampshire",1107000,1865,37945,39810
"553",1989,"NJ","New Jersey",7736000,47111,360532,407643
"554",1989,"NM","New Mexico",1528000,10755,89693,100448
"555",1989,"NV","Nevada",1111000,6947,62732,69679
"556",1989,"NY","New York",17950000,203042,926596,1129638
"557",1989,"OH","Ohio",10907000,51109,465143,516252
"558",1989,"OK","Oklahoma",3224000,15847,161558,177405
"559",1989,"OR","Oregon",2820000,14625,159119,173744
"560",1989,"PA","Pennsylvania",12040000,45586,359008,404594
"561",1989,"RI","Rhode Island",998000,3772,48372,52144
"562",1989,"SC","South Carolina",3512000,28576,168772,197348
"563",1989,"SD","South Dakota",715000,969,18230,19199
"564",1989,"TN","Tennessee",4940000,27118,195854,222972
"565",1989,"TX","Texas",16991000,111889,1234977,1346866
"566",1989,"UT","Utah",1707000,4417,92577,96994
"567",1989,"VA","Virginia",6098000,19057,237757,256814
"568",1989,"VT","Vermont",567000,753,22429,23182
"569",1989,"WA","Washington",4761000,22460,291472,313932
"570",1989,"WI","Wisconsin",4867000,10834,191869,202703
"571",1989,"WV","West Virginia",1857000,2724,41154,43878
"572",1989,"WY","Wyoming",475000,1227,17246,18473
"573",1990,"US","National",249464396,1820127,12655486,14475613
"574",1990,"AK","Alaska",550043,2885,25457,28342
"575",1990,"AL","Alabama",4040587,28630,169974,198604
"576",1990,"AR","Arkansas",2350725,12511,101897,114408
"577",1990,"AZ","Arizona",3665228,23911,265229,289140
"578",1990,"CA","California",29760021,311051,1654186,1965237
"579",1990,"CO","Colorado",3294394,17328,182106,199434
"580",1990,"CT","Connecticut",3287116,18201,158867,177068
"581",1990,"DC","District of Columbia",606900,14919,50470,65389
"582",1990,"DE","Delaware",666168,4365,31344,35709
"583",1990,"FL","Florida",12937926,160990,978944,1139934
"584",1990,"GA","Georgia",6478216,48996,389165,438161
"585",1990,"HI","Hawaii",1108229,3113,64563,67676
"586",1990,"IA","Iowa",2776755,8321,105550,113871
"587",1990,"ID","Idaho",1006749,2776,38069,40845
"588",1990,"IL","Illinois",11430602,110575,567841,678416
"589",1990,"IN","Indiana",5544159,26275,233376,259651
"590",1990,"KS","Kansas",2477574,11093,117571,128664
"591",1990,"KY","Kentucky",3685296,14386,107208,121594
"592",1990,"LA","Louisiana",4219973,37914,235822,273736
"593",1990,"MA","Massachusetts",6016425,44300,274442,318742
"594",1990,"MD","Maryland",4781468,43940,234842,278782
"595",1990,"ME","Maine",1227928,1759,43647,45406
"596",1990,"MI","Michigan",9295297,73468,483764,557232
"597",1990,"MN","Minnesota",4375099,13392,185185,198577
"598",1990,"MO","Missouri",5117073,36602,225422,262024
"599",1990,"MS","Mississippi",2573216,8758,90803,99561
"600",1990,"MT","Montana",799065,1273,34702,35975
"601",1990,"NC","North Carolina",6628637,41332,322306,363638
"602",1990,"ND","North Dakota",638800,472,18196,18668
"603",1990,"NE","Nebraska",1578385,5209,61290,66499
"604",1990,"NH","New Hampshire",1109252,1459,38976,40435
"605",1990,"NJ","New Jersey",7730188,50057,371023,421080
"606",1990,"NM","New Mexico",1515069,11821,89448,101269
"607",1990,"NV","Nevada",1201833,7222,65652,72874
"608",1990,"NY","New York",17990455,212458,932416,1144874
"609",1990,"OH","Ohio",10847115,54904,470469,525373
"610",1990,"OK","Oklahoma",3145585,17222,158889,176111
"611",1990,"OR","Oregon",2842321,14405,146073,160478
"612",1990,"PA","Pennsylvania",11881643,51213,361805,413018
"613",1990,"RI","Rhode Island",1003464,4334,49378,53712
"614",1990,"SC","South Carolina",3486703,34050,176729,210779
"615",1990,"SD","South Dakota",696004,1133,19116,20249
"616",1990,"TN","Tennessee",4877185,32698,213648,246346
"617",1990,"TX","Texas",16986510,129343,1200151,1329494
"618",1990,"UT","Utah",1722850,4892,92620,97512
"619",1990,"VA","Virginia",6187358,21694,253063,274757
"620",1990,"VT","Vermont",562758,716,23713,24429
"621",1990,"WA","Washington",4866692,24410,278440,302850
"622",1990,"WI","Wisconsin",4891769,12948,202052,215000
"623",1990,"WV","West Virginia",1793477,3036,41855,44891
"624",1990,"WY","Wyoming",453588,1367,17732,19099
"625",1991,"US","National",252153092,1911767,12961116,14872883
"626",1991,"AK","Alaska",570000,3499,29000,32499
"627",1991,"AL","Alabama",4089000,34518,184882,219400
"628",1991,"AR","Arkansas",2372000,14072,108677,122749
"629",1991,"AZ","Arizona",3750000,25152,252559,277711
"630",1991,"CA","California",30380000,331122,1726391,2057513
"631",1991,"CO","Colorado",3377000,18887,186235,205122
"632",1991,"CT","Connecticut",3291000,17761,158770,176531
"633",1991,"DC","District of Columbia",598000,14671,49722,64393
"634",1991,"DE","Delaware",680000,4857,35055,39912
"635",1991,"FL","Florida",13277000,157243,977570,1134813
"636",1991,"GA","Georgia",6623000,48894,381165,430059
"637",1991,"HI","Hawaii",1135000,2744,65020,67764
"638",1991,"IA","Iowa",2795000,8477,107069,115546
"639",1991,"ID","Idaho",1039000,3016,40578,43594
"640",1991,"IL","Illinois",11543000,119955,587868,707823
"641",1991,"IN","Indiana",5610000,28349,241930,270279
"642",1991,"KS","Kansas",2495000,12465,125616,138081
"643",1991,"KY","Kentucky",3713000,16262,108430,124692
"644",1991,"LA","Louisiana",4252000,40438,232732,273170
"645",1991,"MA","Massachusetts",5996000,44138,274990,319128
"646",1991,"MD","Maryland",4860000,46469,255299,301768
"647",1991,"ME","Maine",1235000,1631,44900,46531
"648",1991,"MI","Michigan",9368000,75232,499781,575013
"649",1991,"MN","Minnesota",4432000,14006,185268,199274
"650",1991,"MO","Missouri",5158000,39358,239982,279340
"651",1991,"MS","Mississippi",2592000,10085,99317,109402
"652",1991,"MT","Montana",808000,1130,28347,29477
"653",1991,"NC","North Carolina",6737000,44355,352368,396723
"654",1991,"ND","North Dakota",635000,415,17326,17741
"655",1991,"NE","Nebraska",1593000,5330,64031,69361
"656",1991,"NH","New Hampshire",1105000,1318,36780,38098
"657",1991,"NJ","New Jersey",7760000,49257,372212,421469
"658",1991,"NM","New Mexico",1548000,12922,90474,103396
"659",1991,"NV","Nevada",1284000,8693,72183,80876
"660",1991,"NY","New York",18058000,210184,917467,1127651
"661",1991,"OH","Ohio",10939000,61460,489100,550560
"662",1991,"OK","Oklahoma",3175000,18533,161449,179982
"663",1991,"OR","Oregon",2922000,14795,153370,168165
"664",1991,"PA","Pennsylvania",11961000,53824,371814,425638
"665",1991,"RI","Rhode Island",1004000,4638,45957,50595
"666",1991,"SC","South Carolina",3560000,34621,185359,219980
"667",1991,"SD","South Dakota",703000,1281,20366,21647
"668",1991,"TN","Tennessee",4953000,35955,229856,265811
"669",1991,"TX","Texas",17349000,145743,1210784,1356527
"670",1991,"UT","Utah",1770000,5077,94178,99255
"671",1991,"VA","Virginia",6286000,23459,266160,289619
"672",1991,"VT","Vermont",567000,662,21764,22426
"673",1991,"WA","Washington",5018000,26224,290115,316339
"674",1991,"WI","Wisconsin",4955000,13723,207560,221283
"675",1991,"WV","West Virginia",1801000,3440,44528,47968
"676",1991,"WY","Wyoming",460000,1427,18762,20189
"677",1992,"US","National",255029699,1932274,12505917,14438191
"678",1992,"AK","Alaska",587000,3877,28816,32693
"679",1992,"AL","Alabama",4136000,36052,181837,217889
"680",1992,"AR","Arkansas",2399000,13831,100402,114233
"681",1992,"AZ","Arizona",3832000,25706,243629,269335
"682",1992,"CA","California",30867000,345624,1716137,2061761
"683",1992,"CO","Colorado",3470000,20086,186684,206770
"684",1992,"CT","Connecticut",3281000,16252,149535,165787
"685",1992,"DC","District of Columbia",589000,16685,50502,67187
"686",1992,"DE","Delaware",689000,4280,29126,33406
"687",1992,"FL","Florida",13488000,162827,964533,1127360
"688",1992,"GA","Georgia",6751000,49496,382934,432430
"689",1992,"HI","Hawaii",1160000,2998,67901,70899
"690",1992,"IA","Iowa",2812000,7816,103459,111275
"691",1992,"ID","Idaho",1067000,3003,39636,42639
"692",1992,"IL","Illinois",11631000,113664,556900,670564
"693",1992,"IN","Indiana",5662000,28791,236584,265375
"694",1992,"KS","Kansas",2523000,12888,121334,134222
"695",1992,"KY","Kentucky",3755000,20107,104692,124799
"696",1992,"LA","Louisiana",4287000,42209,238438,280647
"697",1992,"MA","Massachusetts",5998000,46727,253344,300071
"698",1992,"MD","Maryland",4908000,49085,256418,305503
"699",1992,"ME","Maine",1235000,1616,41900,43516
"700",1992,"MI","Michigan",9437000,72672,456800,529472
"701",1992,"MN","Minnesota",4480000,15144,190520,205664
"702",1992,"MO","Missouri",5193000,38448,226246,264694
"703",1992,"MS","Mississippi",2614000,10763,101181,111944
"704",1992,"MT","Montana",824000,1400,36472,37872
"705",1992,"NC","North Carolina",6843000,46600,350447,397047
"706",1992,"ND","North Dakota",636000,530,17935,18465
"707",1992,"NE","Nebraska",1606000,5598,63846,69444
"708",1992,"NH","New Hampshire",1111000,1397,32828,34225
"709",1992,"NJ","New Jersey",7789000,48745,345718,394463
"710",1992,"NM","New Mexico",1581000,14781,86942,101723
"711",1992,"NV","Nevada",1327000,9247,73077,82324
"712",1992,"NY","New York",18119000,203311,858178,1061489
"713",1992,"OH","Ohio",11016000,57935,456017,513952
"714",1992,"OK","Oklahoma",3212000,20005,154459,174464
"715",1992,"OR","Oregon",2977000,15189,158100,173289
"716",1992,"PA","Pennsylvania",12009000,51276,356155,407431
"717",1992,"RI","Rhode Island",1005000,3965,42044,46009
"718",1992,"SC","South Carolina",3603000,34029,178298,212327
"719",1992,"SD","South Dakota",711000,1383,19939,21322
"720",1992,"TN","Tennessee",5024000,37487,220534,258021
"721",1992,"TX","Texas",17656000,142369,1103779,1246148
"722",1992,"UT","Utah",1813000,5267,97322,102589
"723",1992,"VA","Virginia",6377000,23907,250211,274118
"724",1992,"VT","Vermont",570000,624,18813,19437
"725",1992,"WA","Washington",5136000,27454,289581,317035
"726",1992,"WI","Wisconsin",5007000,13806,202448,216254
"727",1992,"WV","West Virginia",1812000,3833,43455,47288
"728",1992,"WY","Wyoming",466000,1489,19831,21320
"729",1993,"US","National",257782608,1926017,12218777,14144794
"730",1993,"AK","Alaska",599000,4557,28795,33352
"731",1993,"AL","Alabama",4187000,32676,171598,204274
"732",1993,"AR","Arkansas",2424000,14381,102231,116612
"733",1993,"AZ","Arizona",3936000,28142,264371,292513
"734",1993,"CA","California",31211000,336381,1678884,2015265
"735",1993,"CO","Colorado",3566000,20229,176856,197085
"736",1993,"CT","Connecticut",3277000,14949,137443,152392
"737",1993,"DC","District of Columbia",578000,16888,51091,67979
"738",1993,"DE","Delaware",7e+05,4801,29304,34105
"739",1993,"FL","Florida",13679000,164975,977363,1142338
"740",1993,"GA","Georgia",6917000,50019,378348,428367
"741",1993,"HI","Hawaii",1172000,3061,70505,73566
"742",1993,"IA","Iowa",2814000,9159,99080,108239
"743",1993,"ID","Idaho",1099000,3097,39161,42258
"744",1993,"IL","Illinois",11697000,112260,544869,657129
"745",1993,"IN","Indiana",5713000,27941,227149,255090
"746",1993,"KS","Kansas",2531000,12564,113360,125924
"747",1993,"KY","Kentucky",3789000,17530,105979,123509
"748",1993,"LA","Louisiana",4295000,45600,248461,294061
"749",1993,"MA","Massachusetts",6012000,48393,245831,294224
"750",1993,"MD","Maryland",4965000,49540,253647,303187
"751",1993,"ME","Maine",1239000,1558,37519,39077
"752",1993,"MI","Michigan",9478000,75021,441767,516788
"753",1993,"MN","Minnesota",4517000,15986,183347,199333
"754",1993,"MO","Missouri",5234000,38963,227731,266694
"755",1993,"MS","Mississippi",2643000,11467,105308,116775
"756",1993,"MT","Montana",839000,1489,38699,40188
"757",1993,"NC","North Carolina",6945000,47178,345377,392555
"758",1993,"ND","North Dakota",635000,522,17387,17909
"759",1993,"NE","Nebraska",1607000,6071,62725,68796
"760",1993,"NH","New Hampshire",1125000,1550,31131,32681
"761",1993,"NJ","New Jersey",7879000,49390,328867,378257
"762",1993,"NM","New Mexico",1616000,15024,86236,101260
"763",1993,"NV","Nevada",1389000,12157,73685,85842
"764",1993,"NY","New York",18197000,195352,814824,1010176
"765",1993,"OH","Ohio",11091000,55915,441550,497465
"766",1993,"OK","Oklahoma",3231000,20512,150546,171058
"767",1993,"OR","Oregon",3032000,15254,159558,174812
"768",1993,"PA","Pennsylvania",12048000,50295,343841,394136
"769",1993,"RI","Rhode Island",1e+06,4017,40973,44990
"770",1993,"SC","South Carolina",3643000,37281,177779,215060
"771",1993,"SD","South Dakota",715000,1490,19661,21151
"772",1993,"TN","Tennessee",5099000,39047,228117,267164
"773",1993,"TX","Texas",18031000,137419,1023612,1161031
"774",1993,"UT","Utah",1860000,5599,91816,97415
"775",1993,"VA","Virginia",6491000,24160,242975,267135
"776",1993,"VT","Vermont",576000,658,22223,22881
"777",1993,"WA","Washington",5255000,27040,285753,312793
"778",1993,"WI","Wisconsin",5038000,13321,190923,204244
"779",1993,"WV","West Virginia",1820000,3793,42300,46093
"780",1993,"WY","Wyoming",470000,1345,18221,19566
"781",1994,"US","National",260327021,1857670,12131873,13989543
"782",1994,"AK","Alaska",606000,4644,29947,34591
"783",1994,"AL","Alabama",4219000,28844,178015,206859
"784",1994,"AR","Arkansas",2453000,14598,103115,117713
"785",1994,"AZ","Arizona",4075000,28653,294273,322926
"786",1994,"CA","California",31431000,318395,1622102,1940497
"787",1994,"CO","Colorado",3656000,18632,175808,194440
"788",1994,"CT","Connecticut",3275000,14916,134030,148946
"789",1994,"DC","District of Columbia",570000,15177,48009,63186
"790",1994,"DE","Delaware",706000,4549,29971,34520
"791",1994,"FL","Florida",13953000,160016,991105,1151121
"792",1994,"GA","Georgia",7055000,47103,376926,424029
"793",1994,"HI","Hawaii",1179000,3091,75672,78763
"794",1994,"IA","Iowa",2829000,8914,94475,103389
"795",1994,"ID","Idaho",1133000,3238,42954,46192
"796",1994,"IL","Illinois",11752000,112928,548222,661150
"797",1994,"IN","Indiana",5752000,30205,233975,264180
"798",1994,"KS","Kansas",2554000,11314,112477,123791
"799",1994,"KY","Kentucky",3827000,16991,110725,127716
"800",1994,"LA","Louisiana",4315000,42369,245488,287857
"801",1994,"MA","Massachusetts",6041000,42749,225532,268281
"802",1994,"MD","Maryland",5006000,47457,259039,306496
"803",1994,"ME","Maine",1240000,1611,38971,40582
"804",1994,"MI","Michigan",9496000,72751,444325,517076
"805",1994,"MN","Minnesota",4567000,16397,181856,198253
"806",1994,"MO","Missouri",5278000,39240,240898,280138
"807",1994,"MS","Mississippi",2669000,13177,115924,129101
"808",1994,"MT","Montana",856000,1516,41445,42961
"809",1994,"NC","North Carolina",7070000,46308,351397,397705
"810",1994,"ND","North Dakota",638000,522,16933,17455
"811",1994,"NE","Nebraska",1623000,6322,65746,72068
"812",1994,"NH","New Hampshire",1137000,1328,29837,31165
"813",1994,"NJ","New Jersey",7904000,48544,319856,368400
"814",1994,"NM","New Mexico",1654000,14708,87638,102346
"815",1994,"NV","Nevada",1457000,14597,82693,97290
"816",1994,"NY","New York",18169000,175433,745845,921278
"817",1994,"OH","Ohio",11102000,53930,441380,495310
"818",1994,"OK","Oklahoma",3258000,21225,160250,181475
"819",1994,"OR","Oregon",3086000,16067,178240,194307
"820",1994,"PA","Pennsylvania",12052000,51425,342901,394326
"821",1994,"RI","Rhode Island",997000,3744,37323,41067
"822",1994,"SC","South Carolina",3664000,37756,182114,219870
"823",1994,"SD","South Dakota",721000,1641,20726,22367
"824",1994,"TN","Tennessee",5175000,38705,226247,264952
"825",1994,"TX","Texas",18378000,129838,949387,1079225
"826",1994,"UT","Utah",1908000,5810,95332,101142
"827",1994,"VA","Virginia",6552000,23437,241763,265200
"828",1994,"VT","Vermont",580000,562,18290,18852
"829",1994,"WA","Washington",5343000,27317,294734,322051
"830",1994,"WI","Wisconsin",5082000,13748,186704,200452
"831",1994,"WV","West Virginia",1822000,3931,42136,46067
"832",1994,"WY","Wyoming",476000,1297,19122,20419
"833",1995,"US","National",262803276,1798792,12063935,13862727
"834",1995,"AK","Alaska",604000,4656,30097,34753
"835",1995,"AL","Alabama",4253000,26894,179294,206188
"836",1995,"AR","Arkansas",2484000,13741,102780,116521
"837",1995,"AZ","Arizona",4218000,30095,316355,346450
"838",1995,"CA","California",31589000,305154,1536830,1841984
"839",1995,"CO","Colorado",3747000,16494,185705,202199
"840",1995,"CT","Connecticut",3275000,13293,134188,147481
"841",1995,"DC","District of Columbia",554000,14744,52697,67441
"842",1995,"DE","Delaware",717000,5198,31790,36988
"843",1995,"FL","Florida",14166000,151711,939288,1090999
"844",1995,"GA","Georgia",7201000,47317,385005,432322
"845",1995,"HI","Hawaii",1187000,3509,81938,85447
"846",1995,"IA","Iowa",2842000,10071,106504,116575
"847",1995,"ID","Idaho",1163000,3745,47444,51189
"848",1995,"IL","Illinois",11830000,117836,527572,645408
"849",1995,"IN","Indiana",5803000,30451,238317,268768
"850",1995,"KS","Kansas",2565000,10792,114558,125350
"851",1995,"KY","Kentucky",3860000,14079,115298,129377
"852",1995,"LA","Louisiana",4342000,43741,246132,289873
"853",1995,"MA","Massachusetts",6074000,41739,221971,263710
"854",1995,"MD","Maryland",5042000,49757,267625,317382
"855",1995,"ME","Maine",1241000,1631,39132,40763
"856",1995,"MI","Michigan",9549000,65680,429223,494903
"857",1995,"MN","Minnesota",4610000,16416,190911,207327
"858",1995,"MO","Missouri",5324000,35339,237278,272617
"859",1995,"MS","Mississippi",2697000,13560,108195,121755
"860",1995,"MT","Montana",870000,1491,40246,41737
"861",1995,"NC","North Carolina",7195000,46508,359256,405764
"862",1995,"ND","North Dakota",641000,556,17817,18373
"863",1995,"NE","Nebraska",1637000,6253,68140,74393
"864",1995,"NH","New Hampshire",1148000,1314,29170,30484
"865",1995,"NJ","New Jersey",7945000,47652,326056,373708
"866",1995,"NM","New Mexico",1685000,13804,94508,108312
"867",1995,"NV","Nevada",1530000,14461,86203,100664
"868",1995,"NY","New York",18136000,152683,674342,827025
"869",1995,"OH","Ohio",11151000,53799,437424,491223
"870",1995,"OK","Oklahoma",3278000,21770,161693,183463
"871",1995,"OR","Oregon",3141000,16408,189765,206173
"872",1995,"PA","Pennsylvania",12072000,51586,354623,406209
"873",1995,"RI","Rhode Island",990000,3643,38378,42021
"874",1995,"SC","South Carolina",3673000,36067,186656,222723
"875",1995,"SD","South Dakota",729000,1513,20799,22312
"876",1995,"TN","Tennessee",5256000,40549,241315,281864
"877",1995,"TX","Texas",18724000,124303,940033,1064336
"878",1995,"UT","Utah",1951000,6415,112417,118832
"879",1995,"VA","Virginia",6618000,23921,240084,264005
"880",1995,"VT","Vermont",585000,692,19395,20087
"881",1995,"WA","Washington",5431000,26300,314213,340513
"882",1995,"WI","Wisconsin",5123000,14399,184665,199064
"883",1995,"WV","West Virginia",1828000,3842,41093,44935
"884",1995,"WY","Wyoming",480000,1220,19517,20737
"885",1996,"US","National",265228572,1688540,11805323,13493863
"886",1996,"AK","Alaska",607000,4417,28667,33084
"887",1996,"AL","Alabama",4273000,24159,181803,205962
"888",1996,"AR","Arkansas",2510000,13161,104790,117951
"889",1996,"AZ","Arizona",4428000,27963,284964,312927
"890",1996,"CA","California",31878000,274996,1385135,1660131
"891",1996,"CO","Colorado",3823000,15463,180218,195681
"892",1996,"CT","Connecticut",3274000,13490,124924,138414
"893",1996,"DC","District of Columbia",543000,13411,51188,64599
"894",1996,"DE","Delaware",725000,4845,30643,35488
"895",1996,"FL","Florida",14400000,151350,928273,1079623
"896",1996,"GA","Georgia",7353000,46966,416986,463952
"897",1996,"HI","Hawaii",1184000,3322,74639,77961
"898",1996,"IA","Iowa",2852000,7771,96296,104067
"899",1996,"ID","Idaho",1189000,3177,44532,47709
"900",1996,"IL","Illinois",11847000,105482,524777,630259
"901",1996,"IN","Indiana",5841000,31366,231376,262742
"902",1996,"KS","Kansas",2572000,10642,109772,120414
"903",1996,"KY","Kentucky",3884000,12448,110531,122979
"904",1996,"LA","Louisiana",4351000,40426,257130,297556
"905",1996,"MA","Massachusetts",6092000,39122,194636,233758
"906",1996,"MD","Maryland",5072000,47230,260231,307461
"907",1996,"ME","Maine",1243000,1553,40636,42189
"908",1996,"MI","Michigan",9594000,60951,430020,490971
"909",1996,"MN","Minnesota",4658000,15782,192109,207891
"910",1996,"MO","Missouri",5359000,31669,240781,272450
"911",1996,"MS","Mississippi",2716000,13261,109581,122842
"912",1996,"MT","Montana",879000,1415,38084,39499
"913",1996,"NC","North Carolina",7323000,43068,361616,404684
"914",1996,"ND","North Dakota",644000,541,16648,17189
"915",1996,"NE","Nebraska",1652000,7182,66110,73292
"916",1996,"NH","New Hampshire",1162000,1373,31436,32809
"917",1996,"NJ","New Jersey",7988000,42459,303657,346116
"918",1996,"NM","New Mexico",1713000,14399,98698,113097
"919",1996,"NV","Nevada",1603000,13005,83047,96052
"920",1996,"NY","New York",18185000,132206,619250,751456
"921",1996,"OH","Ohio",11173000,47896,449935,497831
"922",1996,"OK","Oklahoma",3301000,19710,166892,186602
"923",1996,"OR","Oregon",3204000,14837,177295,192132
"924",1996,"PA","Pennsylvania",12056000,57905,370851,428756
"925",1996,"RI","Rhode Island",990000,3437,36099,39536
"926",1996,"SC","South Carolina",3699000,36875,192986,229861
"927",1996,"SD","South Dakota",732000,1297,20443,21740
"928",1996,"TN","Tennessee",5320000,41175,248729,289904
"929",1996,"TX","Texas",19128000,123270,968732,1092002
"930",1996,"UT","Utah",2e+06,6638,113079,119717
"931",1996,"VA","Virginia",6675000,22782,242100,264882
"932",1996,"VT","Vermont",589000,714,16973,17687
"933",1996,"WA","Washington",5533000,23857,303111,326968
"934",1996,"WI","Wisconsin",5160000,13039,184143,197182
"935",1996,"WV","West Virginia",1826000,3836,41510,45346
"936",1996,"WY","Wyoming",481000,1201,19261,20462
"937",1997,"US","National",267783607,1636099,11558975,13195074
"938",1997,"AK","Alaska",609000,4270,27840,32110
"939",1997,"AL","Alabama",4319000,24379,186809,211188
"940",1997,"AR","Arkansas",2523000,13293,105759,119052
"941",1997,"AZ","Arizona",4555000,28411,299323,327734
"942",1997,"CA","California",32268000,257582,1312367,1569949
"943",1997,"CO","Colorado",3893000,14139,166902,181041
"944",1997,"CT","Connecticut",3270000,12781,117505,130286
"945",1997,"DC","District of Columbia",529000,10708,41341,52049
"946",1997,"DE","Delaware",732000,5753,36578,42331
"947",1997,"FL","Florida",14654000,149996,915613,1065609
"948",1997,"GA","Georgia",7486000,45408,388155,433563
"949",1997,"HI","Hawaii",1187000,3299,68193,71492
"950",1997,"IA","Iowa",2852000,8841,99986,108827
"951",1997,"ID","Idaho",1210000,3107,44388,47495
"952",1997,"IL","Illinois",11896000,102476,509113,611589
"953",1997,"IN","Indiana",5864000,30179,231723,261902
"954",1997,"KS","Kansas",2595000,11151,122553,133704
"955",1997,"KY","Kentucky",3908000,12386,109819,122205
"956",1997,"LA","Louisiana",4352000,37248,243423,280671
"957",1997,"MA","Massachusetts",6118000,39411,185437,224848
"958",1997,"MD","Maryland",5094000,43127,244842,287969
"959",1997,"ME","Maine",1242000,1500,37396,38896
"960",1997,"MI","Michigan",9774000,57663,422916,480579
"961",1997,"MN","Minnesota",4686000,15827,191006,206833
"962",1997,"MO","Missouri",5402000,31192,228889,260081
"963",1997,"MS","Mississippi",2731000,12808,113644,126452
"964",1997,"MT","Montana",879000,1161,37592,38753
"965",1997,"NC","North Carolina",7425000,45071,362672,407743
"966",1997,"ND","North Dakota",641000,559,16821,17380
"967",1997,"NE","Nebraska",1657000,7265,63717,70982
"968",1997,"NH","New Hampshire",1173000,1328,29635,30963
"969",1997,"NJ","New Jersey",8053000,39673,287038,326711
"970",1997,"NM","New Mexico",1730000,14762,104721,119483
"971",1997,"NV","Nevada",1677000,13395,88307,101702
"972",1997,"NY","New York",18137000,124890,584438,709328
"973",1997,"OH","Ohio",11186000,48706,455799,504505
"974",1997,"OK","Oklahoma",3317000,18560,163698,182258
"975",1997,"OR","Oregon",3243000,14412,188916,203328
"976",1997,"PA","Pennsylvania",12020000,53140,359323,412463
"977",1997,"RI","Rhode Island",987000,3292,32777,36069
"978",1997,"SC","South Carolina",3760000,37235,193402,230637
"979",1997,"SD","South Dakota",738000,1457,22491,23948
