"","year","state","state_name","race_pct","race_count"
"100",1981,"WV","West Virginia",0.0251124792170336,2511.24792170336
"101",1981,"WI","Wisconsin",0.0452865245186155,4528.65245186155
"102",1981,"WY","Wyoming",0.0265392747300176,2653.92747300176
"103",1982,"AL","Alabama",0.247899663962911,24789.9663962911
"104",1982,"AK","Alaska",0.224171725941176,22417.1725941176
"105",1982,"AZ","Arizona",0.0483908164683131,4839.08164683131
"106",1982,"AR","Arkansas",0.185644773136222,18564.4773136222
"107",1982,"CA","California",0.158010491713808,15801.0491713808
"108",1982,"CO","Colorado",0.0466917559493251,4669.17559493252
"109",1982,"CT","Connecticut",0.0681675023611336,6816.75023611336
"110",1982,"DE","Delaware",0.177201954781499,17720.1954781499
"111",1982,"DC","District of Columbia",0.726402638572791,72640.2638572791
"112",1982,"FL","Florida",0.179842661687189,17984.2661687189
"113",1982,"GA","Georgia",0.229318916447644,22931.8916447644
"114",1982,"HI","Hawaii",0.700764985795137,70076.4985795137
"115",1982,"ID","Idaho",0.0161592680903847,1615.92680903847
"116",1982,"IL","Illinois",0.169998328686363,16999.8328686363
"117",1982,"IN","Indiana",0.0829689595317438,8296.89595317438
"118",1982,"IA","Iowa",0.0297037728395581,2970.37728395581
"119",1982,"KS","Kansas",0.0724478843497265,7244.78843497265
"120",1982,"KY","Kentucky",0.0689690254524901,6896.90254524901
"121",1982,"LA","Louisiana",0.320811467888052,32081.1467888052
"122",1982,"ME","Maine",0.0109955118451218,1099.55118451218
"123",1982,"MD","Maryland",0.227105784046902,22710.5784046902
"124",1982,"MA","Massachusetts",0.045687189553337,4568.7189553337
"125",1982,"MI","Michigan",0.14189754457944,14189.754457944
"126",1982,"MN","Minnesota",0.0231505192713424,2315.05192713424
"127",1982,"MS","Mississippi",0.359205553241679,35920.5553241679
"128",1982,"MO","Missouri",0.10823087665693,10823.087665693
"129",1982,"MT","Montana",0.0619984743066231,6199.84743066231
"130",1982,"NE","Nebraska",0.0345063276199512,3450.63276199512
"131",1982,"NV","Nevada",0.101198633693147,10119.8633693147
"132",1982,"NH","New Hampshire",0.00760941673020196,760.941673020196
"133",1982,"NJ","New Jersey",0.144050438018831,14405.0438018831
"134",1982,"NM","New Mexico",0.161312489332886,16131.2489332886
"135",1982,"NY","New York",0.164516116233204,16451.6116233204
"136",1982,"NC","North Carolina",0.224420073836853,22442.0073836853
"137",1982,"ND","North Dakota",0.0367703359231671,3677.03359231671
"138",1982,"OH","Ohio",0.116450754936989,11645.0754936989
"139",1982,"OK","Oklahoma",0.100118955868048,10011.8955868048
"140",1982,"OR","Oregon",0.0657824628105292,6578.24628105292
"141",1982,"PA","Pennsylvania",0.10499647996518,10499.647996518
"142",1982,"RI","Rhode Island",0.0460374322890762,4603.74322890762
"143",1982,"SC","South Carolina",0.323850049020303,32385.0049020303
"144",1982,"SD","South Dakota",0.0728154258962727,7281.54258962727
"145",1982,"TN","Tennessee",0.215824508196168,21582.4508196168
"146",1982,"TX","Texas",0.127686587643454,12768.6587643454
"147",1982,"UT","Utah",0.0265260588177674,2652.60588177674
"148",1982,"VT","Vermont",0.00520775507426562,520.775507426562
"149",1982,"VA","Virginia",0.204577440617057,20457.7440617057
"150",1982,"WA","Washington",0.0772523619995471,7725.23619995471
"151",1982,"WV","West Virginia",0.0277197944145806,2771.97944145806
"152",1982,"WI","Wisconsin",0.0477238512812591,4772.38512812591
"153",1982,"WY","Wyoming",0.0256817748408066,2568.17748408066
"154",1983,"AL","Alabama",0.23403882319669,23403.882319669
"155",1983,"AK","Alaska",0.24011410584983,24011.410584983
"156",1983,"AZ","Arizona",0.0582707893253556,5827.07893253556
"157",1983,"AR","Arkansas",0.19470085200174,19470.085200174
"158",1983,"CA","California",0.166837490703319,16683.7490703319
"159",1983,"CO","Colorado",0.0591426695083267,5914.26695083267
"160",1983,"CT","Connecticut",0.102244645331625,10224.4645331625
"161",1983,"DE","Delaware",0.189248762555197,18924.8762555197
"162",1983,"DC","District of Columbia",0.72033226988636,72033.226988636
"163",1983,"FL","Florida",0.163424465111636,16342.4465111636
"164",1983,"GA","Georgia",0.26031877192715,26031.877192715
"165",1983,"HI","Hawaii",0.677778443856272,67777.8443856272
"166",1983,"ID","Idaho",0.0238353272715934,2383.53272715934
"167",1983,"IL","Illinois",0.15962549871633,15962.549871633
"168",1983,"IN","Indiana",0.0868017865684957,8680.17865684957
"169",1983,"IA","Iowa",0.0248136669971276,2481.36669971276
"170",1983,"KS","Kansas",0.0687959980164338,6879.59980164338
"171",1983,"KY","Kentucky",0.0940487517583878,9404.87517583878
"172",1983,"LA","Louisiana",0.296431990708455,29643.1990708455
"173",1983,"ME","Maine",0.0124291848565128,1242.91848565128
"174",1983,"MD","Maryland",0.246537024100733,24653.7024100733
"175",1983,"MA","Massachusetts",0.0387276536507124,3872.76536507124
"176",1983,"MI","Michigan",0.129832188675506,12983.2188675506
"177",1983,"MN","Minnesota",0.0289928468241524,2899.28468241524
"178",1983,"MS","Mississippi",0.340072102119595,34007.2102119595
"179",1983,"MO","Missouri",0.110874920941545,11087.4920941545
"180",1983,"MT","Montana",0.0787485497276679,7874.85497276679
"181",1983,"NE","Nebraska",0.0380415639020138,3804.15639020138
"182",1983,"NV","Nevada",0.0857770124849087,8577.70124849086
"183",1983,"NH","New Hampshire",0.0044908419000725,449.08419000725
"184",1983,"NJ","New Jersey",0.136212615713463,13621.2615713463
"185",1983,"NM","New Mexico",0.182914278449517,18291.4278449517
"186",1983,"NY","New York",0.167401765464093,16740.1765464093
"187",1983,"NC","North Carolina",0.260976021595249,26097.6021595249
"188",1983,"ND","North Dakota",0.042940418826251,4294.0418826251
"189",1983,"OH","Ohio",0.115344853559654,11534.4853559654
"190",1983,"OK","Oklahoma",0.116048232262442,11604.8232262442
"191",1983,"OR","Oregon",0.0597770178032149,5977.70178032149
"192",1983,"PA","Pennsylvania",0.101619338651977,10161.9338651977
"193",1983,"RI","Rhode Island",0.0238756681793895,2387.56681793895
"194",1983,"SC","South Carolina",0.355410616118541,35541.0616118541
"195",1983,"SD","South Dakota",0.0623488159167913,6234.88159167913
"196",1983,"TN","Tennessee",0.199088529552268,19908.8529552268
"197",1983,"TX","Texas",0.132442171377967,13244.2171377967
"198",1983,"UT","Utah",0.0449981607162456,4499.81607162456
"199",1983,"VT","Vermont",0.0110544410824104,1105.44410824104
"200",1983,"VA","Virginia",0.199022000789272,19902.2000789272
"201",1983,"WA","Washington",0.0698023874252333,6980.23874252333
"202",1983,"WV","West Virginia",0.0314062447113415,3140.62447113415
"203",1983,"WI","Wisconsin",0.0513719975993217,5137.19975993217
"204",1983,"WY","Wyoming",0.03627091609745,3627.091609745
"205",1984,"AL","Alabama",0.229518299427754,22951.8299427754
"206",1984,"AK","Alaska",0.187402072703059,18740.2072703059
"207",1984,"AZ","Arizona",0.0595191189992609,5951.91189992609
"208",1984,"AR","Arkansas",0.181374901016438,18137.4901016438
"209",1984,"CA","California",0.17107079536984,17107.079536984
"210",1984,"CO","Colorado",0.0541078197002509,5410.78197002509
"211",1984,"CT","Connecticut",0.119816466147772,11981.6466147772
"212",1984,"DE","Delaware",0.164635513601246,16463.5513601246
"213",1984,"DC","District of Columbia",0.710563036720705,71056.3036720705
"214",1984,"FL","Florida",0.179069155121633,17906.9155121633
"215",1984,"GA","Georgia",0.284715776614322,28471.5776614322
"216",1984,"HI","Hawaii",0.65747233050662,65747.233050662
"217",1984,"ID","Idaho",0.0322259660385981,3222.59660385981
"218",1984,"IL","Illinois",0.159104197776161,15910.4197776161
"219",1984,"IN","Indiana",0.0844276440109725,8442.76440109725
"220",1984,"IA","Iowa",0.0283869589875366,2838.69589875366
"221",1984,"KS","Kansas",0.06521929105648,6521.929105648
"222",1984,"KY","Kentucky",0.095610470887332,9561.0470887332
"223",1984,"LA","Louisiana",0.278957921028643,27895.7921028643
"224",1984,"ME","Maine",0.00771151946936654,771.151946936654
"225",1984,"MD","Maryland",0.240257775226946,24025.7775226946
"226",1984,"MA","Massachusetts",0.0434078602702646,4340.78602702646
"227",1984,"MI","Michigan",0.137199657516561,13719.9657516561
"228",1984,"MN","Minnesota",0.0380807246511978,3808.07246511978
"229",1984,"MS","Mississippi",0.342844192677638,34284.4192677638
"230",1984,"MO","Missouri",0.0920467828135675,9204.67828135675
"231",1984,"MT","Montana",0.0574828872823816,5748.28872823816
"232",1984,"NE","Nebraska",0.0409306082944932,4093.06082944932
"233",1984,"NV","Nevada",0.124673478078487,12467.3478078487
"234",1984,"NH","New Hampshire",0.0144732454019887,1447.32454019887
"235",1984,"NJ","New Jersey",0.145789928463671,14578.9928463671
"236",1984,"NM","New Mexico",0.16342105427073,16342.105427073
"237",1984,"NY","New York",0.173406636008209,17340.6636008209
"238",1984,"NC","North Carolina",0.250990194897346,25099.0194897346
"239",1984,"ND","North Dakota",0.0423174639284889,4231.74639284889
"240",1984,"OH","Ohio",0.11601631119816,11601.631119816
"241",1984,"OK","Oklahoma",0.115504509271322,11550.4509271322
"242",1984,"OR","Oregon",0.0421937290161979,4219.37290161979
"243",1984,"PA","Pennsylvania",0.0998454012031904,9984.54012031904
"244",1984,"RI","Rhode Island",0.0549933896804491,5499.33896804491
"245",1984,"SC","South Carolina",0.347822556674419,34782.2556674419
"246",1984,"SD","South Dakota",0.0576009844889378,5760.09844889378
"247",1984,"TN","Tennessee",0.179032826089451,17903.2826089451
"248",1984,"TX","Texas",0.127848980834785,12784.8980834785
"249",1984,"UT","Utah",0.0518745645648812,5187.45645648812
"250",1984,"VT","Vermont",0.0134288668665511,1342.88668665511
"251",1984,"VA","Virginia",0.195571009667223,19557.1009667223
"252",1984,"WA","Washington",0.0786480548536571,7864.80548536571
"253",1984,"WV","West Virginia",0.0269565877747712,2695.65877747712
"254",1984,"WI","Wisconsin",0.0427733909849937,4277.33909849936
"255",1984,"WY","Wyoming",0.0210726415006445,2107.26415006445
"256",1985,"AL","Alabama",0.213903967617201,21390.3967617201
"257",1985,"AK","Alaska",0.219102497480766,21910.2497480766
"258",1985,"AZ","Arizona",0.0663907340726186,6639.07340726186
"259",1985,"AR","Arkansas",0.209105956175413,20910.5956175413
"260",1985,"CA","California",0.158873129827388,15887.3129827388
"261",1985,"CO","Colorado",0.0578729531214358,5787.29531214358
"262",1985,"CT","Connecticut",0.0937201520243198,9372.01520243198
"263",1985,"DE","Delaware",0.174929327358619,17492.9327358619
"264",1985,"DC","District of Columbia",0.792396002706784,79239.6002706784
"265",1985,"FL","Florida",0.191789125247927,19178.9125247927
"266",1985,"GA","Georgia",0.27377821480035,27377.821480035
"267",1985,"HI","Hawaii",0.680987577107283,68098.7577107283
"268",1985,"ID","Idaho",0.040141194095111,4014.1194095111
"269",1985,"IL","Illinois",0.166227587971099,16622.7587971099
"270",1985,"IN","Indiana",0.088317747699062,8831.7747699062
"271",1985,"IA","Iowa",0.0330223451712667,3302.23451712667
"272",1985,"KS","Kansas",0.0544648278655356,5446.48278655356
"273",1985,"KY","Kentucky",0.089912929794354,8991.2929794354
"274",1985,"LA","Louisiana",0.321326887238206,32132.6887238206
"275",1985,"ME","Maine",0.00806171959800826,806.171959800826
"276",1985,"MD","Maryland",0.232704752459786,23270.4752459786
"277",1985,"MA","Massachusetts",0.0468742583165454,4687.42583165454
"278",1985,"MI","Michigan",0.146130796265895,14613.0796265895
"279",1985,"MN","Minnesota",0.0492232517544852,4922.32517544852
"280",1985,"MS","Mississippi",0.381219985218741,38121.9985218741
"281",1985,"MO","Missouri",0.11126163439092,11126.163439092
"282",1985,"MT","Montana",0.0767301120767085,7673.01120767085
"283",1985,"NE","Nebraska",0.041848650257867,4184.8650257867
"284",1985,"NV","Nevada",0.140225715702953,14022.5715702953
"285",1985,"NH","New Hampshire",0.0108817978446138,1088.17978446138
"286",1985,"NJ","New Jersey",0.150164304029972,15016.4304029972
"287",1985,"NM","New Mexico",0.146956059025693,14695.6059025693
"288",1985,"NY","New York",0.177613446199244,17761.3446199244
"289",1985,"NC","North Carolina",0.220857507654765,22085.7507654765
"290",1985,"ND","North Dakota",0.0449535959060202,4495.35959060202
"291",1985,"OH","Ohio",0.110606454679933,11060.6454679933
"292",1985,"OK","Oklahoma",0.125003792123412,12500.3792123412
"293",1985,"OR","Oregon",0.0619275630869135,6192.75630869135
"294",1985,"PA","Pennsylvania",0.106091972000951,10609.1972000951
"295",1985,"RI","Rhode Island",0.0536067564456241,5360.67564456241
"296",1985,"SC","South Carolina",0.295852262311213,29585.2262311213
"297",1985,"SD","South Dakota",0.0789687718380973,7896.87718380973
"298",1985,"TN","Tennessee",0.16528744563761,16528.744563761
"299",1985,"TX","Texas",0.135224477492152,13522.4477492152
"300",1985,"UT","Utah",0.0316409357599262,3164.09357599262
"301",1985,"VT","Vermont",0.00646011663744031,646.011663744031
"302",1985,"VA","Virginia",0.218672398171039,21867.2398171039
"303",1985,"WA","Washington",0.0827418816177967,8274.18816177967
"304",1985,"WV","West Virginia",0.0282522363336596,2825.22363336596
"305",1985,"WI","Wisconsin",0.0817913130627866,8179.13130627866
"306",1985,"WY","Wyoming",0.0223637176685395,2236.37176685395
"307",1986,"AL","Alabama",0.239664829842617,23966.4829842617
"308",1986,"AK","Alaska",0.251003622437362,25100.3622437362
"309",1986,"AZ","Arizona",0.0720980684235814,7209.80684235814
"310",1986,"AR","Arkansas",0.204765052092379,20476.5052092379
"311",1986,"CA","California",0.15625639853818,15625.639853818
"312",1986,"CO","Colorado",0.080809970037832,8080.9970037832
"313",1986,"CT","Connecticut",0.0750350542987891,7503.50542987891
"314",1986,"DE","Delaware",0.186535444016922,18653.5444016922
"315",1986,"DC","District of Columbia",0.746062779713632,74606.2779713632
"316",1986,"FL","Florida",0.17555709561557,17555.709561557
"317",1986,"GA","Georgia",0.330532653932791,33053.265393279
"318",1986,"HI","Hawaii",0.673026727788733,67302.6727788733
"319",1986,"ID","Idaho",0.0162925165429628,1629.25165429628
"320",1986,"IL","Illinois",0.178020617569406,17802.0617569406
"321",1986,"IN","Indiana",0.0912853746877943,9128.53746877943
"322",1986,"IA","Iowa",0.0216701736535097,2167.01736535097
"323",1986,"KS","Kansas",0.0872391198783831,8723.91198783831
"324",1986,"KY","Kentucky",0.0811457842769673,8114.57842769673
"325",1986,"LA","Louisiana",0.306121375806457,30612.1375806457
"326",1986,"ME","Maine",0.00622014719009352,622.014719009352
"327",1986,"MD","Maryland",0.226251539921037,22625.1539921037
"328",1986,"MA","Massachusetts",0.0576630161766465,5766.30161766465
"329",1986,"MI","Michigan",0.151758562194982,15175.8562194982
"330",1986,"MN","Minnesota",0.0369509186571929,3695.09186571929
"331",1986,"MS","Mississippi",0.389457285519644,38945.7285519644
"332",1986,"MO","Missouri",0.112666930893268,11266.6930893268
"333",1986,"MT","Montana",0.061765867652982,6176.5867652982
"334",1986,"NE","Nebraska",0.0403473213757316,4034.73213757316
"335",1986,"NV","Nevada",0.120059085706881,12005.9085706881
"336",1986,"NH","New Hampshire",0.00791267247598803,791.267247598803
"337",1986,"NJ","New Jersey",0.15179502435893,15179.502435893
"338",1986,"NM","New Mexico",0.118752386906845,11875.2386906845
"339",1986,"NY","New York",0.179475839520923,17947.5839520923
"340",1986,"NC","North Carolina",0.218738841220812,21873.8841220812
"341",1986,"ND","North Dakota",0.0366837472052871,3668.37472052871
"342",1986,"OH","Ohio",0.108012539237915,10801.2539237915
"343",1986,"OK","Oklahoma",0.168861437138054,16886.1437138054
"344",1986,"OR","Oregon",0.0654608632500162,6546.08632500162
"345",1986,"PA","Pennsylvania",0.0959726192103026,9597.26192103026
"346",1986,"RI","Rhode Island",0.038053953839043,3805.3953839043
"347",1986,"SC","South Carolina",0.304499693485567,30449.9693485567
"348",1986,"SD","South Dakota",0.0636992967487322,6369.92967487322
"349",1986,"TN","Tennessee",0.190821266470625,19082.1266470625
"350",1986,"TX","Texas",0.132203565187447,13220.3565187447
"351",1986,"UT","Utah",0.0281781886407091,2817.81886407091
"352",1986,"VT","Vermont",0.00747166210398934,747.166210398934
"353",1986,"VA","Virginia",0.205263456169499,20526.3456169499
"354",1986,"WA","Washington",0.102199116622612,10219.9116622612
"355",1986,"WV","West Virginia",0.0280034970745119,2800.34970745119
"356",1986,"WI","Wisconsin",0.0700988232385411,7009.88232385411
"357",1986,"WY","Wyoming",0.0247685883755674,2476.85883755674
"358",1987,"AL","Alabama",0.282232333585018,28223.2333585018
"359",1987,"AK","Alaska",0.256486457878257,25648.6457878257
"360",1987,"AZ","Arizona",0.0719945008452068,7199.45008452068
"361",1987,"AR","Arkansas",0.184226870760817,18422.6870760817
"362",1987,"CA","California",0.157705959662217,15770.5959662217
"363",1987,"CO","Colorado",0.0776633862800168,7766.33862800168
"364",1987,"CT","Connecticut",0.0719713963426235,7197.13963426235
"365",1987,"DE","Delaware",0.183090141393881,18309.0141393881
"366",1987,"DC","District of Columbia",0.726128380395584,72612.8380395584
"367",1987,"FL","Florida",0.163088620904513,16308.8620904513
"368",1987,"GA","Georgia",0.32285739165693,32285.739165693
"369",1987,"HI","Hawaii",0.708639606386221,70863.9606386221
"370",1987,"ID","Idaho",0.0162945784171441,1629.45784171441
"371",1987,"IL","Illinois",0.172190665074974,17219.0665074974
"372",1987,"IN","Indiana",0.0931078441682416,9310.78441682416
"373",1987,"IA","Iowa",0.0265009327018819,2650.09327018819
"374",1987,"KS","Kansas",0.082132014015925,8213.2014015925
"375",1987,"KY","Kentucky",0.0953139497754719,9531.39497754719
"376",1987,"LA","Louisiana",0.290875928961564,29087.5928961564
"377",1987,"ME","Maine",0.00759627032508437,759.627032508437
"378",1987,"MD","Maryland",0.261091459144972,26109.1459144972
"379",1987,"MA","Massachusetts",0.0615867713918209,6158.67713918209
"380",1987,"MI","Michigan",0.15396039334104,15396.039334104
"381",1987,"MN","Minnesota",0.0442881481473252,4428.81481473252
"382",1987,"MS","Mississippi",0.399899606389603,39989.9606389604
"383",1987,"MO","Missouri",0.109686263778714,10968.6263778714
"384",1987,"MT","Montana",0.0743629736667148,7436.29736667148
"385",1987,"NE","Nebraska",0.047935406604409,4793.5406604409
"386",1987,"NV","Nevada",0.137902145982174,13790.2145982174
"387",1987,"NH","New Hampshire",0.00552506074488249,552.506074488249
"388",1987,"NJ","New Jersey",0.154653232338221,15465.3232338221
"389",1987,"NM","New Mexico",0.0954204285588292,9542.04285588292
"390",1987,"NY","New York",0.175506541055478,17550.6541055478
"391",1987,"NC","North Carolina",0.224518501326848,22451.8501326848
"392",1987,"ND","North Dakota",0.0439112326981017,4391.12326981017
"393",1987,"OH","Ohio",0.101813981792147,10181.3981792147
"394",1987,"OK","Oklahoma",0.14789520380313,14789.520380313
"395",1987,"OR","Oregon",0.0607303192171194,6073.03192171194
"396",1987,"PA","Pennsylvania",0.0956335357408894,9563.35357408894
"397",1987,"RI","Rhode Island",0.057002550868298,5700.2550868298
"398",1987,"SC","South Carolina",0.317648828451631,31764.8828451631
"399",1987,"SD","South Dakota",0.0753269874835653,7532.69874835653
"400",1987,"TN","Tennessee",0.188008241556076,18800.8241556077
"401",1987,"TX","Texas",0.138974777144949,13897.4777144949
"402",1987,"UT","Utah",0.0268625350940654,2686.25350940654
"403",1987,"VT","Vermont",0.0113977695647362,1139.77695647362
"404",1987,"VA","Virginia",0.229716206930464,22971.6206930464
"405",1987,"WA","Washington",0.0995444343902459,9954.44343902459
"406",1987,"WV","West Virginia",0.0358762444075816,3587.62444075816
"407",1987,"WI","Wisconsin",0.059186291240984,5918.6291240984
"408",1987,"WY","Wyoming",0.0194715975404981,1947.15975404981
"409",1988,"AL","Alabama",0.277992606324964,27799.2606324964
"410",1988,"AK","Alaska",0.244106919765698,24410.6919765698
"411",1988,"AZ","Arizona",0.0560472714447699,5604.72714447699
"412",1988,"AR","Arkansas",0.21892474224965,21892.474224965
"413",1988,"CA","California",0.15721541352463,15721.541352463
"414",1988,"CO","Colorado",0.0780860821439814,7808.60821439814
"415",1988,"CT","Connecticut",0.0850695136074512,8506.95136074512
"416",1988,"DE","Delaware",0.143927965267129,14392.7965267129
"417",1988,"DC","District of Columbia",0.718125759846943,71812.5759846943
"418",1988,"FL","Florida",0.177131447284367,17713.1447284367
"419",1988,"GA","Georgia",0.319633930439983,31963.3930439983
"420",1988,"HI","Hawaii",0.725126339608296,72512.6339608296
"421",1988,"ID","Idaho",0.030694360723265,3069.4360723265
"422",1988,"IL","Illinois",0.188245690498182,18824.5690498182
"423",1988,"IN","Indiana",0.0834600886652982,8346.00886652982
"424",1988,"IA","Iowa",0.0239768432152257,2397.68432152257
"425",1988,"KS","Kansas",0.0922162943665651,9221.62943665651
"426",1988,"KY","Kentucky",0.0637639197610482,6376.39197610482
"427",1988,"LA","Louisiana",0.327402455241692,32740.2455241692
"428",1988,"ME","Maine",0.00980602464803313,980.602464803313
"429",1988,"MD","Maryland",0.318050141956637,31805.0141956637
"430",1988,"MA","Massachusetts",0.0682555505949706,6825.55505949706
"431",1988,"MI","Michigan",0.155957020752738,15595.7020752738
"432",1988,"MN","Minnesota",0.0594896138968296,5948.96138968296
"433",1988,"MS","Mississippi",0.368587585170751,36858.7585170751
"434",1988,"MO","Missouri",0.106163810511551,10616.3810511551
"435",1988,"MT","Montana",0.0832808891594622,8328.08891594622
"436",1988,"NE","Nebraska",0.049699337521546,4969.9337521546
"437",1988,"NV","Nevada",0.144691530175285,14469.1530175285
"438",1988,"NH","New Hampshire",0.00465920885864043,465.920885864043
