"","State","year","tot_pop","num_pov","perc_in_pov"
"1693","Pennsylvania",2007,12300000,1273000,10.4
"1694","Pennsylvania",2008,12180000,1335000,11
"1695","Pennsylvania",2009,12400000,1376000,11.1
"1696","Pennsylvania",2010,12530000,1535000,12.2
"1697","Pennsylvania",2011,12700000,1604000,12.6
"1698","Pennsylvania",2012,12660000,1756000,13.9
"1699","Pennsylvania",2013,12770000,1504000,11.8
"1700","Pennsylvania",2014,12620000,1581000,12.5
"1701","Pennsylvania",2015,12560000,1542000,12.3
"1702","Pennsylvania",2016,12530000,1396000,11.1
"1703","Pennsylvania",2017,12570000,1392000,11.05
"1704","Pennsylvania",2018,12520000,1476000,11.8
"1705","Pennsylvania",2019,12550000,1092000,8.7
"1706","Pennsylvania",2020,12690000,1352000,10.7
"1707","Pennsylvania",2021,12640000,1362000,10.8
"1708","Pennsylvania",2022,12740000,1383000,10.9
"1709","Pennsylvania",2023,12630000,1301000,10.3
"1710","Pennsylvania",2024,12850000,1223000,9.5
"1711","Rhode Island",1980,911000,97000,10.7
"1712","Rhode Island",1981,936000,109000,11.7
"1713","Rhode Island",1982,942000,125000,13.3
"1714","Rhode Island",1983,971000,141000,14.5
"1715","Rhode Island",1984,946000,121000,12.8
"1716","Rhode Island",1985,933000,84000,9
"1717","Rhode Island",1986,953000,87000,9.1
"1718","Rhode Island",1987,974000,79000,8.1
"1719","Rhode Island",1988,1008000,99000,9.8
"1720","Rhode Island",1989,963000,64000,6.7
"1721","Rhode Island",1990,946000,71000,7.5
"1722","Rhode Island",1991,949000,99000,10.4
"1723","Rhode Island",1992,960000,119000,12.4
"1724","Rhode Island",1993,969000,108000,11.2
"1725","Rhode Island",1994,968000,99000,10.3
"1726","Rhode Island",1995,962000,102000,10.6
"1727","Rhode Island",1996,940000,104000,11
"1728","Rhode Island",1997,943000,120000,12.7
"1729","Rhode Island",1998,965000,112000,11.6
"1730","Rhode Island",1999,1033000,103000,10
"1731","Rhode Island",2000,1035000,106000,10.2
"1732","Rhode Island",2001,1043000,1e+05,9.6
"1733","Rhode Island",2002,1055000,116000,11
"1734","Rhode Island",2003,1051000,121000,11.5
"1735","Rhode Island",2004,1055000,122000,11.5
"1736","Rhode Island",2005,1052000,127000,12.1
"1737","Rhode Island",2006,1054000,110000,10.5
"1738","Rhode Island",2007,1042000,99000,9.5
"1739","Rhode Island",2008,1042000,132000,12.7
"1740","Rhode Island",2009,1030000,134000,13
"1741","Rhode Island",2010,1042000,146000,14
"1742","Rhode Island",2011,1038000,139000,13.4
"1743","Rhode Island",2012,1034000,141000,13.6
"1744","Rhode Island",2013,1040000,119000,11.4
"1745","Rhode Island",2014,1046000,119000,11.3
"1746","Rhode Island",2015,1044000,123000,11.8
"1747","Rhode Island",2016,1052000,119000,11.4
"1748","Rhode Island",2017,1045500,122500,11.75
"1749","Rhode Island",2018,1036000,92000,8.9
"1750","Rhode Island",2019,1047000,96000,9.2
"1751","Rhode Island",2020,1086000,93000,8.5
"1752","Rhode Island",2021,1087000,102000,9.4
"1753","Rhode Island",2022,1069000,90000,8.4
"1754","Rhode Island",2023,1065000,95000,8.9
"1755","Rhode Island",2024,1116000,117000,10.5
"1756","South Carolina",1980,3174000,534000,16.8
"1757","South Carolina",1981,3347000,615000,18.4
"1758","South Carolina",1982,3301000,701000,21.2
"1759","South Carolina",1983,3295000,687000,20.8
"1760","South Carolina",1984,3258000,561000,17.2
"1761","South Carolina",1985,3219000,489000,15.2
"1762","South Carolina",1986,3288000,569000,17.3
"1763","South Carolina",1987,3274000,512000,15.6
"1764","South Carolina",1988,3405000,528000,15.5
"1765","South Carolina",1989,3446000,585000,17
"1766","South Carolina",1990,3391000,548000,16.2
"1767","South Carolina",1991,3538000,582000,16.4
"1768","South Carolina",1992,3675000,697000,19
"1769","South Carolina",1993,3630000,678000,18.7
"1770","South Carolina",1994,3633000,501000,13.8
"1771","South Carolina",1995,3741000,744000,19.9
"1772","South Carolina",1996,3698000,482000,13
"1773","South Carolina",1997,3813000,5e+05,13.1
"1774","South Carolina",1998,3851000,527000,13.7
"1775","South Carolina",1999,3800000,445000,11.7
"1776","South Carolina",2000,3964000,441000,11.1
"1777","South Carolina",2001,3995000,603000,15.1
"1778","South Carolina",2002,3989000,568000,14.3
"1779","South Carolina",2003,4060000,516000,12.7
"1780","South Carolina",2004,4120000,615000,14.9
"1781","South Carolina",2005,4164000,626000,15
"1782","South Carolina",2006,4224000,474000,11.2
"1783","South Carolina",2007,4380000,617000,14.1
"1784","South Carolina",2008,4462000,624000,14
"1785","South Carolina",2009,4501000,618000,13.7
"1786","South Carolina",2010,4563000,773000,16.9
"1787","South Carolina",2011,4605000,874000,19
"1788","South Carolina",2012,4667000,779000,16.7
"1789","South Carolina",2013,4677500,824500,17.6
"1790","South Carolina",2014,4764000,788000,16.5
"1791","South Carolina",2015,4790000,683000,14.3
"1792","South Carolina",2016,4898000,690000,14.1
"1793","South Carolina",2017,4957000,764500,15.4
"1794","South Carolina",2018,5036000,642000,12.8
"1795","South Carolina",2019,5144000,775000,15.1
"1796","South Carolina",2020,5110000,684000,13.4
"1797","South Carolina",2021,5214000,713000,13.7
"1798","South Carolina",2022,5262000,677000,12.9
"1799","South Carolina",2023,5361000,629000,11.7
"1800","South Carolina",2024,5492000,612000,11.1
"1801","South Dakota",1980,677000,127000,18.8
"1802","South Dakota",1981,675000,132000,19.5
"1803","South Dakota",1982,677000,114000,16.8
"1804","South Dakota",1983,689000,127000,18.4
"1805","South Dakota",1984,691000,1e+05,14.5
"1806","South Dakota",1985,689000,119000,17.3
"1807","South Dakota",1986,697000,118000,17
"1808","South Dakota",1987,714000,109000,15.2
"1809","South Dakota",1988,707000,101000,14.2
"1810","South Dakota",1989,696000,92000,13.2
"1811","South Dakota",1990,696000,93000,13.3
"1812","South Dakota",1991,689000,96000,14
"1813","South Dakota",1992,705000,106000,15.1
"1814","South Dakota",1993,717000,102000,14.2
"1815","South Dakota",1994,737000,107000,14.5
"1816","South Dakota",1995,713000,103000,14.5
"1817","South Dakota",1996,701000,82000,11.8
"1818","South Dakota",1997,708000,117000,16.5
"1819","South Dakota",1998,710000,77000,10.8
"1820","South Dakota",1999,709000,55000,7.7
"1821","South Dakota",2000,737000,79000,10.7
"1822","South Dakota",2001,737000,62000,8.4
"1823","South Dakota",2002,743000,85000,11.5
"1824","South Dakota",2003,749000,95000,12.7
"1825","South Dakota",2004,751000,102000,13.5
"1826","South Dakota",2005,765000,90000,11.8
"1827","South Dakota",2006,770000,82000,10.7
"1828","South Dakota",2007,787000,74000,9.4
"1829","South Dakota",2008,794000,104000,13.1
"1830","South Dakota",2009,799000,113000,14.1
"1831","South Dakota",2010,799000,109000,13.6
"1832","South Dakota",2011,808000,117000,14.5
"1833","South Dakota",2012,822000,106000,12.8
"1834","South Dakota",2013,830000,97500,11.8
"1835","South Dakota",2014,846000,109000,12.8
"1836","South Dakota",2015,848000,118000,13.9
"1837","South Dakota",2016,855000,124000,14.5
"1838","South Dakota",2017,870500,92000,10.55
"1839","South Dakota",2018,853000,90000,10.6
"1840","South Dakota",2019,860000,91000,10.6
"1841","South Dakota",2020,878000,102000,11.6
"1842","South Dakota",2021,884000,74000,8.4
"1843","South Dakota",2022,886000,80000,9.1
"1844","South Dakota",2023,890000,67000,7.5
"1845","South Dakota",2024,909000,83000,9.1
"1846","Tennessee",1980,4519000,884000,19.6
"1847","Tennessee",1981,4502000,943000,20.9
"1848","Tennessee",1982,4679000,1106000,23.6
"1849","Tennessee",1983,4663000,933000,20
"1850","Tennessee",1984,4603000,8e+05,17.4
"1851","Tennessee",1985,4619000,837000,18.1
"1852","Tennessee",1986,4650000,853000,18.3
"1853","Tennessee",1987,4679000,792000,16.9
"1854","Tennessee",1988,4901000,883000,18
"1855","Tennessee",1989,4833000,891000,18.4
"1856","Tennessee",1990,4927000,833000,16.9
"1857","Tennessee",1991,4787000,744000,15.5
"1858","Tennessee",1992,5036000,858000,17
"1859","Tennessee",1993,5092000,998000,19.6
"1860","Tennessee",1994,5338000,779000,14.6
"1861","Tennessee",1995,5462000,846000,15.5
"1862","Tennessee",1996,5528000,878000,15.9
"1863","Tennessee",1997,5536000,791000,14.3
"1864","Tennessee",1998,5569000,749000,13.4
"1865","Tennessee",1999,5583000,662000,11.9
"1866","Tennessee",2000,5630000,759000,13.5
"1867","Tennessee",2001,5670000,802000,14.1
"1868","Tennessee",2002,5655000,839000,14.8
"1869","Tennessee",2003,5901000,829000,14
"1870","Tennessee",2004,5846000,932000,15.9
"1871","Tennessee",2005,5853000,872000,14.9
"1872","Tennessee",2006,5916000,879000,14.9
"1873","Tennessee",2007,6137000,906000,14.8
"1874","Tennessee",2008,6163000,924000,15
"1875","Tennessee",2009,6240000,1031000,16.5
"1876","Tennessee",2010,6315000,1052000,16.7
"1877","Tennessee",2011,6324000,1030000,16.3
"1878","Tennessee",2012,6422000,1194000,18.6
"1879","Tennessee",2013,6362500,1071000,16.8
"1880","Tennessee",2014,6496000,1122000,17.3
"1881","Tennessee",2015,6605000,973000,14.7
"1882","Tennessee",2016,6652000,988000,14.9
"1883","Tennessee",2017,6699000,764000,11.4
"1884","Tennessee",2018,6665000,8e+05,12
"1885","Tennessee",2019,6721000,879000,13.1
"1886","Tennessee",2020,6934000,912000,13.1
"1887","Tennessee",2021,6958000,740000,10.6
"1888","Tennessee",2022,7010000,736000,10.5
"1889","Tennessee",2023,7093000,757000,10.7
"1890","Tennessee",2024,7108000,651000,9.2
"1891","Texas",1980,14330000,2247000,15.7
"1892","Texas",1981,14640000,2258000,15.4
"1893","Texas",1982,15150000,2450000,16.2
"1894","Texas",1983,15590000,2499000,16
"1895","Texas",1984,15640000,2448000,15.7
"1896","Texas",1985,16230000,2582000,15.9
"1897","Texas",1986,16370000,2825000,17.3
"1898","Texas",1987,16610000,2917000,17.6
"1899","Texas",1988,16690000,3006000,18
"1900","Texas",1989,16890000,2880000,17.1
"1901","Texas",1990,16870000,2684000,15.9
"1902","Texas",1991,16960000,2965000,17.5
"1903","Texas",1992,17920000,3282000,18.3
"1904","Texas",1993,18270000,3177000,17.4
"1905","Texas",1994,18890000,3603000,19.1
"1906","Texas",1995,18760000,3270000,17.4
"1907","Texas",1996,19180000,3180000,16.6
"1908","Texas",1997,19690000,3297000,16.7
"1909","Texas",1998,19890000,2994000,15.1
"1910","Texas",1999,20170000,3072000,15.2
"1911","Texas",2000,20700000,3204000,15.5
"1912","Texas",2001,21030000,3129000,14.9
"1913","Texas",2002,21480000,3362000,15.6
"1914","Texas",2003,21830000,3705000,17
"1915","Texas",2004,22290000,3669000,16.5
"1916","Texas",2005,22780000,3681000,16.2
"1917","Texas",2006,23210000,3816000,16.4
"1918","Texas",2007,23650000,3903000,16.5
"1919","Texas",2008,24170000,3834000,15.9
"1920","Texas",2009,24630000,4262000,17.3
"1921","Texas",2010,25200000,4633000,18.4
"1922","Texas",2011,25550000,4458000,17.4
"1923","Texas",2012,26060000,4444000,17
"1924","Texas",2013,26290000,4423500,16.85
"1925","Texas",2014,26680000,4364000,16.4
"1926","Texas",2015,27400000,4036000,14.7
"1927","Texas",2016,27660000,3812000,13.8
"1928","Texas",2017,28085000,3741500,13.3
"1929","Texas",2018,28500000,3894000,13.7
"1930","Texas",2019,28670000,3174000,11.1
"1931","Texas",2020,28920000,4057000,14
"1932","Texas",2021,29390000,3977000,13.5
"1933","Texas",2022,29920000,4031000,13.5
"1934","Texas",2023,30260000,3709000,12.3
"1935","Texas",2024,31020000,3435000,11.1
"1936","Utah",1980,1488000,148000,10
"1937","Utah",1981,1516000,185000,12.2
"1938","Utah",1982,1575000,229000,14.5
"1939","Utah",1983,1591000,214000,13.5
"1940","Utah",1984,1647000,183000,11.1
"1941","Utah",1985,1652000,180000,10.9
"1942","Utah",1986,1659000,209000,12.6
"1943","Utah",1987,1689000,173000,10.2
"1944","Utah",1988,1662000,162000,9.8
"1945","Utah",1989,1683000,138000,8.2
"1946","Utah",1990,1739000,143000,8.2
"1947","Utah",1991,1717000,222000,12.9
"1948","Utah",1992,1830000,172000,9.4
"1949","Utah",1993,1906000,203000,10.7
"1950","Utah",1994,1926000,154000,8
"1951","Utah",1995,1999000,168000,8.4
"1952","Utah",1996,1998000,153000,7.7
"1953","Utah",1997,2085000,185000,8.9
"1954","Utah",1998,2106000,190000,9
"1955","Utah",1999,2194000,126000,5.7
"1956","Utah",2000,2239000,170000,7.6
"1957","Utah",2001,2257000,238000,10.5
"1958","Utah",2002,2308000,228000,9.9
"1959","Utah",2003,2346000,213000,9.1
"1960","Utah",2004,2390000,241000,10.1
"1961","Utah",2005,2521000,232000,9.2
"1962","Utah",2006,2536000,235000,9.3
"1963","Utah",2007,2651000,255000,9.6
"1964","Utah",2008,2754000,209000,7.6
"1965","Utah",2009,2794000,270000,9.7
"1966","Utah",2010,2768000,278000,10
"1967","Utah",2011,2812000,309000,11
"1968","Utah",2012,2849000,312000,11
"1969","Utah",2013,2900000,298000,10.25
"1970","Utah",2014,2928000,298000,10.2
"1971","Utah",2015,3004000,279000,9.3
"1972","Utah",2016,3077000,264000,8.6
"1973","Utah",2017,3128500,270500,8.65
"1974","Utah",2018,3173000,219000,6.9
"1975","Utah",2019,3232000,236000,7.3
"1976","Utah",2020,3272000,242000,7.4
"1977","Utah",2021,3333000,264000,7.9
"1978","Utah",2022,3338000,2e+05,6
"1979","Utah",2023,3404000,214000,6.3
"1980","Utah",2024,3501000,263000,7.5
"1981","Vermont",1980,520000,62000,12
"1982","Vermont",1981,535000,66000,12.3
"1983","Vermont",1982,519000,67000,12.9
"1984","Vermont",1983,531000,83000,15.6
"1985","Vermont",1984,514000,65000,12.6
"1986","Vermont",1985,524000,48000,9.2
"1987","Vermont",1986,529000,58000,11
"1988","Vermont",1987,534000,50000,9.3
"1989","Vermont",1988,532000,43000,8.1
"1990","Vermont",1989,556000,44000,8
"1991","Vermont",1990,564000,61000,10.9
"1992","Vermont",1991,579000,73000,12.6
"1993","Vermont",1992,582000,61000,10.5
"1994","Vermont",1993,588000,59000,10
"1995","Vermont",1994,589000,45000,7.6
"1996","Vermont",1995,593000,61000,10.3
"1997","Vermont",1996,586000,74000,12.6
"1998","Vermont",1997,580000,54000,9.3
"1999","Vermont",1998,592000,58000,9.9
"2000","Vermont",1999,599000,58000,9.6
"2001","Vermont",2000,599000,60000,10
"2002","Vermont",2001,605000,59000,9.7
"2003","Vermont",2002,616000,61000,9.9
"2004","Vermont",2003,610000,52000,8.5
"2005","Vermont",2004,616000,48000,7.8
"2006","Vermont",2005,621000,47000,7.6
"2007","Vermont",2006,618000,48000,7.8
"2008","Vermont",2007,613000,61000,9.9
"2009","Vermont",2008,610000,55000,9
"2010","Vermont",2009,617000,58000,9.4
"2011","Vermont",2010,624000,67000,10.8
"2012","Vermont",2011,615000,71000,11.6
"2013","Vermont",2012,615000,69000,11.2
"2014","Vermont",2013,624000,48500,7.75
"2015","Vermont",2014,615000,57000,9.3
"2016","Vermont",2015,609000,65000,10.7
"2017","Vermont",2016,622000,60000,9.6
"2018","Vermont",2017,613000,58000,9.4
"2019","Vermont",2018,616000,60000,9.7
"2020","Vermont",2019,615000,53000,8.6
"2021","Vermont",2020,639000,55000,8.6
"2022","Vermont",2021,631000,47000,7.5
"2023","Vermont",2022,641000,58000,9
"2024","Vermont",2023,635000,43000,6.7
"2025","Vermont",2024,642000,46000,7.2
"2026","Virginia",1980,5204000,647000,12.4
"2027","Virginia",1981,5257000,662000,12.6
"2028","Virginia",1982,5329000,668000,12.5
"2029","Virginia",1983,5448000,618000,11.3
"2030","Virginia",1984,5563000,554000,10
"2031","Virginia",1985,5567000,558000,10
"2032","Virginia",1986,5624000,547000,9.7
"2033","Virginia",1987,5871000,583000,9.9
"2034","Virginia",1988,5970000,647000,10.8
"2035","Virginia",1989,6159000,671000,10.9
"2036","Virginia",1990,6322000,705000,11.1
"2037","Virginia",1991,6144000,608000,9.9
"2038","Virginia",1992,6241000,592000,9.5
"2039","Virginia",1993,6470000,627000,9.7
"2040","Virginia",1994,6616000,710000,10.7
"2041","Virginia",1995,6371000,648000,10.2
"2042","Virginia",1996,6481000,795000,12.3
"2043","Virginia",1997,6747000,858000,12.7
"2044","Virginia",1998,6679000,589000,8.8
"2045","Virginia",1999,6831000,537000,7.9
"2046","Virginia",2000,6977000,577000,8.3
"2047","Virginia",2001,7080000,564000,8
"2048","Virginia",2002,7108000,702000,9.9
"2049","Virginia",2003,7367000,740000,10
"2050","Virginia",2004,7369000,693000,9.4
"2051","Virginia",2005,7442000,684000,9.2
"2052","Virginia",2006,7532000,651000,8.6
"2053","Virginia",2007,7678000,664000,8.6
"2054","Virginia",2008,7735000,799000,10.3
"2055","Virginia",2009,7767000,831000,10.7
"2056","Virginia",2010,7837000,835000,10.7
"2057","Virginia",2011,7971000,907000,11.4
"2058","Virginia",2012,7994000,850000,10.6
"2059","Virginia",2013,8202000,829500,10.1
"2060","Virginia",2014,8257000,842000,10.2
"2061","Virginia",2015,8216000,894000,10.9
"2062","Virginia",2016,8163000,929000,11.4
"2063","Virginia",2017,8245500,854500,10.4
"2064","Virginia",2018,8393000,821000,9.8
"2065","Virginia",2019,8335000,737000,8.8
"2066","Virginia",2020,8501000,663000,7.8
"2067","Virginia",2021,8489000,831000,9.8
"2068","Virginia",2022,8489000,704000,8.3
"2069","Virginia",2023,8649000,815000,9.4
"2070","Virginia",2024,8685000,704000,8.1
"2071","Washington",1980,4223000,538000,12.7
"2072","Washington",1981,4168000,471000,11.3
"2073","Washington",1982,4259000,549000,12.9
"2074","Washington",1983,4274000,460000,10.8
"2075","Washington",1984,4242000,479000,11.3
"2076","Washington",1985,4371000,526000,12
"2077","Washington",1986,4369000,563000,12.9
"2078","Washington",1987,4489000,450000,10
"2079","Washington",1988,4625000,402000,8.7
"2080","Washington",1989,4729000,455000,9.6
"2081","Washington",1990,4880000,434000,8.9
"2082","Washington",1991,4989000,474000,9.5
"2083","Washington",1992,5138000,574000,11.2
"2084","Washington",1993,5224000,634000,12.1
"2085","Washington",1994,5259000,614000,11.7
"2086","Washington",1995,5424000,677000,12.5
"2087","Washington",1996,5620000,666000,11.9
"2088","Washington",1997,5735000,529000,9.2
"2089","Washington",1998,5729000,512000,8.9
"2090","Washington",1999,5698000,545000,9.6
"2091","Washington",2000,5863000,634000,10.8
"2092","Washington",2001,5920000,634000,10.7
"2093","Washington",2002,5988000,657000,11
"2094","Washington",2003,6078000,766000,12.6
"2095","Washington",2004,6116000,7e+05,11.4
"2096","Washington",2005,6237000,636000,10.2
"2097","Washington",2006,6310000,502000,8
"2098","Washington",2007,6503000,661000,10.2
"2099","Washington",2008,6526000,680000,10.4
"2100","Washington",2009,6697000,781000,11.7
"2101","Washington",2010,6713000,779000,11.6
"2102","Washington",2011,6812000,854000,12.5
"2103","Washington",2012,6856000,796000,11.6
"2104","Washington",2013,6865500,827500,12.1
"2105","Washington",2014,7079000,852000,12
"2106","Washington",2015,7193000,819000,11.4
"2107","Washington",2016,7289000,8e+05,11
"2108","Washington",2017,7428000,773000,10.4
"2109","Washington",2018,7555000,647000,8.6
"2110","Washington",2019,7549000,527000,7
"2111","Washington",2020,7585000,625000,8.2
"2112","Washington",2021,7670000,587000,7.7
"2113","Washington",2022,7705000,696000,9
"2114","Washington",2023,7888000,689000,8.7
"2115","Washington",2024,7985000,784000,9.8
"2116","West Virginia",1980,1952000,297000,15.2
"2117","West Virginia",1981,2003000,398000,19.9
"2118","West Virginia",1982,1951000,484000,24.8
"2119","West Virginia",1983,1898000,419000,22.1
"2120","West Virginia",1984,1922000,392000,20.4
"2121","West Virginia",1985,1894000,423000,22.3
"2122","West Virginia",1986,1927000,432000,22.4
"2123","West Virginia",1987,1889000,408000,21.6
"2124","West Virginia",1988,1880000,337000,17.9
"2125","West Virginia",1989,1799000,283000,15.7
"2126","West Virginia",1990,1810000,328000,18.1
"2127","West Virginia",1991,1830000,327000,17.9
"2128","West Virginia",1992,1795000,401000,22.3
"2129","West Virginia",1993,1803000,4e+05,22.2
"2130","West Virginia",1994,1804000,336000,18.6
"2131","West Virginia",1995,1793000,3e+05,16.7
"2132","West Virginia",1996,1745000,323000,18.5
"2133","West Virginia",1997,1742000,286000,16.4
"2134","West Virginia",1998,1748000,312000,17.8
"2135","West Virginia",1999,1734000,272000,15.7
"2136","West Virginia",2000,1773000,261000,14.7
"2137","West Virginia",2001,1769000,291000,16.4
"2138","West Virginia",2002,1747000,293000,16.8
"2139","West Virginia",2003,1785000,310000,17.4
"2140","West Virginia",2004,1791000,254000,14.2
"2141","West Virginia",2005,1795000,276000,15.4
"2142","West Virginia",2006,1810000,277000,15.3
"2143","West Virginia",2007,1793000,265000,14.8
"2144","West Virginia",2008,1796000,260000,14.5
"2145","West Virginia",2009,1801000,285000,15.8
"2146","West Virginia",2010,1816000,306000,16.8
"2147","West Virginia",2011,1820000,318000,17.5
"2148","West Virginia",2012,1803000,301000,16.7
"2149","West Virginia",2013,1814000,336500,18.55
"2150","West Virginia",2014,1822000,376000,20.6
"2151","West Virginia",2015,1795000,261000,14.5
"2152","West Virginia",2016,1808000,326000,18
"2153","West Virginia",2017,1793500,308500,17.2
"2154","West Virginia",2018,1762000,279000,15.9
"2155","West Virginia",2019,1745000,242000,13.9
"2156","West Virginia",2020,1760000,249000,14.2
"2157","West Virginia",2021,1754000,296000,16.9
"2158","West Virginia",2022,1746000,270000,15.5
"2159","West Virginia",2023,1744000,232000,13.3
"2160","West Virginia",2024,1718000,225000,13.1
"2161","Wisconsin",1980,4724000,403000,8.5
"2162","Wisconsin",1981,4741000,384000,8.1
"2163","Wisconsin",1982,4733000,452000,9.5
"2164","Wisconsin",1983,4736000,504000,10.7
"2165","Wisconsin",1984,4698000,730000,15.5
"2166","Wisconsin",1985,4693000,544000,11.6
"2167","Wisconsin",1986,4697000,501000,10.7
"2168","Wisconsin",1987,4738000,428000,9
"2169","Wisconsin",1988,4696000,364000,7.8
"2170","Wisconsin",1989,4694000,393000,8.4
"2171","Wisconsin",1990,4815000,448000,9.3
"2172","Wisconsin",1991,4952000,492000,9.9
"2173","Wisconsin",1992,5118000,560000,10.9
"2174","Wisconsin",1993,5033000,636000,12.6
"2175","Wisconsin",1994,5003000,453000,9
"2176","Wisconsin",1995,5300000,449000,8.5
"2177","Wisconsin",1996,5205000,460000,8.8
"2178","Wisconsin",1997,5120000,422000,8.2
"2179","Wisconsin",1998,5127000,449000,8.8
"2180","Wisconsin",1999,5429000,466000,8.6
"2181","Wisconsin",2000,5308000,493000,9.3
"2182","Wisconsin",2001,5323000,423000,7.9
"2183","Wisconsin",2002,5463000,467000,8.6
"2184","Wisconsin",2003,5412000,528000,9.8
"2185","Wisconsin",2004,5456000,676000,12.4
"2186","Wisconsin",2005,5440000,553000,10.2
"2187","Wisconsin",2006,5471000,555000,10.1
"2188","Wisconsin",2007,5458000,601000,11
"2189","Wisconsin",2008,5548000,544000,9.8
"2190","Wisconsin",2009,5545000,599000,10.8
"2191","Wisconsin",2010,5626000,567000,10.1
"2192","Wisconsin",2011,5676000,743000,13.1
"2193","Wisconsin",2012,5628000,640000,11.4
"2194","Wisconsin",2013,5620000,687000,12.25
"2195","Wisconsin",2014,5742000,628000,10.9
"2196","Wisconsin",2015,5736000,654000,11.4
"2197","Wisconsin",2016,5764000,620000,10.7
"2198","Wisconsin",2017,5808500,544000,9.35
"2199","Wisconsin",2018,5795000,499000,8.6
"2200","Wisconsin",2019,5730000,479000,8.4
"2201","Wisconsin",2020,5836000,466000,8
"2202","Wisconsin",2021,5910000,551000,9.3
"2203","Wisconsin",2022,5807000,386000,6.6
"2204","Wisconsin",2023,5750000,535000,9.3
"2205","Wisconsin",2024,5840000,522000,8.9
"2206","Wyoming",1980,468000,49000,10.4
"2207","Wyoming",1981,482000,43000,8.9
"2208","Wyoming",1982,481000,58000,12
"2209","Wyoming",1983,486000,61000,12.6
"2210","Wyoming",1984,488000,53000,10.9
"2211","Wyoming",1985,506000,61000,12
"2212","Wyoming",1986,496000,73000,14.6
"2213","Wyoming",1987,451000,49000,10.8
"2214","Wyoming",1988,454000,43000,9.6
"2215","Wyoming",1989,462000,50000,10.9
"2216","Wyoming",1990,463000,51000,11
"2217","Wyoming",1991,470000,47000,9.9
"2218","Wyoming",1992,475000,49000,10.3
"2219","Wyoming",1993,481000,64000,13.3
"2220","Wyoming",1994,485000,45000,9.3
"2221","Wyoming",1995,482000,59000,12.2
"2222","Wyoming",1996,486000,58000,11.9
"2223","Wyoming",1997,490000,66000,13.5
"2224","Wyoming",1998,484000,51000,10.6
"2225","Wyoming",1999,484000,56000,11.6
"2226","Wyoming",2000,485000,52000,10.8
"2227","Wyoming",2001,487000,42000,8.7
"2228","Wyoming",2002,488000,44000,9
"2229","Wyoming",2003,487000,48000,9.8
"2230","Wyoming",2004,496000,50000,10
"2231","Wyoming",2005,509000,54000,10.6
"2232","Wyoming",2006,516000,51000,10
"2233","Wyoming",2007,518000,56000,10.9
"2234","Wyoming",2008,529000,54000,10.1
"2235","Wyoming",2009,540000,50000,9.2
"2236","Wyoming",2010,550000,53000,9.6
"2237","Wyoming",2011,562000,60000,10.7
"2238","Wyoming",2012,577000,56000,9.6
"2239","Wyoming",2013,585000,68000,11.6
"2240","Wyoming",2014,572000,55000,9.7
"2241","Wyoming",2015,574000,56000,9.8
"2242","Wyoming",2016,571000,62000,10.9
"2243","Wyoming",2017,560000,71500,12.7
"2244","Wyoming",2018,565000,53000,9.5
"2245","Wyoming",2019,565000,52000,9.2
"2246","Wyoming",2020,561000,55000,9.7
"2247","Wyoming",2021,568000,53000,9.4
"2248","Wyoming",2022,562000,40000,7.1
"2249","Wyoming",2023,571000,54000,9.4
"2250","Wyoming",2024,575000,44000,7.7
