"","State","year","tot_pop","num_pov","perc_in_pov"
"1","Alabama",1980,3831000,810000,21.2
"2","Alabama",1981,3878000,935000,24.1
"3","Alabama",1982,3937000,849000,21.6
"4","Alabama",1983,3950000,909000,23
"5","Alabama",1984,3875000,738000,19.1
"6","Alabama",1985,3981000,821000,20.6
"7","Alabama",1986,4025000,959000,23.8
"8","Alabama",1987,3989000,851000,21.3
"9","Alabama",1988,4015000,775000,19.3
"10","Alabama",1989,4074000,770000,18.9
"11","Alabama",1990,4063000,779000,19.2
"12","Alabama",1991,4178000,786000,18.8
"13","Alabama",1992,4226000,729000,17.3
"14","Alabama",1993,4168000,725000,17.4
"15","Alabama",1994,4299000,704000,16.4
"16","Alabama",1995,4396000,882000,20.1
"17","Alabama",1996,4258000,595000,14
"18","Alabama",1997,4243000,665000,15.7
"19","Alabama",1998,4190000,609000,14.5
"20","Alabama",1999,4388000,668000,15.2
"21","Alabama",2000,4376000,583000,13.3
"22","Alabama",2001,4378000,696000,15.9
"23","Alabama",2002,4432000,640000,14.5
"24","Alabama",2003,4417000,663000,15
"25","Alabama",2004,4508000,762000,16.9
"26","Alabama",2005,4501000,750000,16.7
"27","Alabama",2006,4532000,650000,14.3
"28","Alabama",2007,4566000,662000,14.5
"29","Alabama",2008,4716000,675000,14.3
"30","Alabama",2009,4655000,770000,16.6
"31","Alabama",2010,4717000,812000,17.2
"32","Alabama",2011,4765000,732000,15.4
"33","Alabama",2012,4808000,777000,16.2
"34","Alabama",2013,4779000,843500,17.6
"35","Alabama",2014,4765000,848000,17.8
"36","Alabama",2015,4820000,784000,16.3
"37","Alabama",2016,4821000,782000,16.2
"38","Alabama",2017,4803500,729000,15.15
"39","Alabama",2018,4877000,779000,16
"40","Alabama",2019,4873000,627000,12.9
"41","Alabama",2020,5001000,744000,14.9
"42","Alabama",2021,4961000,787000,15.9
"43","Alabama",2022,4990000,681000,13.6
"44","Alabama",2023,4995000,711000,14.2
"45","Alabama",2024,5042000,822000,16.3
"46","Alaska",1980,379000,36000,9.6
"47","Alaska",1981,403000,36000,9
"48","Alaska",1982,432000,46000,10.6
"49","Alaska",1983,486000,61000,12.6
"50","Alaska",1984,507000,49000,9.6
"51","Alaska",1985,510000,45000,8.7
"52","Alaska",1986,517000,59000,11.4
"53","Alaska",1987,499000,60000,12
"54","Alaska",1988,480000,53000,11
"55","Alaska",1989,488000,51000,10.5
"56","Alaska",1990,499000,57000,11.4
"57","Alaska",1991,525000,62000,11.8
"58","Alaska",1992,572000,58000,10.2
"59","Alaska",1993,570000,52000,9.1
"60","Alaska",1994,592000,61000,10.2
"61","Alaska",1995,630000,45000,7.1
"62","Alaska",1996,657000,54000,8.2
"63","Alaska",1997,640000,56000,8.8
"64","Alaska",1998,641000,60000,9.4
"65","Alaska",1999,630000,48000,7.6
"66","Alaska",2000,620000,47000,7.6
"67","Alaska",2001,632000,54000,8.5
"68","Alaska",2002,632000,56000,8.8
"69","Alaska",2003,643000,62000,9.6
"70","Alaska",2004,648000,59000,9.1
"71","Alaska",2005,657000,66000,10
"72","Alaska",2006,658000,58000,8.9
"73","Alaska",2007,675000,51000,7.6
"74","Alaska",2008,672000,55000,8.2
"75","Alaska",2009,688000,81000,11.7
"76","Alaska",2010,695000,87000,12.5
"77","Alaska",2011,712000,83000,11.7
"78","Alaska",2012,702000,70000,10
"79","Alaska",2013,696000,71500,10.3
"80","Alaska",2014,694000,82000,11.9
"81","Alaska",2015,703000,65000,9.2
"82","Alaska",2016,708000,89000,12.6
"83","Alaska",2017,718000,95000,13.25
"84","Alaska",2018,720000,94000,13.1
"85","Alaska",2019,701000,72000,10.2
"86","Alaska",2020,708000,95000,13.4
"87","Alaska",2021,712000,81000,11.4
"88","Alaska",2022,708000,68000,9.6
"89","Alaska",2023,717000,72000,10.1
"90","Alaska",2024,720000,68000,9.4
"91","Arizona",1980,2774000,354000,12.8
"92","Arizona",1981,2751000,323000,11.7
"93","Arizona",1982,2765000,408000,14.8
"94","Arizona",1983,2875000,469000,16.3
"95","Arizona",1984,3133000,569000,18.2
"96","Arizona",1985,3227000,345000,10.7
"97","Arizona",1986,3386000,484000,14.3
"98","Arizona",1987,3459000,444000,12.8
"99","Arizona",1988,3491000,491000,14.1
"100","Arizona",1989,3556000,502000,14.1
"101","Arizona",1990,3521000,484000,13.7
"102","Arizona",1991,3603000,532000,14.8
"103","Arizona",1992,3851000,607000,15.8
"104","Arizona",1993,4003000,615000,15.4
"105","Arizona",1994,4223000,673000,15.9
"106","Arizona",1995,4337000,7e+05,16.1
"107","Arizona",1996,4786000,980000,20.5
"108","Arizona",1997,4643000,797000,17.2
"109","Arizona",1998,4887000,812000,16.6
"110","Arizona",1999,5057000,616000,12.2
"111","Arizona",2000,5181000,607000,11.7
"112","Arizona",2001,5314000,778000,14.6
"113","Arizona",2002,5424000,735000,13.5
"114","Arizona",2003,5558000,749000,13.5
"115","Arizona",2004,5763000,830000,14.4
"116","Arizona",2005,6025000,917000,15.2
"117","Arizona",2006,6256000,902000,14.4
"118","Arizona",2007,6365000,912000,14.3
"119","Arizona",2008,6529000,1172000,18
"120","Arizona",2009,6508000,1381000,21.2
"121","Arizona",2010,6426000,1208000,18.8
"122","Arizona",2011,6547000,1128000,17.2
"123","Arizona",2012,6642000,1260000,19
"124","Arizona",2013,6588500,1254000,19
"125","Arizona",2014,6657000,1409000,21.2
"126","Arizona",2015,6728000,1156000,17.2
"127","Arizona",2016,6878000,1108000,16.1
"128","Arizona",2017,6985500,938500,13.4
"129","Arizona",2018,7241000,929000,12.8
"130","Arizona",2019,7285000,725000,9.9
"131","Arizona",2020,7203000,783000,10.9
"132","Arizona",2021,7303000,922000,12.6
"133","Arizona",2022,7239000,920000,12.7
"134","Arizona",2023,7210000,861000,11.9
"135","Arizona",2024,7567000,761000,10.1
"136","Arkansas",1980,2249000,484000,21.5
"137","Arkansas",1981,2247000,541000,24.1
"138","Arkansas",1982,2219000,527000,23.8
"139","Arkansas",1983,2283000,492000,21.5
"140","Arkansas",1984,2364000,564000,23.9
"141","Arkansas",1985,2364000,541000,22.9
"142","Arkansas",1986,2342000,499000,21.3
"143","Arkansas",1987,2468000,537000,21.8
"144","Arkansas",1988,2446000,527000,21.6
"145","Arkansas",1989,2419000,442000,18.3
"146","Arkansas",1990,2411000,472000,19.6
"147","Arkansas",1991,2450000,425000,17.3
"148","Arkansas",1992,2463000,430000,17.5
"149","Arkansas",1993,2421000,484000,20
"150","Arkansas",1994,2414000,369000,15.3
"151","Arkansas",1995,2532000,376000,14.9
"152","Arkansas",1996,2606000,449000,17.2
"153","Arkansas",1997,2621000,515000,19.7
"154","Arkansas",1998,2559000,377000,14.7
"155","Arkansas",1999,2616000,384000,14.7
"156","Arkansas",2000,2650000,436000,16.5
"157","Arkansas",2001,2650000,472000,17.8
"158","Arkansas",2002,2690000,532000,19.8
"159","Arkansas",2003,2670000,474000,17.8
"160","Arkansas",2004,2723000,412000,15.1
"161","Arkansas",2005,2756000,382000,13.8
"162","Arkansas",2006,2748000,487000,17.7
"163","Arkansas",2007,2803000,387000,13.8
"164","Arkansas",2008,2822000,431000,15.3
"165","Arkansas",2009,2846000,538000,18.9
"166","Arkansas",2010,2879000,440000,15.3
"167","Arkansas",2011,2909000,545000,18.7
"168","Arkansas",2012,2909000,584000,20.1
"169","Arkansas",2013,2896000,449500,15.5
"170","Arkansas",2014,2891000,532000,18.4
"171","Arkansas",2015,2951000,475000,16.1
"172","Arkansas",2016,2941000,471000,16
"173","Arkansas",2017,2922500,434000,14.85
"174","Arkansas",2018,2912000,462000,15.9
"175","Arkansas",2019,2915000,412000,14.1
"176","Arkansas",2020,2974000,420000,14.1
"177","Arkansas",2021,2981000,502000,16.8
"178","Arkansas",2022,2993000,496000,16.6
"179","Arkansas",2023,3011000,416000,13.8
"180","Arkansas",2024,3011000,398000,13.2
"181","California",1980,23750000,2619000,11
"182","California",1981,24110000,3216000,13.3
"183","California",1982,24610000,3475000,14.1
"184","California",1983,25170000,3755000,14.9
"185","California",1984,25600000,3375000,13.2
"186","California",1985,26460000,3596000,13.6
"187","California",1986,27080000,3453000,12.7
"188","California",1987,27880000,3443000,12.3
"189","California",1988,27860000,3687000,13.2
"190","California",1989,29350000,3772000,12.9
"191","California",1990,29770000,4128000,13.9
"192","California",1991,30740000,4825000,15.7
"193","California",1992,31700000,5197000,16.4
"194","California",1993,31970000,5803000,18.2
"195","California",1994,31670000,5658000,17.9
"196","California",1995,32060000,5342000,16.7
"197","California",1996,32310000,5472000,16.9
"198","California",1997,32880000,5459000,16.6
"199","California",1998,33290000,5118000,15.4
"200","California",1999,33710000,4733000,14
"201","California",2000,33890000,4294000,12.7
"202","California",2001,34390000,4321000,12.6
"203","California",2002,35070000,4605000,13.1
"204","California",2003,35310000,4634000,13.1
"205","California",2004,35770000,4724000,13.2
"206","California",2005,35840000,4716000,13.2
"207","California",2006,36160000,4427000,12.2
"208","California",2007,36250000,4589000,12.7
"209","California",2008,36640000,5344000,14.6
"210","California",2009,36740000,5638000,15.3
"211","California",2010,37240000,6073000,16.3
"212","California",2011,37590000,6352000,16.9
"213","California",2012,37910000,6015000,15.9
"214","California",2013,38130000,5714500,15
"215","California",2014,38670000,6112000,15.8
"216","California",2015,39080000,5441000,13.9
"217","California",2016,39140000,5435000,13.9
"218","California",2017,39245000,4815500,12.25
"219","California",2018,39150000,4664000,11.9
"220","California",2019,39370000,3980000,10.1
"221","California",2020,39200000,4332000,11.1
"222","California",2021,38770000,4615000,11.9
"223","California",2022,38690000,4346000,11.2
"224","California",2023,38550000,4568000,11.9
"225","California",2024,39440000,4095000,10.4
"226","Colorado",1980,2869000,247000,8.6
"227","Colorado",1981,2958000,285000,9.6
"228","Colorado",1982,3064000,387000,12.6
"229","Colorado",1983,3083000,390000,12.6
"230","Colorado",1984,3067000,274000,8.9
"231","Colorado",1985,3176000,324000,10.2
"232","Colorado",1986,3157000,426000,13.5
"233","Colorado",1987,3184000,398000,12.5
"234","Colorado",1988,3237000,405000,12.5
"235","Colorado",1989,3258000,393000,12.1
"236","Colorado",1990,3367000,461000,13.7
"237","Colorado",1991,3319000,347000,10.4
"238","Colorado",1992,3478000,376000,10.8
"239","Colorado",1993,3564000,354000,9.9
"240","Colorado",1994,3736000,335000,9
"241","Colorado",1995,3793000,335000,8.8
"242","Colorado",1996,3869000,412000,10.6
"243","Colorado",1997,3921000,320000,8.2
"244","Colorado",1998,3966000,363000,9.2
"245","Colorado",1999,4319000,366000,8.5
"246","Colorado",2000,4334000,425000,9.8
"247","Colorado",2001,4402000,383000,8.7
"248","Colorado",2002,4470000,436000,9.8
"249","Colorado",2003,4478000,436000,9.7
"250","Colorado",2004,4517000,450000,10
"251","Colorado",2005,4629000,530000,11.4
"252","Colorado",2006,4797000,466000,9.7
"253","Colorado",2007,4872000,478000,9.8
"254","Colorado",2008,4908000,541000,11
"255","Colorado",2009,4969000,613000,12.3
"256","Colorado",2010,4995000,615000,12.3
"257","Colorado",2011,5016000,661000,13.2
"258","Colorado",2012,5153000,613000,11.9
"259","Colorado",2013,5296000,564500,10.65
"260","Colorado",2014,5376000,661000,12.3
"261","Colorado",2015,5420000,538000,9.9
"262","Colorado",2016,5502000,467000,8.5
"263","Colorado",2017,5527000,458000,8.3
"264","Colorado",2018,5739000,521000,9.1
"265","Colorado",2019,5768000,535000,9.3
"266","Colorado",2020,5717000,546000,9.5
"267","Colorado",2021,5724000,455000,7.9
"268","Colorado",2022,5732000,465000,8.1
"269","Colorado",2023,5876000,498000,8.5
"270","Colorado",2024,5895000,451000,7.6
"271","Connecticut",1980,3090000,255000,8.3
"272","Connecticut",1981,3084000,254000,8.2
"273","Connecticut",1982,3126000,254000,8.1
"274","Connecticut",1983,3149000,276000,8.8
"275","Connecticut",1984,3152000,218000,6.9
"276","Connecticut",1985,3111000,237000,7.6
"277","Connecticut",1986,3125000,186000,6
"278","Connecticut",1987,3127000,207000,6.6
"279","Connecticut",1988,3199000,128000,4
"280","Connecticut",1989,3136000,90000,2.9
"281","Connecticut",1990,3265000,196000,6
"282","Connecticut",1991,3341000,287000,8.6
"283","Connecticut",1992,3272000,321000,9.8
"284","Connecticut",1993,3259000,277000,8.5
"285","Connecticut",1994,3192000,344000,10.8
"286","Connecticut",1995,3276000,318000,9.7
"287","Connecticut",1996,3341000,392000,11.7
"288","Connecticut",1997,3296000,282000,8.6
"289","Connecticut",1998,3275000,310000,9.5
"290","Connecticut",1999,3418000,246000,7.2
"291","Connecticut",2000,3365000,258000,7.7
"292","Connecticut",2001,3385000,249000,7.3
"293","Connecticut",2002,3377000,279000,8.3
"294","Connecticut",2003,3417000,278000,8.1
"295","Connecticut",2004,3487000,352000,10.1
"296","Connecticut",2005,3483000,326000,9.3
"297","Connecticut",2006,3457000,275000,8
"298","Connecticut",2007,3471000,309000,8.9
"299","Connecticut",2008,3433000,276000,8.1
"300","Connecticut",2009,3472000,292000,8.4
"301","Connecticut",2010,3541000,303000,8.6
"302","Connecticut",2011,3514000,356000,10.1
"303","Connecticut",2012,3517000,363000,10.3
"304","Connecticut",2013,3591000,398000,11.1
"305","Connecticut",2014,3577000,308000,8.6
"306","Connecticut",2015,3572000,324000,9.1
"307","Connecticut",2016,3567000,351000,9.8
"308","Connecticut",2017,3554000,382500,10.75
"309","Connecticut",2018,3413000,348000,10.2
"310","Connecticut",2019,3490000,291000,8.3
"311","Connecticut",2020,3545000,396000,11.2
"312","Connecticut",2021,3553000,285000,8
"313","Connecticut",2022,3602000,368000,10.2
"314","Connecticut",2023,3620000,301000,8.3
"315","Connecticut",2024,3658000,332000,9.1
"316","Delaware",1980,578000,68000,11.8
"317","Delaware",1981,587000,72000,12.3
"318","Delaware",1982,611000,70000,11.5
"319","Delaware",1983,602000,52000,8.6
"320","Delaware",1984,611000,63000,10.3
"321","Delaware",1985,624000,71000,11.4
"322","Delaware",1986,639000,79000,12.4
"323","Delaware",1987,637000,42000,6.6
"324","Delaware",1988,659000,57000,8.6
"325","Delaware",1989,676000,68000,10
"326","Delaware",1990,690000,48000,6.9
"327","Delaware",1991,709000,53000,7.5
"328","Delaware",1992,709000,55000,7.8
"329","Delaware",1993,711000,73000,10.2
"330","Delaware",1994,681000,57000,8.3
"331","Delaware",1995,713000,74000,10.3
"332","Delaware",1996,732000,63000,8.6
"333","Delaware",1997,749000,72000,9.6
"334","Delaware",1998,781000,80000,10.3
"335","Delaware",1999,768000,80000,10.4
"336","Delaware",2000,777000,65000,8.4
"337","Delaware",2001,790000,53000,6.7
"338","Delaware",2002,796000,73000,9.1
"339","Delaware",2003,818000,60000,7.3
"340","Delaware",2004,825000,74000,9
"341","Delaware",2005,842000,78000,9.2
"342","Delaware",2006,858000,80000,9.3
"343","Delaware",2007,861000,80000,9.3
"344","Delaware",2008,861000,82000,9.6
"345","Delaware",2009,883000,109000,12.3
"346","Delaware",2010,890000,109000,12.2
"347","Delaware",2011,902000,123000,13.7
"348","Delaware",2012,9e+05,121000,13.5
"349","Delaware",2013,909500,114500,12.6
"350","Delaware",2014,929000,103000,11
"351","Delaware",2015,958000,106000,11.1
"352","Delaware",2016,947000,110000,11.6
"353","Delaware",2017,967000,87000,9
"354","Delaware",2018,976000,72000,7.4
"355","Delaware",2019,971000,63000,6.5
"356","Delaware",2020,991000,104000,10.5
"357","Delaware",2021,996000,117000,11.7
"358","Delaware",2022,1035000,97000,9.3
"359","Delaware",2023,1034000,81000,7.8
"360","Delaware",2024,1044000,87000,8.3
"361","Florida",1980,10100000,1692000,16.7
"362","Florida",1981,10280000,1704000,16.6
"363","Florida",1982,10510000,1601000,15.2
"364","Florida",1983,10850000,1595000,14.7
"365","Florida",1984,11190000,1693000,15.1
"366","Florida",1985,11540000,1551000,13.4
"367","Florida",1986,11780000,1342000,11.4
"368","Florida",1987,12260000,1523000,12.4
"369","Florida",1988,12500000,1704000,13.6
"370","Florida",1989,12760000,1590000,12.5
"371","Florida",1990,13180000,1896000,14.4
"372","Florida",1991,13410000,2069000,15.4
"373","Florida",1992,13710000,2139000,15.6
"374","Florida",1993,14120000,2507000,17.8
"375","Florida",1994,14260000,2128000,14.9
"376","Florida",1995,14310000,2321000,16.2
"377","Florida",1996,14340000,2037000,14.2
"378","Florida",1997,14350000,2056000,14.3
"379","Florida",1998,14630000,1923000,13.1
"380","Florida",1999,15570000,1937000,12.4
"381","Florida",2000,15990000,1754000,11
"382","Florida",2001,16320000,2077000,12.7
"383","Florida",2002,16390000,2058000,12.6
"384","Florida",2003,16880000,2148000,12.7
"385","Florida",2004,17420000,2028000,11.6
"386","Florida",2005,17850000,1975000,11.1
"387","Florida",2006,18030000,2068000,11.5
"388","Florida",2007,18040000,2250000,12.5
"389","Florida",2008,18020000,2370000,13.1
"390","Florida",2009,18390000,2676000,14.6
"391","Florida",2010,18760000,3006000,16
"392","Florida",2011,18990000,2822000,14.9
"393","Florida",2012,19170000,2926000,15.3
"394","Florida",2013,19415000,2885000,14.85
"395","Florida",2014,19690000,3282000,16.7
"396","Florida",2015,20070000,3253000,16.2
"397","Florida",2016,20520000,2659000,13
"398","Florida",2017,20900000,2836500,13.55
"399","Florida",2018,21120000,2883000,13.7
"400","Florida",2019,21400000,2455000,11.5
"401","Florida",2020,21510000,2854000,13.3
"402","Florida",2021,21650000,2721000,12.6
"403","Florida",2022,22190000,2988000,13.5
"404","Florida",2023,22630000,2622000,11.6
"405","Florida",2024,23460000,2687000,11.5
"406","Georgia",1980,5243000,727000,13.9
"407","Georgia",1981,5415000,881000,16.3
"408","Georgia",1982,5472000,1074000,19.6
"409","Georgia",1983,5581000,1050000,18.8
"410","Georgia",1984,5822000,981000,16.9
"411","Georgia",1985,5867000,1037000,17.7
"412","Georgia",1986,6023000,879000,14.6
"413","Georgia",1987,6049000,883000,14.6
"414","Georgia",1988,6230000,875000,14
"415","Georgia",1989,6197000,929000,15
"416","Georgia",1990,6349000,1001000,15.8
"417","Georgia",1991,6265000,1077000,17.2
"418","Georgia",1992,6664000,1177000,17.7
"419","Georgia",1993,6825000,919000,13.5
"420","Georgia",1994,7220000,1012000,14
"421","Georgia",1995,7262000,878000,12.1
"422","Georgia",1996,7390000,1097000,14.8
"423","Georgia",1997,7631000,1109000,14.5
"424","Georgia",1998,7634000,1034000,13.5
"425","Georgia",1999,7877000,1011000,12.8
"426","Georgia",2000,8112000,982000,12.1
"427","Georgia",2001,8261000,1069000,12.9
"428","Georgia",2002,8413000,939000,11.2
"429","Georgia",2003,8559000,1014000,11.9
"430","Georgia",2004,8700000,1132000,13
"431","Georgia",2005,9014000,1298000,14.4
"432","Georgia",2006,9334000,1172000,12.6
"433","Georgia",2007,9486000,1294000,13.6
"434","Georgia",2008,9541000,1477000,15.5
"435","Georgia",2009,9657000,1775000,18.4
"436","Georgia",2010,9650000,1814000,18.8
"437","Georgia",2011,9681000,1783000,18.4
"438","Georgia",2012,9665000,1752000,18.1
"439","Georgia",2013,9817500,1708500,17.4
"440","Georgia",2014,9948000,1676000,16.8
"441","Georgia",2015,10100000,1833000,18.1
"442","Georgia",2016,10270000,1580000,15.4
"443","Georgia",2017,10230000,1347500,13.2
"444","Georgia",2018,10420000,1548000,14.8
"445","Georgia",2019,10350000,1249000,12.1
"446","Georgia",2020,10560000,1399000,13.3
"447","Georgia",2021,10670000,1490000,14
"448","Georgia",2022,10920000,1280000,11.7
"449","Georgia",2023,11040000,1427000,12.9
"450","Georgia",2024,11120000,1408000,12.7
"451","Hawaii",1980,954000,81000,8.5
"452","Hawaii",1981,953000,108000,11.3
"453","Hawaii",1982,997000,132000,13.2
"454","Hawaii",1983,998000,129000,12.9
"455","Hawaii",1984,997000,92000,9.3
"456","Hawaii",1985,1018000,109000,10.7
"457","Hawaii",1986,1024000,109000,10.7
"458","Hawaii",1987,1086000,95000,8.8
"459","Hawaii",1988,1051000,117000,11.1
"460","Hawaii",1989,1086000,122000,11.3
"461","Hawaii",1990,1100000,121000,11
"462","Hawaii",1991,1164000,90000,7.7
"463","Hawaii",1992,1187000,133000,11.2
"464","Hawaii",1993,1135000,91000,8
"465","Hawaii",1994,1106000,97000,8.7
"466","Hawaii",1995,1187000,122000,10.3
"467","Hawaii",1996,1172000,142000,12.1
"468","Hawaii",1997,1182000,164000,13.9
"469","Hawaii",1998,1201000,131000,10.9
"470","Hawaii",1999,1225000,133000,10.8
"471","Hawaii",2000,1195000,106000,8.9
"472","Hawaii",2001,1205000,138000,11.4
"473","Hawaii",2002,1219000,138000,11.3
"474","Hawaii",2003,1250000,117000,9.3
"475","Hawaii",2004,1244000,106000,8.6
"476","Hawaii",2005,1274000,110000,8.6
"477","Hawaii",2006,1254000,116000,9.2
"478","Hawaii",2007,1264000,94000,7.5
"479","Hawaii",2008,1255000,125000,9.9
"480","Hawaii",2009,1250000,156000,12.5
"481","Hawaii",2010,1311000,162000,12.4
"482","Hawaii",2011,1337000,162000,12.1
"483","Hawaii",2012,1356000,188000,13.8
"484","Hawaii",2013,1353000,147000,10.85
"485","Hawaii",2014,1365000,147000,10.8
"486","Hawaii",2015,1382000,151000,10.9
"487","Hawaii",2016,1392000,129000,9.3
"488","Hawaii",2017,1402000,146500,10.45
"489","Hawaii",2018,1393000,128000,9.2
"490","Hawaii",2019,1365000,115000,8.4
"491","Hawaii",2020,1427000,155000,10.9
"492","Hawaii",2021,1427000,156000,10.9
"493","Hawaii",2022,1423000,126000,8.8
"494","Hawaii",2023,1415000,116000,8.2
"495","Hawaii",2024,1414000,122000,8.6
"496","Idaho",1980,934000,138000,14.7
"497","Idaho",1981,962000,171000,17.7
"498","Idaho",1982,967000,151000,15.6
"499","Idaho",1983,980000,174000,17.7
"500","Idaho",1984,992000,171000,17.3
"501","Idaho",1985,996000,159000,16
"502","Idaho",1986,973000,180000,18.5
"503","Idaho",1987,991000,150000,15.1
"504","Idaho",1988,991000,124000,12.5
"505","Idaho",1989,1014000,126000,12.4
"506","Idaho",1990,1048000,157000,14.9
"507","Idaho",1991,1035000,144000,13.9
"508","Idaho",1992,1095000,166000,15.2
"509","Idaho",1993,1145000,150000,13.1
"510","Idaho",1994,1138000,137000,12
"511","Idaho",1995,1154000,167000,14.5
"512","Idaho",1996,1185000,140000,11.9
"513","Idaho",1997,1251000,183000,14.7
"514","Idaho",1998,1273000,165000,13
"515","Idaho",1999,1240000,175000,14.1
"516","Idaho",2000,1289000,162000,12.5
"517","Idaho",2001,1314000,151000,11.5
"518","Idaho",2002,1296000,147000,11.3
"519","Idaho",2003,1356000,138000,10.2
"520","Idaho",2004,1372000,136000,9.9
"521","Idaho",2005,1441000,143000,9.9
"522","Idaho",2006,1472000,141000,9.5
"523","Idaho",2007,1501000,149000,9.9
"524","Idaho",2008,1515000,185000,12.2
"525","Idaho",2009,1524000,209000,13.7
"526","Idaho",2010,1543000,213000,13.8
"527","Idaho",2011,1574000,248000,15.7
"528","Idaho",2012,1588000,229000,14.4
"529","Idaho",2013,1601000,202500,12.65
"530","Idaho",2014,1606000,199000,12.4
"531","Idaho",2015,1657000,204000,12.3
"532","Idaho",2016,1679000,187000,11.1
"533","Idaho",2017,1731000,200500,11.6
"534","Idaho",2018,1766000,202000,11.5
"535","Idaho",2019,1794000,127000,7.1
"536","Idaho",2020,1862000,170000,9.1
"537","Idaho",2021,1905000,177000,9.3
"538","Idaho",2022,1947000,159000,8.2
"539","Idaho",2023,1957000,178000,9.1
"540","Idaho",2024,1972000,161000,8.2
"541","Illinois",1980,11260000,1386000,12.3
"542","Illinois",1981,11340000,1371000,12.1
"543","Illinois",1982,11280000,1512000,13.4
"544","Illinois",1983,11350000,1617000,14.3
"545","Illinois",1984,11650000,1753000,15
"546","Illinois",1985,11740000,1830000,15.6
"547","Illinois",1986,11450000,1517000,13.3
"548","Illinois",1987,11500000,1655000,14.4
"549","Illinois",1988,11340000,1436000,12.7
"550","Illinois",1989,11560000,1470000,12.7
"551","Illinois",1990,11700000,1606000,13.7
"552","Illinois",1991,11800000,1598000,13.5
"553","Illinois",1992,11890000,1857000,15.6
"554","Illinois",1993,11730000,1600000,13.6
"555","Illinois",1994,11810000,1464000,12.4
"556","Illinois",1995,11760000,1459000,12.4
"557","Illinois",1996,11810000,1429000,12.1
"558","Illinois",1997,12070000,1349000,11.2
"559","Illinois",1998,12260000,1234000,10.1
"560","Illinois",1999,12250000,1215000,9.9
"561","Illinois",2000,12270000,1307000,10.7
"562","Illinois",2001,12310000,1249000,10.1
"563","Illinois",2002,12500000,1594000,12.8
"564","Illinois",2003,12620000,1592000,12.6
"565","Illinois",2004,12560000,1546000,12.3
"566","Illinois",2005,12570000,1441000,11.5
"567","Illinois",2006,12630000,1338000,10.6
"568","Illinois",2007,12680000,1262000,10
"569","Illinois",2008,12690000,1564000,12.3
"570","Illinois",2009,12760000,1690000,13.2
"571","Illinois",2010,12780000,1798000,14.1
"572","Illinois",2011,12700000,1807000,14.2
"573","Illinois",2012,12730000,1608000,12.6
"574","Illinois",2013,12715000,1707500,13.45
"575","Illinois",2014,12770000,1756000,13.7
"576","Illinois",2015,12680000,1380000,10.9
"577","Illinois",2016,12580000,1517000,12.1
"578","Illinois",2017,12600000,1416500,11.2
"579","Illinois",2018,12590000,1292000,10.3
"580","Illinois",2019,12500000,1160000,9.3
"581","Illinois",2020,12640000,1010000,8
"582","Illinois",2021,12460000,1339000,10.7
"583","Illinois",2022,12350000,1173000,9.5
"584","Illinois",2023,12540000,1224000,9.8
"585","Illinois",2024,12630000,1473000,11.7
"586","Indiana",1980,5490000,645000,11.8
"587","Indiana",1981,5431000,685000,12.6
"588","Indiana",1982,5415000,683000,12.6
"589","Indiana",1983,5382000,865000,16.1
"590","Indiana",1984,5419000,697000,12.9
"591","Indiana",1985,5302000,639000,12
"592","Indiana",1986,5312000,674000,12.7
"593","Indiana",1987,5398000,597000,11.1
"594","Indiana",1988,5530000,560000,10.1
"595","Indiana",1989,5453000,749000,13.7
"596","Indiana",1990,5480000,714000,13
"597","Indiana",1991,5533000,866000,15.7
"598","Indiana",1992,5622000,661000,11.8
"599","Indiana",1993,5751000,704000,12.2
"600","Indiana",1994,5967000,816000,13.7
"601","Indiana",1995,5673000,545000,9.6
"602","Indiana",1996,5681000,428000,7.5
"603","Indiana",1997,5849000,515000,8.8
"604","Indiana",1998,5830000,547000,9.4
"605","Indiana",1999,5914000,396000,6.7
"606","Indiana",2000,6007000,513000,8.5
"607","Indiana",2001,6030000,511000,8.5
"608","Indiana",2002,6086000,552000,9.1
"609","Indiana",2003,6130000,610000,9.9
"610","Indiana",2004,6121000,712000,11.6
"611","Indiana",2005,6131000,774000,12.6
"612","Indiana",2006,6334000,674000,10.6
"613","Indiana",2007,6258000,740000,11.8
"614","Indiana",2008,6288000,901000,14.3
"615","Indiana",2009,6342000,1023000,16.1
"616","Indiana",2010,6390000,1041000,16.3
"617","Indiana",2011,6344000,989000,15.6
"618","Indiana",2012,6343000,964000,15.2
"619","Indiana",2013,6477500,913000,14.05
"620","Indiana",2014,6470000,948000,14.6
"621","Indiana",2015,6502000,880000,13.5
"622","Indiana",2016,6493000,768000,11.8
"623","Indiana",2017,6532500,755000,11.55
"624","Indiana",2018,6582000,761000,11.6
"625","Indiana",2019,6691000,677000,10.1
"626","Indiana",2020,6685000,807000,12.1
"627","Indiana",2021,6778000,704000,10.4
"628","Indiana",2022,6792000,704000,10.4
"629","Indiana",2023,6832000,566000,8.3
"630","Indiana",2024,6848000,589000,8.6
"631","Iowa",1980,2868000,311000,10.8
"632","Iowa",1981,2815000,368000,13.1
"633","Iowa",1982,2770000,371000,13.4
"634","Iowa",1983,2828000,473000,16.7
"635","Iowa",1984,2876000,419000,14.6
"636","Iowa",1985,2815000,505000,17.9
"637","Iowa",1986,2907000,376000,12.9
