"","State","year","tot_pop","incar_rate","tot_crime_rate","violent_crime_rate","prop_crime_rate","pov_rate","non_white_rate","spending_rate"
"1092","Massachusetts",2001,6302000,168.010155506189,3136.5280863218,485.322119961917,2651.20596635989,8900,10374.0822281462,26150000
"1093","Michigan",2001,9880000,494.423076923077,4127.2975708502,560.971659919028,3566.32591093117,9400,17447.9177262097,30950000
"1094","Minnesota",2001,4910000,134.541751527495,3629.14460285132,267.718940936864,3361.42566191446,7400,7099.86523379892,39800000
"1095","Mississippi",2001,2794000,768.0744452398,4281.1381531854,358.124552612742,3923.01360057266,19300,37242.325921503,20050000
"1096","Missouri",2001,5513000,521.621621621622,4877.25376383094,552.729911119173,4324.52385271177,9700,12373.9806276204,25500000
"1097","Montana",2001,891000,373.51290684624,3744.33221099888,357.687991021324,3386.64421997755,13300,7252.9887697485,28750000
"1098","National",2001,280922000,499.794248937427,4227.74613593809,512.412698186685,3715.3334377514,11678.6866105182,287.793093531404,33300000
"1099","Nebraska",2001,1680000,234.345238095238,4415.29761904762,310.357142857143,4104.94047619048,9400,6559.38939640096,41350000
"1100","Nevada",2001,2129000,480.648191639267,4220.05636449037,580.50728041334,3639.54908407703,7100,14582.4039069688,22150000
"1101","New Hampshire",2001,1254000,190.749601275917,2331.18022328549,170.97288676236,2160.20733652313,6500,2117.19817254153,22300000
"1102","New Jersey",2001,8456000,332.805108798486,3236.10454115421,391.367076631977,2844.73746452223,8100,21982.1187773325,29700000
"1103","New Mexico",2001,1795000,315.766016713092,5425.23676880223,795.988857938719,4629.24791086351,18000,17535.0899808264,35650000
"1104","New York",2001,18780000,359.600638977636,2960.72949946752,521.948881789137,2438.78061767838,14200,24725.1169187405,44750000
"1105","North Carolina",2001,8084000,398.973280554181,5000.51954477981,500.556655121227,4499.96288965858,12500,26872.3296488722,23300000
"1106","North Dakota",2001,620000,179.193548387097,2474.03225806452,81.4516129032258,2392.58064516129,13800,7502.8207534184,28400000
"1107","Ohio",2001,11180000,405.017889087656,4249.89266547406,357.98747763864,3891.90518783542,10500,14101.4321006072,32550000
"1108","Oklahoma",2001,3372000,675.563463819691,4727.31316725979,525.682087781732,4201.63107947805,15100,17138.804341499,39950000
"1109","Oregon",2001,3446000,331.108531630876,5083.4010446895,309.053975623912,4774.34706906558,11800,8047.94652736677,47500000
"1110","Pennsylvania",2001,12090000,314.822167080232,3009.42928039702,417.138130686518,2592.2911497105,9600,10950.646763944,23150000
"1111","Rhode Island",2001,1043000,310.738255033557,3741.13135186961,314.285714285714,3426.84563758389,9600,8880.82931329089,30100000
"1112","South Carolina",2001,3995000,565.106382978723,5486.05757196496,828.886107634543,4657.17146433041,15100,26269.950060193,32450000
"1113","South Dakota",2001,737000,378.561736770692,2394.02985074627,158.887381275441,2235.14246947083,8400,7407.74486113001,37950000
"1114","Tennessee",2001,5670000,417.477954144621,5216.36684303351,754.426807760141,4461.94003527337,14100,19801.8116451262,45700000
"1115","Texas",2001,21030000,770.660960532573,5224.95958155017,580.860675225868,4644.0989063243,14900,14689.265833382,44250000
"1116","Utah",2001,2257000,236.552946389012,4267.03588834736,235.445281346921,4031.59060700044,10500,4848.72314830396,29700000
"1117","Vermont",2001,605000,287.768595041322,2806.28099173554,106.446280991736,2699.8347107438,9700,2294.1464395224,33650000
"1118","Virginia",2001,7080000,447.203389830509,3226.62429378531,295.748587570621,2930.87570621469,8000,27680.2870198728,38450000
"1119","Washington",2001,5920000,256.064189189189,5211.01351351351,359.087837837838,4851.92567567568,10700,12265.6025582592,43800000
"1120","West Virginia",2001,1769000,238.270209157716,2607.12266817411,284.624081401922,2322.49858677219,16400,3588.33116353488,40400000
"1121","Wisconsin",2001,5323000,403.813638925418,3370.46778132632,234.566973511178,3135.90080781514,7900,8405.06545297113,30800000
"1122","Wyoming",2001,487000,345.790554414784,3571.25256673511,261.190965092402,3310.06160164271,8700,2921.73296366205,36150000
"1123","Alabama",2002,4432000,630.573104693141,4520.10379061372,449.706678700361,4070.39711191336,14500,28195.6449641562,25800000
"1124","Alaska",2002,632000,695.886075949367,4390.03164556962,573.892405063291,3816.13924050633,8800,29319.4586445898,66900000
"1125","Arizona",2002,5424000,541.279498525074,6424.53908554572,556.25,5868.28908554572,13500,10517.4108154013,3.8e+07
"1126","Arkansas",2002,2690000,486.654275092937,4188.55018587361,427.546468401487,3761.00371747212,19800,20882.3048741917,24200000
"1127","California",2002,35070000,460.11120615911,3948.87938408897,594.205873966353,3354.67351012261,13100,20951.1626905322,4.7e+07
"1128","Colorado",2002,4470000,421.319910514541,4383.35570469799,355.302013422819,4028.05369127517,9800,8154.83714245966,38800000
"1129","Connecticut",2002,3377000,613.56233343204,3086.55611489488,320.017767249038,2766.53834764584,8300,13935.7292463107,36700000
"1130","Delaware",2002,796000,851.507537688442,3995.35175879397,607.537688442211,3387.81407035176,9100,21831.709371055,38500000
"1131","Florida",2002,16390000,458.877364246492,5527.49847467968,785.363026235509,4742.13544844417,12600,18097.4568446102,42800000
"1132","Georgia",2002,8413000,563.948650897421,4586.11672411744,466.789492452157,4119.32723166528,11200,34409.0324411546,29700000
"1133","Hawaii",2002,1219000,444.87284659557,6172.1082854799,267.596390484003,5904.5118949959,11300,74314.8899848793,33400000
"1134","Idaho",2002,1296000,443.364197530864,3282.9475308642,263.811728395062,3019.13580246914,11300,3586.058887401,29200000
"1135","Illinois",2002,12500000,341.544,4049.904,606.072,3443.832,12800,20324.5521121643,41900000
"1136","Indiana",2002,6086000,355.093657574762,3795.03779165297,361.501807426881,3433.53598422609,9100,7897.54238794059,23700000
"1137","Iowa",2002,2899000,289.686098654709,3493.10106933425,289.341152121421,3203.75991721283,9200,5074.76177981774,25400000
"1138","Kansas",2002,2681000,333.271167474823,4140.13427825438,381.53674002238,3758.597538232,10100,9253.65295195213,28600000
"1139","Kentucky",2002,4033000,392.263823456484,2967.79072650632,275.254153235805,2692.53657327052,14200,8131.3238750082,21600000
"1140","Louisiana",2002,4445000,810.618672665917,5141.23734533183,667.941507311586,4473.29583802025,17500,34420.4405132577,32200000
"1141","Maine",2002,1265000,150.197628458498,2717.86561264822,110.355731225296,2607.50988142292,13400,2775.31236682871,22700000
"1142","Maryland",2002,5419000,445.875622808636,4781.69403949068,775.32755120871,4006.36648828197,7400,33561.8333316153,39900000
"1143","Massachusetts",2002,6469000,159.66919152883,3074.50919771217,481.326325552636,2593.18287215953,10000,12161.4882758629,36500000
"1144","Michigan",2002,9897000,511.175103566737,3934.18207537638,548.711730827524,3385.47034454885,11600,17427.5708315907,32600000
"1145","Minnesota",2002,5044000,141.336241078509,3518.12053925456,266.217287866772,3251.90325138779,6500,7716.18126859964,3.3e+07
"1146","Mississippi",2002,2785000,815.260323159785,4288.76122082585,353.967684021544,3934.79353680431,18400,40295.8215219755,26200000
"1147","Missouri",2002,5581000,539.311951263214,4677.96093889984,547.51836588425,4130.44257301559,9900,13638.1251829244,29200000
"1148","Montana",2002,902000,368.40354767184,3541.90687361419,354.434589800443,3187.47228381375,13500,6596.55413850132,30400000
"1149","National",2002,284749000,505.759107143484,4171.72808332953,499.97611931912,3671.75196401041,12105.3980874384,288.318381895329,32700000
"1150","Nebraska",2002,1700000,238.705882352941,4329.76470588235,319.294117647059,4010.47058823529,10600,6657.90201831079,25200000
"1151","Nevada",2002,2114000,495.648060548723,4624.0302743614,655.439924314097,3968.5903500473,8900,15851.331600076,48600000
"1152","New Hampshire",2002,1264000,193.908227848101,2239.39873417722,162.658227848101,2076.74050632911,5800,3396.63062629595,27200000
"1153","New Jersey",2002,8585000,324.88060570763,3028.15375655213,375.678509027373,2652.47524752475,7900,20506.5412065637,4.6e+07
"1154","New Mexico",2002,1837000,326.129559063691,5127.70821992379,746.815459989113,4380.89275993468,17900,13575.0899719943,35900000
"1155","New York",2002,19220000,348.933402705515,2794.59417273673,494.432882414152,2300.16129032258,14000,24165.4340580037,57100000
"1156","North Carolina",2002,8146000,403.044438988461,4822.3177019396,480.211146575006,4342.1065553646,14300,28538.4046232268,29400000
"1157","North Dakota",2002,632000,175.949367088608,2414.24050632911,78.4810126582278,2335.75949367089,11600,9119.26941713946,19600000
"1158","Ohio",2002,11250000,405.742222222222,4169.81333333333,356.693333333333,3813.12,9800,13873.8978114881,34400000
"1159","Oklahoma",2002,3473000,656.55053268068,4771.52317880795,506.392168154333,4265.13101065361,14100,17413.7236580798,26500000
"1160","Oregon",2002,3503000,344.990008564088,4894.17642021125,293.976591493006,4600.19982871824,10900,7364.70594454948,35700000
"1161","Pennsylvania",2002,12170000,330.057518488085,2879.58915365653,407.378800328677,2472.21035332786,9500,11247.188530255,32300000
"1162","Rhode Island",2002,1055000,333.649289099526,3639.14691943128,289.194312796209,3349.95260663507,11000,8547.11695809632,36400000
"1163","South Carolina",2002,3989000,594.509902231136,5454.22411631988,846.352469290549,4607.87164702933,14300,29342.6369714191,28600000
"1164","South Dakota",2002,743000,392.732166890983,2334.05114401077,181.695827725437,2152.35531628533,11500,8148.6331360033,22600000
"1165","Tennessee",2002,5655000,441.892130857648,5145.19893899204,734.960212201592,4410.23872679045,14800,20067.7106710164,27400000
"1166","Texas",2002,21480000,754.203910614525,5262.06703910615,586.675977653631,4675.39106145251,15600,15463.0124226543,2.8e+07
"1167","Utah",2002,2308000,240.987868284229,4468.32755632582,237.781629116118,4230.54592720971,9900,5970.04087669729,30800000
"1168","Vermont",2002,616000,302.435064935065,2532.46753246753,106.818181818182,2425.64935064935,9900,2199.8656760855,24300000
"1169","Virginia",2002,7108000,492.02307259426,3222.2706809229,299.043331457513,2923.22734946539,9900,27054.9604808291,29200000
"1170","Washington",2002,5988000,268.236472945892,5175.86840347361,350.100200400802,4825.76820307281,11000,13273.4618053811,29300000
"1171","West Virginia",2002,1747000,260.103033772181,2594.16141957642,241.614195764167,2352.54722381225,16800,4073.15050784632,17300000
"1172","Wisconsin",2002,5463000,404.777594728171,3239.74006955885,224.016108365367,3015.72396119348,8600,8449.78758833318,3.8e+07
"1173","Wyoming",2002,488000,355.94262295082,3659.4262295082,279.508196721311,3379.91803278689,9000,3212.35625800487,39500000
"1174","Alabama",2003,4417000,631.944758886122,4563.5499207607,437.6499886801,4125.8999320806,15000,29764.3202722739,18650000
"1175","Alaska",2003,643000,704.043545878694,4395.4898911353,602.954898911353,3792.53499222395,9600,31333.7226309648,22550000
"1176","Arizona",2003,5558000,560.813242173444,6170.79884850666,515.257286793811,5655.54156171285,13500,10365.0803819274,29950000
"1177","Arkansas",2003,2670000,498.689138576779,4177.265917603,466.25468164794,3711.01123595506,17800,20050.5165935415,13650000
"1178","California",2003,35310000,465.836873406967,4023.32766921552,582.132540356839,3441.19512885868,13100,22253.9869736763,16950000
"1179","Colorado",2003,4478000,439.280928986155,4364.96203662349,351.875837427423,4013.08619919607,9700,11082.735112846,2e+07
"1180","Connecticut",2003,3417000,580.801872988001,3044.36640327773,323.236757389523,2721.12964588821,8100,15104.8145622356,2.5e+07
"1181","Delaware",2003,818000,830.562347188264,4091.44254278729,675.427872860636,3416.01466992665,7300,23165.5104227826,33050000
"1182","Florida",2003,16880000,485.85308056872,5224.97630331754,736.255924170616,4488.72037914692,12700,18842.1736521796,14950000
"1183","Georgia",2003,8559000,551.559761654399,4778.8760369202,460.74307746232,4318.13295945788,11900,31390.4494001126,18350000
"1184","Hawaii",2003,1250000,466.24,5541.36,272,5269.36,9300,82228.1097864092,21950000
"1185","Idaho",2003,1356000,423.082595870206,3200.88495575221,247.935103244838,2952.94985250737,10200,4164.02805162398,27650000
"1186","Illinois",2003,12620000,344.041204437401,3853.09825673534,557.654516640254,3295.44374009509,12600,19320.4441040766,33550000
"1187","Indiana",2003,6130000,376.329526916803,3750.09787928222,356.3132137031,3393.78466557912,9900,10776.703879785,15650000
"1188","Iowa",2003,2916000,293.072702331962,3282.88751714678,280.349794238683,3002.53772290809,8900,5167.05734587434,19150000
"1189","Kansas",2003,2676000,341.255605381166,4488.30343796712,404.745889387145,4083.55754857997,10800,12496.3536142462,24500000
"1190","Kentucky",2003,4100000,405.414634146341,2770.78048780488,249.560975609756,2521.21951219512,14400,10257.000343916,27800000
"1191","Louisiana",2003,4422000,815.174129353234,5027.58932609679,647.26368159204,4380.32564450475,17000,34119.5982563641,33500000
"1192","Maine",2003,1279000,157.3885848319,2619.2337763878,111.180609851446,2508.05316653636,11600,2975.53312979352,16200000
"1193","Maryland",2003,5485000,433.746581586144,4524.99544211486,706.982680036463,3818.0127620784,8600,34820.9050697171,21450000
"1194","Massachusetts",2003,6357000,160.956425987101,3066.2262073305,477.851187667139,2588.37501966336,10300,11065.0792647729,25400000
"1195","Michigan",2003,9893000,498.918427170727,3862.47852016577,521.075507934903,3341.40301223087,11400,18103.6104263668,3e+07
"1196","Minnesota",2003,5075000,154.975369458128,3369.04433497537,262.384236453202,3106.66009852217,7400,8583.71766355432,36400000
"1197","Mississippi",2003,2851000,722.16766047001,4075.86811645037,327.46404770256,3748.40406874781,16000,39072.5468376327,18350000
"1198","Missouri",2003,5606000,540.545843738851,4666.9818052087,500.660007135212,4166.32179807349,10700,14677.0285073377,24550000
"1199","Montana",2003,915000,395.628415300546,3473.11475409836,366.229508196721,3106.88524590164,15100,8983.42439602803,28250000
"1200","National",2003,287162000,511.418989977783,4118.42026451968,481.845090924287,3636.57517359539,12455.6870337997,303.935400655826,32050000
"1201","Nebraska",2003,1725000,234.202898550725,4075.01449275362,295.942028985507,3779.07246376812,9800,8168.18362523477,39350000
"1202","Nevada",2003,2242000,470.249776984835,4903.70205173952,616.101694915254,4287.60035682426,10900,18287.144849743,19450000
"1203","New Hampshire",2003,1263000,192.715756136184,2248.06017418844,153.365003958828,2094.69517022961,5800,3952.19433269728,20925000
"1204","New Jersey",2003,8574000,317.77466759972,2937.22883135059,367.249825052484,2569.97900629811,8600,21731.0426703033,29250000
"1205","New Mexico",2003,1867000,333.315479378682,4785.80610605249,671.39796464917,4114.40814140332,18100,15289.0977839647,34550000
"1206","New York",2003,18920000,344.598308668076,2756.68604651163,472.970401691332,2283.7156448203,14300,25710.6509207435,42050000
"1207","North Carolina",2003,8223000,408.123555879849,4838.90307673598,465.073574121367,4373.82950261462,15700,26739.8778984433,39600000
"1208","North Dakota",2003,631000,196.35499207607,2198.41521394612,80.5071315372425,2117.90808240887,9700,6853.14438701805,28050000
"1209","Ohio",2003,11230000,398.73552983081,4057.59572573464,340.026714158504,3717.56901157614,10900,14983.3339606988,3.2e+07
"1210","Oklahoma",2003,3430000,665.33527696793,4926.12244897959,517.725947521866,4408.39650145773,12800,23257.3275030889,38250000
"1211","Oregon",2003,3560000,357.162921348315,5066.54494382022,295.112359550562,4771.43258426966,12500,9183.54021857821,44800000
"1212","Pennsylvania",2003,12140000,336.820428336079,2881.78747940692,405.354200988468,2476.43327841845,10500,13009.9787543493,40050000
"1213","Rhode Island",2003,1051000,335.58515699334,3359.18173168411,292.483349191246,3066.69838249286,11500,10137.7323531686,29350000
"1214","South Carolina",2003,4060000,584.211822660099,5444.50738916256,824.014778325123,4620.49261083744,12700,31313.5125326187,32150000
"1215","South Dakota",2003,749000,404.005340453939,2223.36448598131,177.436582109479,2045.92790387183,12700,9482.8172753807,3.6e+07
"1216","Tennessee",2003,5901000,430.486358244365,5032.6046432808,684.782240298255,4347.82240298255,14000,19192.2464329878,43100000
"1217","Texas",2003,21830000,764.594594594595,5217.50343563903,559.990838295923,4657.51259734311,17000,16967.8462239078,59300000
"1218","Utah",2003,2346000,245.652173913043,4517.17817561807,251.023017902813,4266.15515771526,9100,5781.18167113003,28800000
"1219","Vermont",2003,610000,318.688524590164,2378.68852459016,115.901639344262,2262.7868852459,8500,2825.24195710852,32500000
"1220","Virginia",2003,7367000,476.001085923714,2999.03624270395,278.132211212162,2720.90403149179,10000,26223.9999060409,37750000
"1221","Washington",2003,6078000,265.679499835472,5146.66008555446,349.98354721948,4796.67653833498,12600,13623.0370805643,41600000
"1222","West Virginia",2003,1785000,266.554621848739,2632.88515406162,259.21568627451,2373.66946778711,17400,5630.64082915207,57900000
"1223","Wisconsin",2003,5412000,417.664449371766,3137.25055432372,223.651145602365,2913.59940872136,9800,9284.48913835142,29500000
"1224","Wyoming",2003,487000,384.394250513347,3688.29568788501,269.815195071869,3418.48049281314,9800,4994.26224597164,34900000
"1225","Alabama",2004,4508000,574.24578527063,4473.4693877551,428.66015971606,4044.80922803904,16900,30198.663933265,26300000
"1226","Alaska",2004,648000,702.777777777778,4063.42592592593,641.820987654321,3421.60493827161,9100,31359.7401991135,44100000
"1227","Arizona",2004,5763000,564.20267221933,5555.35311469721,502.377234079472,5052.97588061773,14400,9830.57625313165,38800000
"1228","Arkansas",2004,2723000,507.051046639736,4580.42600073448,507.308116048476,4073.11788468601,15100,19345.1519048705,24800000
"1229","California",2004,35770000,465.630416550182,3959.65613642717,528.864970645793,3430.79116578138,13200,22748.6873480929,50100000
"1230","Colorado",2004,4517000,449.258357316803,4371.10914323666,379.034757582466,3992.07438565419,10000,10663.5767762605,37200000
"1231","Connecticut",2004,3487000,559.133926010898,2984.08373960424,290.020074562661,2694.06366504158,10100,13935.319062276,35700000
"1232","Delaware",2004,825000,839.636363636364,3922.54545454545,618.787878787879,3303.75757575758,9000,22905.4177144065,37600000
"1233","Florida",2004,17420000,491.004592422503,4884.58668197474,710.413318025258,4174.17336394948,11600,19286.1762928722,44600000
"1234","Georgia",2004,8700000,587.402298850575,4791.64367816092,462.264367816092,4329.37931034483,13000,31733.7527169078,29400000
"1235","Hawaii",2004,1244000,479.099678456592,5123.63344051447,258.279742765273,4865.3536977492,8600,80497.6975989246,32100000
"1236","Idaho",2004,1372000,464.650145772595,3079.51895043732,251.603498542274,2827.91545189504,9900,5365.69598067535,27900000
"1237","Illinois",2004,12560000,350.748407643312,3764.7372611465,552.269108280255,3212.46815286624,12300,19629.4631445556,42700000
"1238","Indiana",2004,6121000,392.223492893318,3793.87355007352,331.547132821434,3462.32641725208,11600,11364.8691886351,2.3e+07
"1239","Iowa",2004,2901000,293.864184763875,3249.70699758704,292.967942088935,2956.7390554981,10900,5380.86017536144,25800000
"1240","Kansas",2004,2669000,335.931060322218,4499.85013113526,387.0363431997,4112.81378793556,11400,13728.3708530968,30800000
"1241","Kentucky",2004,4068000,437.905604719764,2835.81612586037,249.557522123894,2586.25860373648,17800,10844.2892591246,22300000
"1242","Louisiana",2004,4419000,835.913102511881,5159.47046843177,652.726861280833,4506.74360715094,16800,33899.8580135794,33600000
"1243","Maine",2004,1290000,156.899224806202,2566.2015503876,105.736434108527,2460.46511627907,11600,4698.4632677331,24400000
"1244","Maryland",2004,5539000,420.382740566889,4358.81928145875,703.394114461094,3655.42516699765,9900,34304.843671869,39900000
"1245","Massachusetts",2004,6363000,159.421656451359,2948.90774791765,463.444915920163,2485.46283199749,9300,11565.6040420926,35800000
"1246","Michigan",2004,9939000,491.830164000402,3617.48666867894,500.422577724117,3117.06409095482,13300,18768.6199608391,34600000
"1247","Minnesota",2004,5120000,171.0546875,3296.2890625,268.57421875,3027.71484375,7000,8912.24091400617,35400000
"1248","Mississippi",2004,2862000,733.158630328442,3827.67295597484,299.37106918239,3528.30188679245,18700,38886.3260284224,27200000
"1249","Missouri",2004,5609000,554.127295418078,4508.02282046711,503.22695667677,4004.79586379034,12200,15434.6481615921,29100000
"1250","Montana",2004,908000,348.458149779736,3297.13656387665,299.88986784141,2997.24669603524,14200,8575.64479531725,27900000
"1251","National",2004,290066000,516.123916625871,4026.48845435177,468.889149366006,3557.59930498576,12738.1354588266,304.034417233206,31600000
"1252","Nebraska",2004,1724000,239.559164733179,3880.80046403712,312.819025522042,3567.98143851508,9500,9106.59390914579,2.5e+07
"1253","Nevada",2004,2385000,476.519916142558,4720.92243186583,602.893081761006,4118.02935010482,10900,17208.1255150614,46600000
"1254","New Hampshire",2004,1291000,189.620449264136,2235.47637490318,170.565453137103,2064.91092176607,5500,4028.93334493256,28700000
"1255","New Jersey",2004,8652000,309.257975034674,2800,357.639852057328,2442.36014794267,8000,21735.5729501588,48100000
"1256","New Mexico",2004,1899000,335.913638757241,4896.05055292259,688.836229594523,4207.21432332807,16500,17364.6978936887,36200000
"1257","New York",2004,19010000,335.355076275644,2670.42609153077,446.680694371383,2223.74539715939,15000,25093.3884244005,55500000
"1258","North Carolina",2004,8421000,420.781379883624,4673.69671060444,454.150338439615,4219.54637216483,14600,26761.1431126815,29400000
"1259","North Dakota",2004,627000,211.642743221691,2081.49920255183,88.9952153110048,1992.50398724083,9700,7564.94559902653,20500000
"1260","Ohio",2004,11260000,397.921847246892,4068.59680284192,344.467140319716,3724.1296625222,11600,14844.2840699166,34200000
"1261","Oklahoma",2004,3444000,711.614401858304,4852.11962833914,512.049941927991,4340.06968641115,10800,22144.1066025772,25600000
"1262","Oregon",2004,3572000,369.064949608063,4960.77827547592,300.223964165733,4660.55431131019,11800,10198.4550942522,3.6e+07
"1263","Pennsylvania",2004,12140000,337.421746293245,2888.04777594728,420.0823723229,2467.96540362438,11400,12649.7275977456,29100000
"1264","Rhode Island",2004,1055000,325.118483412322,3207.48815165877,253.364928909953,2954.12322274881,11500,9910.64079206098,40900000
"1265","South Carolina",2004,4120000,568.640776699029,5427.57281553398,804.854368932039,4622.71844660194,14900,31721.1107481088,26900000
"1266","South Dakota",2004,751000,412.117177097204,2157.65645805593,175.632490013316,1982.02396804261,13500,11584.4400235254,24900000
"1267","Tennessee",2004,5846000,442.764283270612,5065.07013342456,703.267191241875,4361.80294218269,15900,19060.732433384,28600000
"1268","Texas",2004,22290000,754.172274562584,5079.65903992822,545.329744279946,4534.32929564827,16500,17035.2370914123,29700000
"1269","Utah",2004,2390000,250.669456066946,4326.73640167364,236.276150627615,4090.46025104602,10100,5276.68970291004,30300000
"1270","Vermont",2004,616000,319.480519480519,2479.22077922078,115.746753246753,2363.47402597403,7800,3471.85404941509,28600000
"1271","Virginia",2004,7369000,482.616365856968,2998.7243859411,279.658026869317,2719.06635907179,9400,25514.6371032626,31200000
"1272","Washington",2004,6116000,271.648136036625,5267.60954872466,348.757357750164,4918.85219097449,11400,16084.0859238659,3e+07
"1273","West Virginia",2004,1791000,282.914572864322,2871.91513121161,285.315466219989,2586.59966499162,14200,4855.78823501661,18600000
"1274","Wisconsin",2004,5456000,420.802785923754,2900.62316715543,211.656891495601,2688.96627565982,12400,9665.18480511337,3.9e+07
"1275","Wyoming",2004,496000,399.193548387097,3639.51612903226,234.475806451613,3405.04032258064,10000,5155.54041298773,4.2e+07
"1276","Alabama",2005,4501000,619.595645412131,4378.38258164852,437.191735169962,3941.19084647856,16700,29117.6385871368,26900000
"1277","Alaska",2005,657000,732.420091324201,4287.51902587519,638.356164383562,3649.16286149163,10000,27359.9500750892,46300000
"1278","Arizona",2005,6025000,555.535269709544,5275.07053941909,505.858921161826,4769.21161825726,15200,10880.3262476953,39300000
"1279","Arkansas",2005,2756000,490.239477503628,4629.31785195936,532.293178519594,4097.02467343977,13800,19289.5550684673,2.4e+07
"1280","California",2005,35840000,476.216517857143,3880.32645089286,530.630580357143,3349.69587053571,13200,22171.199044472,49900000
"1281","Colorado",2005,4629000,463.51263771873,4470.66321019659,399.611147116008,4071.05206308058,11400,9568.58185127706,38600000
"1282","Connecticut",2005,3483000,558.196956646569,2865.69049669825,273.959230548378,2591.73126614987,9300,13780.5427067566,35800000
"1283","Delaware",2005,842000,824.703087885986,3750.23752969121,633.254156769596,3116.98337292162,9200,24442.1162767976,42100000
"1284","Florida",2005,17850000,502.901960784314,4700.02801120448,705.641456582633,3994.38655462185,11100,19187.7459406238,47300000
"1285","Georgia",2005,9014000,540.814288883958,4651.19813623253,451.797204348791,4199.40093188374,14400,34173.9503204626,2.9e+07
"1286","Hawaii",2005,1274000,482.417582417582,5052.43328100471,255.337519623234,4797.09576138148,8600,78919.2643245768,31100000
"1287","Idaho",2005,1441000,473.143650242887,2930.32616238723,254.684247050659,2675.64191533657,9900,5134.67482330309,27400000
"1288","Illinois",2005,12570000,357.350835322196,3700.6046141607,560.827366746221,3139.77724741448,11500,20623.4716482181,42400000
"1289","Indiana",2005,6131000,398.874571847986,3866.90588810961,331.136845539064,3535.76904257054,12600,11383.5712547323,25100000
"1290","Iowa",2005,2902000,301.068228807719,3206.99517574087,299.689869055824,2907.30530668504,11300,6281.27257122414,2.7e+07
"1291","Kansas",2005,2693000,336.724842183439,4281.06201262533,397.363535090977,3883.69847753435,12500,11555.8515516843,32400000
"1292","Kentucky",2005,4049000,485.601383057545,2883.23042726599,274.981476907878,2608.24895035811,14800,9496.2555451614,21600000
"1293","Louisiana",2005,4086000,883.088595203133,4735.68281938326,658.076358296623,4077.60646108664,18300,35482.3936200368,34700000
"1294","Maine",2005,1314000,153.957382039574,2539.72602739726,112.861491628615,2426.86453576865,12600,3879.75549218579,24600000
"1295","Maryland",2005,5560000,408.938848920863,4277.91366906475,708.075539568345,3569.8381294964,9700,34630.6183359546,4e+07
"1296","Massachusetts",2005,6318000,169.373219373219,2870.70275403609,469.199113643558,2401.50364039253,10100,13152.1043570438,36800000
"1297","Michigan",2005,9964000,497.250100361301,3701.60578081092,561.380971497391,3140.22480931353,12000,19048.9933721091,33900000
"1298","Minnesota",2005,5113000,181.517699980442,3394.17171914727,298.122433013886,3096.04928613339,8100,11032.1988469525,34700000
"1299","Mississippi",2005,2843000,721.596904678157,3635.66654941963,286.000703482237,3349.66584593739,20100,39572.612202819,26600000
"1300","Missouri",2005,5697000,541.039143408812,4533.71950149201,534.965771458663,3998.75373003335,11600,15152.0864577168,3e+07
"1301","Montana",2005,926000,378.941684665227,3460.15118790497,284.449244060475,3175.70194384449,13800,7471.97523819564,28600000
"1302","National",2005,292610000,521.482519394416,3952.53033047401,475.289634667305,3477.24069580671,12589.1117870203,301.849658190179,31075000
"1303","Nebraska",2005,1760000,253.125,3715.90909090909,287.045454545455,3428.86363636364,9500,9103.74681044609,25400000
"1304","Nevada",2005,2447000,481.487535758071,4784.55251328157,598.855741724561,4185.69677155701,10600,16980.5459351905,48300000
"1305","New Hampshire",2005,1298000,194.915254237288,1987.05701078582,135.670261941448,1851.38674884438,5600,3692.57580640311,29200000
"1306","New Jersey",2005,8692000,314.760699493787,2695.69719282099,355.717901518638,2339.97929130235,6800,21686.7398303478,4.9e+07
"1307","New Mexico",2005,1938000,339.0608875129,4748.34881320949,642.311661506708,4106.03715170279,17900,15994.9483390057,36800000
"1308","New York",2005,1.9e+07,330.226315789474,2588.57368421053,451.784210526316,2136.78947368421,14500,25423.8103644345,57700000
"1309","North Carolina",2005,8538000,425.919419067697,4620.57858983368,476.10681658468,4144.471773249,13100,27780.7847069424,29400000
"1310","North Dakota",2005,625000,221.6,2168.64,112.96,2055.68,11200,9034.89633539309,23200000
"1311","Ohio",2005,11310000,405.428824049514,4074.86295313882,355.101679929266,3719.76127320955,12300,14875.3982584388,34400000
"1312","Oklahoma",2005,3486000,712.162937464142,4631.38267355135,517.613310384395,4113.76936316695,15600,22945.5681814675,26500000
"1313","Oregon",2005,3619000,370.571981210279,4715.19756838906,288.588007736944,4426.60956065211,12000,11004.242546084,37700000
"1314","Pennsylvania",2005,12240000,346.241830065359,2885.66176470588,431.053921568627,2454.60784313725,11200,13097.5443035567,28800000
"1315","Rhode Island",2005,1052000,347.338403041825,3041.53992395437,257.604562737643,2783.93536121673,12100,10344.7442121417,40900000
"1316","South Carolina",2005,4164000,556.195965417867,5240.05763688761,782.660902977906,4457.3967339097,15000,31291.1423545839,26200000
"1317","South Dakota",2005,765000,452.679738562092,1971.37254901961,181.307189542484,1790.06535947712,11800,12276.9818551438,25100000
"1318","Tennessee",2005,5853000,450.521100290449,5146.02767811379,770.613360669742,4375.41431744405,14900,18671.2395122908,29400000
