"","State","year","tot_pop","incar_rate","tot_crime_rate","violent_crime_rate","prop_crime_rate","pov_rate","non_white_rate","spending_rate"
"482","Minnesota",1989,4268000,72.7038425492034,4470.50140581068,294.025304592315,4176.47610121837,11200,6410.93897075759,22300000
"483","Mississippi",1989,2574000,307.342657342657,3579.48717948718,316.860916860917,3262.62626262626,22000,37974.8503141973,14700000
"484","Missouri",1989,5193000,268.072405160793,5093.54900828038,628.42287694974,4465.12613133064,12600,11830.9479958243,22400000
"485","Montana",1989,816000,162.745098039216,3948.52941176471,114.583333333333,3833.94607843137,15600,6863.12299674297,18100000
"486","National",1989,245426000,290.256126082811,5806.82120068778,670.685664925477,5136.13553576231,12804.674321384,285.444349115063,45350000
"487","Nebraska",1989,1602000,149.375780274657,4114.60674157303,281.086142322097,3833.52059925094,12800,5632.9639969287,17900000
"488","Nevada",1989,1127000,453.593611357586,6182.69742679681,616.415261756877,5566.28216503993,10800,11906.0166969275,34900000
"489","New Hampshire",1989,1100000,106,3619.09090909091,169.545454545455,3449.54545454545,7700,919.288637664496,22300000
"490","New Jersey",1989,7623000,255.004591368228,5347.54033844943,618.011281647645,4729.52905680178,8200,15252.2676456067,34100000
"491","New Mexico",1989,1519000,207.899934167215,6612.771560237,708.031599736669,5904.73996050033,19500,9919.04208064948,26300000
"492","New York",1989,17940000,285.574136008919,6296.75585284281,1131.78372352285,5164.97212931996,12600,18470.4729196107,41100000
"493","North Carolina",1989,6301000,277.003650214252,5478.89223932709,569.782574194572,4909.10966513252,12200,22924.0824721768,2.1e+07
"494","North Dakota",1989,642000,70.2492211838006,2632.71028037383,64.9532710280374,2567.75700934579,12200,4821.70721257958,14400000
"495","Ohio",1989,10750000,284.074418604651,4802.34418604651,475.432558139535,4326.91162790698,10600,11699.1279164988,22900000
"496","Oklahoma",1989,3126000,371.337172104926,5675.14395393474,506.941778630838,5168.2021753039,14700,14781.2722343995,17500000
"497","Oregon",1989,2915000,211.183533447684,5960.34305317324,501.715265866209,5458.62778730703,11200,3864.98993641195,2.5e+07
"498","Pennsylvania",1989,12140000,168.607907742998,3332.73476112026,375.502471169687,2957.23228995058,10400,10117.7438872141,19400000
"499","Rhode Island",1989,963000,257.42471443406,5414.7455867082,391.692627206646,5023.05295950156,6700,6017.17029867638,25300000
"500","South Carolina",1989,3446000,456.181079512478,5726.87173534533,829.251305861869,4897.62042948346,17000,29890.8884695077,1.8e+07
"501","South Dakota",1989,696000,180.459770114943,2758.47701149425,139.224137931034,2619.25287356322,13200,9355.74293796272,16200000
"502","Tennessee",1989,4833000,219.946203186427,4613.53196772191,561.100765570039,4052.43120215187,18400,19547.5166633416,19200000
"503","Texas",1989,16890000,260.639431616341,7974.33984606276,662.457075192421,7311.88277087034,17100,14130.5840425609,21300000
"504","Utah",1989,1683000,142.245989304813,5763.16102198455,262.448009506833,5500.71301247772,8200,2600.5675674352,19400000
"505","Vermont",1989,556000,162.769784172662,4169.42446043165,135.431654676259,4033.9928057554,8000,517.610694753945,18300000
"506","Virginia",1989,6159000,267.527195973372,4169.73534664718,309.417113167722,3860.31823347946,10900,22077.4680736739,23500000
"507","Washington",1989,4729000,146.500317191795,6638.44364559103,474.941848170861,6163.50179742017,9600,6812.58402977033,23100000
"508","West Virginia",1989,1799000,85.3807670928294,2439.02167871039,151.41745414119,2287.60422456921,15700,4985.3974791844,11100000
"509","Wisconsin",1989,4694000,144.610140605028,4318.34256497657,230.805283340435,4087.53728163613,8400,5165.87325856199,26700000
"510","Wyoming",1989,462000,222.077922077922,3998.48484848485,265.584415584416,3732.90043290043,10900,1391.12587308581,33100000
"511","Alabama",1990,4063000,385.552547378784,4888.11223234064,704.651735171056,4183.46049716958,19200,26286.3129541587,17500000
"512","Alaska",1990,499000,525.450901803607,5679.75951903808,578.156312625251,5101.60320641283,11400,21884.2076400625,43600000
"513","Arizona",1990,3521000,405.026980971315,8211.87162737858,679.096847486509,7532.77477989208,13700,3634.43943025693,3.4e+07
"514","Arkansas",1990,2411000,303.691414350892,4745.25093322273,518.913313977603,4226.33761924513,19600,15219.5119564786,13800000
"515","California",1990,29770000,326.869331541821,6601.40073899899,1044.84716157205,5556.55357742694,13900,17046.0033265672,36700000
"516","Colorado",1990,3367000,227.828927828928,5923.19572319572,514.642114642115,5408.55360855361,13700,7917.31074286902,27500000
"517","Connecticut",1990,3265000,321.592649310873,5423.21592649311,557.457886676876,4865.75803981623,6000,9360.77742399075,31100000
"518","Delaware",1990,690000,503.04347826087,5175.21739130435,632.608695652174,4542.60869565217,6900,22447.1423114194,28800000
"519","Florida",1990,13180000,336.775417298938,8648.96813353566,1221.47192716237,7427.49620637329,14400,17284.4861441372,32700000
"520","Georgia",1990,6349000,352.984722003465,6901.26004095133,771.712080642621,6129.54796030871,15800,33982.6185535217,22600000
"521","Hawaii",1990,1100000,230.272727272727,6152.36363636364,283,5869.36363636364,11000,72741.8533722607,27700000
"522","Idaho",1990,1048000,187.118320610687,3897.42366412214,264.885496183206,3632.53816793893,14900,2749.52116335782,2e+07
"523","Illinois",1990,11700000,235.179487179487,5798.42735042735,945.08547008547,4853.34188034188,13700,18702.0917550452,29800000
"524","Indiana",1990,5480000,232.408759124088,4738.15693430657,479.470802919708,4258.68613138686,13000,8371.22123375632,19400000
"525","Iowa",1990,2784000,142.492816091954,4090.19396551724,298.886494252874,3791.30747126437,10400,3107.7368153969,18700000
"526","Kansas",1990,2510000,230.0796812749,5126.05577689243,441.95219123506,4684.10358565737,10300,9519.25276162705,20600000
"527","Kentucky",1990,3620000,249.254143646409,3358.95027624309,397.403314917127,2961.54696132597,17300,7699.39936984389,1.6e+07
"528","Louisiana",1990,4034000,461.056023797719,6785.72136836887,939.861179970253,5845.86018839861,23600,27941.8174469306,24900000
"529","Maine",1990,1231000,123.720552396426,3688.54589764419,142.89195775792,3545.65393988627,13100,861.338686005157,1.7e+07
"530","Maryland",1990,4727000,377.575629363233,5897.65178760313,929.553628093929,4968.0981595092,9900,27688.8798273638,3.1e+07
"531","Massachusetts",1990,5832000,143.089849108368,5465.39780521262,759.60219478738,4705.79561042524,10700,6990.15629824621,30100000
"532","Michigan",1990,9187000,372.994448677479,6065.44029607053,799.695221508654,5265.74507456188,14300,15823.0664385802,28100000
"533","Minnesota",1990,4366000,72.743930371049,4548.25927622538,306.733852496564,4241.52542372881,12000,5351.13004099624,22900000
"534","Mississippi",1990,2663000,314.494930529478,3738.67818250094,328.877206158468,3409.80097634247,25700,37117.1581207348,14500000
"535","Missouri",1990,5238000,285.280641466208,5002.36731576938,698.778159602902,4303.58915616648,13400,13966.8094262608,21600000
"536","Montana",1990,820000,173.780487804878,4387.19512195122,155.243902439024,4231.9512195122,16300,8189.31264576858,1.8e+07
"537","National",1990,248087000,311.954677189857,5834.89380741433,733.664803073116,5101.22900434122,13488.413338869,284.584408771447,43825000
"538","Nebraska",1990,1617000,148.60853432282,4112.49226963513,322.139764996908,3790.35250463822,10300,4586.89146462812,18100000
"539","Nevada",1990,1218000,436.945812807882,5983.08702791461,592.939244663383,5390.14778325123,9800,8258.29763221734,35800000
"540","New Hampshire",1990,1085000,123.6866359447,3726.72811059908,134.470046082949,3592.25806451613,6300,1362.54857622393,23800000
"541","New Jersey",1990,7741000,272.936313137837,5439.60728588038,646.647719932825,4792.95956594755,9200,17711.9137325071,34400000
"542","New Mexico",1990,1524000,209.120734908136,6644.94750656168,775.656167979003,5869.29133858268,20900,10842.2031968521,27100000
"543","New York",1990,18040000,304.29600886918,6346.30820399113,1177.70509977827,5168.60310421286,14300,19496.6733481281,42100000
"544","North Carolina",1990,6377000,288.709424494276,5702.33652187549,648.141759448016,5054.19476242747,13000,23278.588797409,21700000
"545","North Dakota",1990,635000,76.0629921259843,2939.84251968504,74.3307086614173,2865.51181102362,13700,5830.15259674736,13900000
"546","Ohio",1990,10890000,292.213039485767,4824.36179981635,504.168962350781,4320.19283746556,11500,11299.6569923231,23100000
"547","Oklahoma",1990,3091000,397.444192817858,5697.5412487868,557.165965706891,5140.37528307991,15600,15537.4349929118,17900000
"548","Oregon",1990,2891000,224.558976132826,5550.95122794881,498.270494638533,5052.68073331027,9200,4629.52960332561,25400000
"549","Pennsylvania",1990,12100000,184.214876033058,3413.37190082645,423.247933884298,2990.12396694215,11000,10248.9670852975,19900000
"550","Rhode Island",1990,946000,252.854122621564,5677.80126849894,458.139534883721,5219.66173361522,7500,6459.38274115435,27200000
"551","South Carolina",1990,3391000,510.73429666765,6215.83603656738,1004.1285756414,5211.70746092598,16200,31829.904534835,18500000
"552","South Dakota",1990,696000,192.672413793103,2909.33908045977,162.787356321839,2746.55172413793,13300,9849.0630976922,16800000
"553","Tennessee",1990,4927000,210.838238278872,4999.91881469454,663.649279480414,4336.26953521413,16900,21113.3040152273,19100000
"554","Texas",1990,16870000,296.633076467101,7880.81802015412,766.704208654416,7114.1138114997,15900,15296.9644557074,22400000
"555","Utah",1990,1739000,143.530764807361,5607.3605520414,281.311098332375,5326.04945370903,8200,4059.93806550737,19900000
"556","Vermont",1990,564000,185.992907801418,4331.3829787234,126.950354609929,4204.43262411347,10900,304.41861618232,18900000
"557","Virginia",1990,6322000,278.282189180639,4346.04555520405,343.150901613414,4002.89465359064,11100,22396.440297181,2.6e+07
"558","Washington",1990,4880000,163.831967213115,6205.94262295082,500.204918032787,5705.73770491803,8900,7683.25483708396,22700000
"559","West Virginia",1990,1810000,86.4640883977901,2480.16574585635,167.734806629834,2312.43093922652,18100,4471.88916048182,11200000
"560","Wisconsin",1990,4815000,155.036344755971,4465.21287642783,268.909657320872,4196.30321910696,9300,5996.42990913492,27500000
"561","Wyoming",1990,463000,239.740820734341,4125.05399568035,295.24838012959,3829.80561555076,11000,1589.51855442475,32200000
"562","Alabama",1991,4178000,401.148875059837,5251.3164193394,826.184777405457,4425.13164193394,18800,30385.7722449595,1.9e+07
"563","Alaska",1991,525000,515.428571428571,6190.28571428571,666.47619047619,5523.80952380952,11800,25663.5881153484,43400000
"564","Arizona",1991,3603000,427.837912850402,7707.77130169303,698.084929225645,7009.68637246739,14800,4236.94850389336,33800000
"565","Arkansas",1991,2450000,316.979591836735,5010.16326530612,574.367346938775,4435.79591836735,17300,17646.1627178132,1.4e+07
"566","California",1991,30740000,331.190631099545,6693.27586206897,1077.16981132075,5616.10605074821,15700,16025.6929099106,38100000
"567","Colorado",1991,3319000,252.847243145526,6180.23501054535,569.056944862911,5611.17806568243,10400,7626.07687052014,27600000
"568","Connecticut",1991,3341000,328.55432505238,5283.77731218198,531.607303202634,4752.17000897935,8600,12414.7377145876,31300000
"569","Delaware",1991,709000,524.25952045134,5629.33709449929,685.049365303244,4944.28772919605,7500,23092.6959511186,28100000
"570","Florida",1991,13410000,347.002237136465,8462.4384787472,1172.58016405667,7289.85831469053,15400,17145.3870836435,34700000
"571","Georgia",1991,6265000,378.978451715882,6864.46927374302,780.430965682362,6084.03830806065,17200,35462.2918532172,22400000
"572","Hawaii",1991,1164000,231.958762886598,5821.64948453608,235.73883161512,5585.91065292096,7700,67547.5066285178,28100000
"573","Idaho",1991,1035000,207.053140096618,4211.9806763285,291.400966183575,3920.57971014493,13900,4426.03091566011,20700000
"574","Illinois",1991,11800000,246.737288135593,5998.5,1016.56779661017,4981.93220338983,13500,19097.9818988287,29800000
"575","Indiana",1991,5533000,247.948671606723,4884.85450930779,512.362190493403,4372.49231881439,15700,9554.46237144927,16200000
"576","Iowa",1991,2821000,146.933711449841,4095.9234314073,300.496277915633,3795.42715349167,9600,2212.11934144058,19300000
"577","Kansas",1991,2580000,228.798449612403,5351.97674418605,483.139534883721,4868.83720930233,12300,8385.3710744519,21100000
"578","Kentucky",1991,3640000,269.203296703297,3425.6043956044,446.758241758242,2978.84615384615,18800,6211.0416494466,17400000
"579","Louisiana",1991,4185000,477.968936678614,6527.3596176822,966.26045400239,5561.09916367981,19000,28721.1852458253,2.6e+07
"580","Maine",1991,1213000,130.173124484749,3836.02638087387,134.460016488046,3701.56636438582,14100,1140.24091926287,17500000
"581","Maryland",1991,4767000,404.677994545836,6330.35452066289,974.805957625341,5355.54856303755,9100,28803.8973087089,33400000
"582","Massachusetts",1991,5803000,162.243667068758,5499.36239875926,760.606582801999,4738.75581595726,11000,7282.85185252488,28300000
"583","Michigan",1991,9263000,393.209543344489,6207.63251646335,812.17748029796,5395.45503616539,14100,15981.2951574932,28200000
"584","Minnesota",1991,4384000,79.1970802919708,4545.48357664234,319.479927007299,4226.00364963504,12900,6017.97384360117,23500000
"585","Mississippi",1991,2681000,332.114882506527,4080.64155165983,376.165609847072,3704.47594181276,23700,38596.3147656458,14200000
"586","Missouri",1991,4993000,318.38574003605,5594.63248547967,788.263568996595,4806.36891648308,14800,12052.6154266077,21400000
"587","Montana",1991,822000,179.805352798054,3586.0097323601,137.469586374696,3448.5401459854,15400,8122.28043271637,18700000
"588","National",1991,250659000,329.355419115212,5933.5124611524,762.696332467615,5170.81612868479,14208.1473236548,290.479290732704,42025000
"589","Nebraska",1991,1661000,152.077062010837,4175.85791691752,320.891029500301,3854.96688741722,9500,4762.74479033803,18600000
"590","Nevada",1991,1237000,470.735650767987,6538.07599029911,702.748585286985,5835.32740501213,11400,11520.2746956621,36400000
"591","New Hampshire",1991,1107000,138.482384823848,3441.55374887082,119.060523938573,3322.49322493225,7300,3195.61619485014,24500000
"592","New Jersey",1991,7736000,303.55480868666,5448.15149948294,636.724405377456,4811.42709410548,9700,18582.2076266078,34100000
"593","New Mexico",1991,1554000,200.707850707851,6653.53925353925,831.531531531532,5822.00772200772,22400,10514.9547721812,27200000
"594","New York",1991,17910000,323.070910106086,6296.20882188721,1173.55667225014,5122.65214963707,15300,19046.5734310845,42200000
"595","North Carolina",1991,6641000,284.640867339256,5973.84430055714,667.896401144406,5305.94789941274,14500,25403.0339783522,21700000
"596","North Dakota",1991,635000,77.4803149606299,2793.85826771654,65.3543307086614,2728.50393700787,14500,6976.87487392753,13800000
"597","Ohio",1991,11060000,323.182640144665,4977.93851717902,555.696202531646,4422.24231464738,13400,11904.9210599362,24200000
"598","Oklahoma",1991,3173000,420.4223132682,5672.29751024267,584.08446265364,5088.21304758903,17000,15223.7984090337,18800000
"599","Oregon",1991,2967000,226.895854398382,5667.84630940344,498.651836872262,5169.19447253118,13500,5351.23696779439,24500000
"600","Pennsylvania",1991,12150000,192.493827160494,3503.19341563786,442.995884773663,3060.1975308642,11000,10517.7280827452,20900000
"601","Rhode Island",1991,949000,291.991570073762,5331.40147523709,488.724973656481,4842.67650158061,10400,5006.42733385951,27600000
"602","South Carolina",1991,3538000,516.365178066704,6217.6370830978,978.547201808932,5239.08988128886,16400,33792.0974421083,1.9e+07
"603","South Dakota",1991,689000,199.419448476052,3141.79970972424,185.921625544267,2955.87808417997,14000,7931.63374945227,16300000
"604","Tennessee",1991,4787000,239.690829329434,5552.76791309797,751.096720284103,4801.67119281387,15500,18490.9794203322,18900000
"605","Texas",1991,16960000,304.69929245283,7998.39033018868,859.333726415094,7139.05660377358,17500,14255.5405198589,22700000
"606","Utah",1991,1717000,152.882935352359,5780.72218986605,295.690157251019,5485.03203261503,12900,3428.67995323013,19500000
"607","Vermont",1991,579000,193.091537132988,3873.22970639033,114.33506044905,3758.89464594128,12600,1200.46656662705,18600000
"608","Virginia",1991,6144000,322.737630208333,4713.85091145833,381.819661458333,4332.03125,9900,23822.4822003827,24300000
"609","Washington",1991,4989000,183.523752254961,6340.72960513129,525.636400080176,5815.09320505111,9500,10849.7775200129,24100000
"610","West Virginia",1991,1830000,82.0765027322404,2621.20218579235,187.978142076503,2433.22404371585,17900,4427.04828710118,10900000
"611","Wisconsin",1991,4952000,158.602584814216,4468.55815831987,277.120355411955,4191.43780290792,9900,6348.04523137388,28300000
"612","Wyoming",1991,470000,233.829787234043,4295.53191489362,303.617021276596,3991.91489361702,9900,1706.81945364325,32200000
"613","Alabama",1992,4226000,412.991008045433,5155.91575958353,853.09985802177,4302.81590156176,17300,27596.6907788725,20300000
"614","Alaska",1992,572000,500.874125874126,5715.55944055944,677.797202797203,5037.76223776224,10200,26629.0217008754,44500000
"615","Arizona",1992,3851000,427.862892755129,6993.89768891197,667.514931186705,6326.38275772527,15800,4596.94942305435,3.3e+07
"616","Arkansas",1992,2463000,336.378400324807,4637.96183516037,561.550954120991,4076.41088103938,17500,16136.4483436751,14900000
"617","California",1992,31700000,345.413249211356,6503.97791798107,1090.29652996845,5413.68138801262,16400,16683.9855469515,39900000
"618","Colorado",1992,3478000,258.683151236343,5945.08338125359,577.515813686026,5367.56756756757,10800,10146.8631440864,28900000
"619","Connecticut",1992,3272000,348.502444987775,5066.83985330073,496.699266503668,4570.14058679707,9800,13413.1576698018,31600000
"620","Delaware",1992,709000,572.919605077574,4711.70662905501,603.667136812412,4108.0394922426,7800,21979.9162414884,29400000
"621","Florida",1992,13710000,352.312180889861,8222.90299051787,1187.65134938001,7035.25164113786,15600,17679.8218942116,3.5e+07
"622","Georgia",1992,6664000,379.501800720288,6489.0456182473,742.737094837935,5746.30852340936,17700,33522.0223094485,21800000
"623","Hawaii",1992,1187000,246.503791069924,5972.95703454086,252.56950294861,5720.38753159225,11200,70405.0548241083,29900000
"624","Idaho",1992,1095000,206.027397260274,3893.97260273973,274.246575342466,3619.72602739726,15200,2244.17226285917,23900000
"625","Illinois",1992,11890000,266.105971404542,5639.73086627418,955.9629941127,4683.76787216148,15600,19611.7663190784,31700000
"626","Indiana",1992,5622000,248.043400924938,4720.29526858769,512.113127001067,4208.18214158662,11800,11983.895016211,1.7e+07
"627","Iowa",1992,2846000,158.749121574139,3909.87350667604,274.63106113844,3635.2424455376,11500,3200.83850741313,20200000
"628","Kansas",1992,2510000,240.159362549801,5347.49003984064,513.466135458167,4834.02390438247,11100,9814.74697088941,23500000
"629","Kentucky",1992,3720000,278.602150537634,3354.81182795699,540.510752688172,2814.30107526882,19700,6428.81694596515,16600000
"630","Louisiana",1992,4256000,492.951127819549,6594.14943609023,991.752819548872,5602.39661654135,24500,30118.8273081865,2.8e+07
"631","Maine",1992,1239000,122.598870056497,3512.18724778047,130.427764326069,3381.7594834544,13500,2030.69987233675,17200000
"632","Maryland",1992,4946000,403.902143145977,6176.76910634856,992.418115649009,5184.35099069956,11800,27795.1632603566,3e+07
"633","Massachusetts",1992,5843000,172.052028067773,5135.56392264248,799.709053568372,4335.85486907411,10300,6016.14462774604,27300000
"634","Michigan",1992,9322000,419.577343917614,5679.81119931345,779.575198455267,4900.23600085819,13600,16197.3451516347,28700000
"635","Minnesota",1992,4318000,88.5132005558129,4762.94580824456,350.717924965262,4412.2278832793,13000,7041.5666351135,27300000
"636","Mississippi",1992,2725000,326.788990825688,4108.03669724771,394.97247706422,3713.06422018349,24600,40383.2574576833,16300000
"637","Missouri",1992,5062000,319.932832872382,5229.03990517582,759.541683129198,4469.49822204662,15700,12631.6503179079,21800000
"638","Montana",1992,855000,181.052631578947,4429.47368421053,163.74269005848,4265.73099415205,13800,9927.10998108335,19400000
"639","National",1992,255960000,344.780434442882,5640.79973433349,754.912486325988,4885.8872480075,14803.094233474,289.972687144835,40800000
"640","Nebraska",1992,1606000,156.53798256538,4324.03486924035,348.567870485679,3975.46699875467,10600,5313.23438912054,18600000
"641","Nevada",1992,1353000,447.080561714708,6084.55284552846,683.444198078344,5401.10864745011,14700,11260.9258028802,39600000
"642","New Hampshire",1992,1114000,159.51526032316,3072.26211849192,125.4039497307,2946.85816876122,8700,3690.22471271358,25700000
"643","New Jersey",1992,7803000,290.311418685121,5055.27361271306,624.695629885941,4430.57798282712,10300,17276.9059881799,4.1e+07
"644","New Mexico",1992,1611000,203.041589075109,6314.27684667908,917.504655493482,5396.7721911856,21600,10360.2769205784,29900000
"645","New York",1992,17980000,343.359288097887,5903.72080088988,1130.76195773081,4772.95884315907,15700,19962.7839966323,42400000
"646","North Carolina",1992,6813000,300.220167327169,5827.78511668868,683.986496403934,5143.79862028475,15800,26465.8947205148,21900000
"647","North Dakota",1992,616000,77.4350649350649,2997.56493506494,86.038961038961,2911.52597402597,12100,7194.55015826952,15500000
"648","Ohio",1992,11180000,343.273703041145,4597.06618962433,518.202146690519,4078.86404293381,12500,11800.9421416595,25300000
"649","Oklahoma",1992,3269000,453.380238605078,5336.92260630162,611.960844294891,4724.96176200673,18600,18978.2963705653,19100000
"650","Oregon",1992,3039000,216.617308325107,5702.17176702863,499.802566633761,5202.36920039487,11400,6293.83252088696,25100000
"651","Pennsylvania",1992,12020000,207.770382695507,3389.60898502496,426.589018302829,2963.01996672213,11900,9910.46017556715,21500000
"652","Rhode Island",1992,960000,289.0625,4792.60416666667,413.020833333333,4379.58333333333,12400,4970.48491187719,29600000
"653","South Carolina",1992,3675000,507.292517006803,5777.60544217687,925.95918367347,4851.6462585034,19000,33308.5751578893,18800000
"654","South Dakota",1992,705000,210.921985815603,3024.39716312057,196.170212765957,2828.22695035461,15100,8892.32949737872,17500000
"655","Tennessee",1992,5036000,235.285941223193,5123.53057982526,744.380460683082,4379.15011914218,17000,16190.3289359908,19900000
"656","Texas",1992,17920000,337.427455357143,6953.95089285714,794.469866071429,6159.48102678571,18300,14559.1492393244,23600000
"657","Utah",1992,1830000,147.486338797814,5605.95628415301,287.814207650273,5318.14207650273,9400,2494.90318289761,20200000
"658","Vermont",1992,582000,215.463917525773,3339.69072164948,107.216494845361,3232.47422680412,10500,1108.95559206715,19800000
"659","Virginia",1992,6241000,339.673129306201,4392.21278641243,383.063611600705,4009.14917481173,9500,22986.2535492116,24500000
"660","Washington",1992,5138000,193.83028415726,6170.39704165045,534.33242506812,5636.06461658233,11200,10317.5459900668,25700000
"661","West Virginia",1992,1795000,93.2590529247911,2634.42896935933,213.537604456824,2420.89136490251,22300,4742.97232517948,1.1e+07
"662","Wisconsin",1992,5118000,160.042985541227,4225.36146932395,269.753810082063,3955.60765924189,10900,7705.19456288885,28900000
"663","Wyoming",1992,475000,223.789473684211,4488.42105263158,313.473684210526,4174.94736842105,10300,2213.13666253976,39300000
"664","Alabama",1993,4168000,446.833013435701,4901.00767754319,783.973128598848,4117.03454894434,17400,28305.732906065,19700000
"665","Alaska",1993,570000,474.210526315789,5851.22807017544,799.473684210526,5051.75438596491,9100,25111.0068082333,46500000
"666","Arizona",1993,4003000,444.941294029478,7307.34449163128,703.022732950287,6604.32175868099,15400,7905.40474546883,29700000
"667","Arkansas",1993,2421000,356.257744733581,4816.68731928955,594.010739363899,4222.67657992565,20000,17440.785346674,15200000
"668","California",1993,31970000,375.198623709728,6303.61276196434,1052.17704097591,5251.43572098843,18200,16723.0079353331,3.9e+07
"669","Colorado",1993,3564000,265.488215488215,5529.88215488216,567.592592592593,4962.28956228956,9900,10083.2454477682,26900000
"670","Connecticut",1993,3259000,420.09818962872,4676.03559374041,458.698987419454,4217.33660632096,8500,9370.43311358891,28600000
"671","Delaware",1993,711000,592.123769338959,4796.76511954993,675.246132208158,4121.51898734177,10200,17992.2968442533,28600000
"672","Florida",1993,14120000,375.694050991501,8090.21246458923,1168.37818696884,6921.8342776204,17800,18362.7710053516,36900000
"673","Georgia",1993,6825000,407.076923076923,6276.43956043956,732.879120879121,5543.56043956044,13500,31765.3539008411,23400000
"674","Hawaii",1993,1135000,275.68281938326,6481.5859030837,269.691629955947,6211.89427312775,8000,68350.7101136399,31400000
"675","Idaho",1993,1145000,227.598253275109,3690.65502183406,270.480349344978,3420.17467248908,13100,2175.22112505521,2.2e+07
"676","Illinois",1993,11730000,294.075021312873,5602.12276214834,957.033248081841,4645.0895140665,13600,20526.9509514956,31400000
"677","Indiana",1993,5751000,251.608415927665,4435.57642149191,485.84593983655,3949.73048165536,12200,10913.5233848214,17100000
"678","Iowa",1993,2809000,174.36810252759,3853.29298682805,326.059095763617,3527.23389106444,10300,3697.72222131639,20100000
"679","Kansas",1993,2496000,229.447115384615,5045.03205128205,503.365384615385,4541.66666666667,13100,9719.58313104666,2.3e+07
"680","Kentucky",1993,3740000,279.144385026738,3302.37967914438,468.716577540107,2833.66310160428,20400,7101.12005899889,16700000
"681","Louisiana",1993,4246000,529.156853509185,6925.60056523787,1073.95195478097,5851.6486104569,26400,32143.9769246874,27700000
"682","Maine",1993,1276000,115.12539184953,3062.46081504702,122.100313479624,2940.3605015674,15400,2816.85449713061,16500000
"683","Maryland",1993,4925000,411.451776649746,6156.08121827411,1005.8883248731,5150.19289340101,9700,29526.1058375104,28900000
"684","Massachusetts",1993,5991000,170.739442497079,4911.0999833083,807.761642463695,4103.3383408446,10700,7437.01009450596,27900000
"685","Michigan",1993,9560000,411.276150627615,5405.73221757322,784.738493723849,4620.99372384937,15400,15870.6405930668,26500000
"686","Minnesota",1993,4354000,96.4630225080386,4578.15801561782,367.156637574644,4211.00137804318,11600,6202.43138098564,2.5e+07
"687","Mississippi",1993,2584000,383.397832817337,4519.15634674923,443.769349845201,4075.38699690402,24700,38008.3153220601,14700000
"688","Missouri",1993,5185000,312.015429122469,5143.56798457088,751.45612343298,4392.1118611379,16100,11523.3649237535,2.2e+07
"689","Montana",1993,850000,181.294117647059,4728,175.176470588235,4552.82352941176,14900,9246.81587347528,19500000
"690","National",1993,258688000,374.698865042058,5467.89723527956,744.532796264226,4723.36443901534,15116.6656358239,287.406392227803,39775000
"691","Nebraska",1993,1641000,153.443022547227,4192.32175502742,369.957343083486,3822.36441194394,10300,5197.22072914227,19900000
"692","Nevada",1993,1444000,444.04432132964,5944.73684210526,841.897506925208,5102.83933518006,9800,12395.553889965,38200000
"693","New Hampshire",1993,1131000,156.940760389036,2889.566755084,137.046861184792,2752.5198938992,9900,2811.03954746309,23800000
"694","New Jersey",1993,7968000,299.083835341365,4747.20130522088,619.854417670683,4127.3468875502,10900,17675.4938927261,3.6e+07
"695","New Mexico",1993,1623000,215.526802218115,6239.06346272335,925.693160813309,5313.37030191004,17400,13083.2008177381,27900000
"696","New York",1993,18220000,354.385290889133,5544.32491767289,1072.18441273326,4472.14050493963,16400,20406.90218925,42200000
"697","North Carolina",1993,6732000,325.193107546049,5831.17944147356,700.802139037433,5130.37730243613,14400,26648.9684841292,21900000
"698","North Dakota",1993,625000,79.68,2865.44,83.52,2781.92,11200,7052.03300584043,14200000
"699","Ohio",1993,11260000,360.932504440497,4417.98401420959,496.58081705151,3921.40319715808,13000,12266.9362639936,24800000
"700","Oklahoma",1993,3326000,493.355381840048,5143.05472038485,616.7167769092,4526.33794347565,19900,18773.1040757381,19600000
"701","Oregon",1993,3077000,213.097172570686,5681.24796880078,495.742606434839,5185.50536236594,11800,4565.89807600765,25700000
"702","Pennsylvania",1993,12070000,215.824357912179,3265.4183927092,416.694283347142,2848.72410936205,13200,9499.52506495592,21100000
"703","Rhode Island",1993,969000,287.203302373581,4642.93085655315,414.551083591331,4228.37977296182,11200,4389.46996344844,27200000
"704","South Carolina",1993,3630000,515.261707988981,5924.51790633609,1027.02479338843,4897.49311294766,18700,32802.7809531839,18900000
"705","South Dakota",1993,717000,216.596931659693,2949.93026499303,207.810320781032,2742.11994421199,14200,9958.54049338141,16800000
"706","Tennessee",1993,5092000,251.84603299293,5246.73998428908,766.830322073841,4479.90966221524,19600,20684.0838219867,1.9e+07
"707","Texas",1993,18270000,503.628899835796,6354.84948002189,752.15654077723,5602.69293924466,17400,15908.0502076289,24100000
"708","Utah",1993,1906000,151.521511017838,5110.96537250787,293.756558237146,4817.20881427072,10700,2781.3607585881,20500000
"709","Vermont",1993,588000,207.993197278912,3891.32653061224,111.904761904762,3779.42176870748,10000,2042.91186656296,19300000
"710","Virginia",1993,6470000,353.168469860896,4128.82534775889,373.415765069552,3755.40958268934,9700,22330.6121002696,25200000
"711","Washington",1993,5224000,199.444869831547,5987.61485451761,517.611026033691,5470.00382848392,12100,8776.38649496281,2.7e+07
