,State,year,tot_pop,incar_rate,tot_crime_rate,violent_crime_rate,prop_crime_rate,pov_rate,non_white_rate,spending_rate,incarceration_rate_national
122,Massachusetts,1982.0,5748000.0,-1.5554639658077083,1.0109392146802911,0.6337886997482838,1.0119128184858166,-0.6868942398493848,-0.9169637943272687,-0.9004051185944076,-0.9460385115781289
123,Michigan,1982.0,9117000.0,-1.045951869397295,1.9062437390852678,1.0126007172102656,1.9393528794156423,0.8915138834363531,-0.16567386675554133,-0.4646096881868697,-0.9460385115781289
124,Minnesota,1982.0,4120000.0,-1.6992939044438284,0.24279688827417995,-1.0182799374230111,0.4436277080067175,0.11568616182132938,-1.092948732531414,-1.0804075789801297,-0.9460385115781289
125,Mississippi,1982.0,2454000.0,-0.6998279081531542,-0.3008251265965457,-0.6164033313767865,-0.2277983030576325,2.6839434471676147,1.5312465743374626,-1.6583102149553433,-0.9460385115781289
126,Missouri,1982.0,4798000.0,-1.094518762631812,0.7014566767362245,0.3917033533415993,0.7103688576379289,0.4634710025453055,-0.42857102058291696,-1.014090883048548,-0.9460385115781289
127,Montana,1982.0,793000.0,-1.3251414196511113,0.1767115881205093,-0.9849276028109466,0.36466258833149207,1.1055353238818768,-0.7895918088733813,-1.1846195297297584,-0.9460385115781289
128,National,1982.0,228794000.0,-0.9460385115781289,1.1084758638788073,0.6493021959528223,1.1173642578152314,0.5661436525823712,-1.2516513391247799,,-0.9460385115781289
129,Nebraska,1982.0,1582000.0,-1.3559661753698877,-0.1229521647579382,-0.9707708158632297,0.030087640552915337,0.1959442019884008,-1.0042732003661905,-1.4214648723425507,-0.9460385115781289
130,Nevada,1982.0,897000.0,-0.2176676367212072,2.6130927600742835,1.6418391819790725,2.6149904267897512,-1.3557112412416465,-0.48348458269890626,-0.3414501100282177,-0.9460385115781289
131,New Hampshire,1982.0,943000.0,-1.718477961313964,-0.19431250580952564,-1.4564550728975783,0.03422691552582157,-0.6868942398493848,-1.2143064990561332,-1.2983052941838988,-0.9460385115781289
132,New Jersey,1982.0,7367000.0,-1.3486802222246053,1.1517326666253296,0.813366415456479,1.1371933707308495,-0.1785933187912658,-0.14886229636157725,-0.4267144333688229,-0.9460385115781289
133,New Mexico,1982.0,1355000.0,-1.2585083635511978,1.7972148262866967,1.3884521692142628,1.7540921493337172,2.550180046889162,-0.014065940210958184,-0.796193167844779,-0.9460385115781289
134,New York,1982.0,17660000.0,-1.076777899289274,1.6824061432157331,2.5683046512198633,1.4246372786199326,0.5169763626566865,0.010950625014823575,0.05645006556127349,-0.9460385115781289
135,North Carolina,1982.0,5928000.0,-0.37604471732987566,0.34671419757973476,0.0680537497935901,0.3726368448179721,1.9883737657196623,0.4787302102486074,-1.411991058638039,-0.9460385115781289
136,North Dakota,1982.0,658000.0,-1.7083866338782623,-1.0335483210537344,-1.7496859771465256,-0.8457330007908291,0.008675441598567491,-0.9865939533279341,-1.5446244505012028,-0.9460385115781289
137,Ohio,1982.0,10710000.0,-1.056835918405929,0.6058791902236308,0.006714528748046454,0.6704087808927077,-0.01807723845712298,-0.364383420859389,-1.0709337652756181,-0.9460385115781289
138,Oklahoma,1982.0,3111000.0,-0.7838236552324869,0.8653993205561682,0.06869951063308201,0.9474393401131611,0.6774924429908292,-0.4919155990359707,-1.383569617524504,-0.9460385115781289
139,Oregon,1982.0,2557000.0,-1.1098106605113913,1.9244180956187475,0.2394550394958633,2.091997322916068,0.2762022421554722,-0.7600433008332587,-0.7677717267312439,-0.9460385115781289
140,Pennsylvania,1982.0,11620000.0,-1.4686118702108228,-0.43639649281960813,-0.3285062735416189,-0.42740540203590766,0.1691915219327103,-0.4538278617579064,-1.1372504612072,-0.9460385115781289
141,Rhode Island,1982.0,942000.0,-1.355037109898628,0.9532320565003244,-0.1396283621550032,1.0804963237037297,0.11568616182132938,-0.9142288097250953,-0.8435622363673374,-0.9460385115781289
142,South Carolina,1982.0,3301000.0,-0.39169953479107994,0.7708888586816189,1.2111241432488462,0.6468974157234736,2.2291478862208765,1.2551615916083916,-1.601467332728273,-0.9460385115781289
143,South Dakota,1982.0,677000.0,-1.3160085580021164,-1.031240760835826,-1.5721550811465788,-0.8736001190003008,1.052029963770496,-0.7051241154101378,-1.5730458916147378,-0.9460385115781289
144,Tennessee,1982.0,4679000.0,-1.019350916052373,0.18412653300480003,-0.09307526785770315,0.22003778445067682,2.871212207557448,0.41160893327300124,-1.3930434312290156,-0.9460385115781289
145,Texas,1982.0,15150000.0,-0.6123677693487356,1.6021447804698918,0.6681665294064719,1.6613164094802235,0.8915138834363531,-0.27664475761510693,-1.3077791078884105,-0.9460385115781289
146,Utah,1982.0,1575000.0,-1.5450267386156797,0.8147611839704907,-0.7297235771328973,1.0281436581263548,0.436718322489615,-1.066589731354658,-1.0235646967530596,-0.9460385115781289
147,Vermont,1982.0,519000.0,-1.3242414365135529,0.38398235994984053,-1.454920978250304,0.6749489049656725,0.008675441598567491,-1.2330606571823626,-1.478307754569621,-0.9460385115781289
148,Virginia,1982.0,5329000.0,-0.8982448433576088,0.18261398255913486,-0.5595264405005648,0.29830057616634753,-0.09833527862419439,0.3237825388624222,-1.1846195297297584,-0.9460385115781289
149,Washington,1982.0,4259000.0,-1.1412788165354002,1.5339322793507852,-0.1561657544860629,1.7269814720179524,0.008675441598567491,-0.6704768531402397,-0.9572480008214778,-0.9460385115781289
150,West Virginia,1982.0,1951000.0,-1.5329708823047121,-1.1696359995078398,-1.2298560210174945,-1.0856605000276733,3.1922443682257335,-1.0572680577174884,-1.8288388616365536,-0.9460385115781289
151,Wisconsin,1982.0,4733000.0,-1.4156328021127356,0.24311541604062042,-1.149487338435993,0.4664667830294671,-0.9009156802949085,-0.901059857150823,-0.35092392373272935,-0.9460385115781289
152,Wyoming,1982.0,481000.0,-1.1478133595874995,0.6353007995291919,-0.5641031338368848,0.8008452335405438,-0.23209867890264674,-1.0731825980760081,0.08487150667480857,-0.9460385115781289
153,Alabama,1983.0,3950000.0,-0.5493141000571754,-0.015220894480155348,-0.10055718784412494,0.0003623405011174843,2.710696127223305,0.5538413509145151,-1.3740958038199924,-0.898876998647791
154,Alaska,1983.0,486000.0,-0.0519119645849494,1.29652046868467,0.7748510846544424,1.3042775562805278,-0.07158259856850392,0.601282176418352,3.6280778321621816,-0.898876998647791
